gap,mcb_mode,target,mechanic,year,scope,peak,trough,dimension,name,pnl,peak_nav,drawdown_contribution_percentage_points,contribution_basis
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,strategy,ATRDR,-376361.46745786926,8016354.315796261,4.694920566525451,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002186.SZ,-49.345992116657726,8016354.315796261,0.0006155665053304997,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002235.SZ,-6793.5208399118055,8016354.315796261,0.08474576562222484,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002313.SZ,329.42705642684723,8016354.315796261,-0.004109437325864076,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002316.SZ,2199.4696576126007,8016354.315796261,-0.027437280975449604,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002352.SZ,3208.0398033175707,8016354.315796261,-0.04001868775929869,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002368.SZ,-1085.3236716187475,8016354.315796261,0.01353886852880383,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002375.SZ,-12649.827575127776,8016354.315796261,0.1578002552881331,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002445.SZ,509.12367172856466,8016354.315796261,-0.006351062486413983,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002458.SZ,-7428.139706877758,8016354.315796261,0.09266231773514023,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002495.SZ,-9324.297721567877,8016354.315796261,0.11631593807167814,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002520.SZ,-4697.693538840853,8016354.315796261,0.05860137106944023,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002527.SZ,-8398.560099267772,8016354.315796261,0.10476782547795291,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002542.SZ,353.02443275518453,8016354.315796261,-0.004403802761805929,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002547.SZ,-702.7540015271143,8016354.315796261,0.008766503747748955,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002565.SZ,3165.1376226283874,8016354.315796261,-0.03948350457004464,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002583.SZ,-4024.58409831483,8016354.315796261,0.05020466835384721,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002614.SZ,286.422741920971,8016354.315796261,-0.003572980068465459,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002657.SZ,-6734.825041075543,8016354.315796261,0.08401356496686456,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002672.SZ,236.68973242252832,8016354.315796261,-0.0029525857153809955,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002713.SZ,1775.4017856219998,8016354.315796261,-0.02214724693647289,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002772.SZ,-204.3090136327955,8016354.315796261,0.002548652486956617,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002799.SZ,1025.4049224809569,8016354.315796261,-0.012791412181724453,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002853.SZ,4787.556164846712,8016354.315796261,-0.059722362264013354,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,002977.SZ,-11838.535821645324,8016354.315796261,0.14767979751490573,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,003026.SZ,5387.411914726368,8016354.315796261,-0.06720526192449415,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,159601.SZ,-3538.206823872002,8016354.315796261,0.04413735576657272,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,159851.SZ,-3736.6835263679386,8016354.315796261,0.04661325309691948,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,159905.SZ,-135.47084451200044,8016354.315796261,0.0016899308485536194,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,159993.SZ,-273.97232855996117,8016354.315796261,0.003417667405495008,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300030.SZ,-8644.769365733024,8016354.315796261,0.10783916260660371,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300081.SZ,-5034.8219980543,8016354.315796261,0.06280687953292137,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300148.SZ,3894.0677323748096,8016354.315796261,-0.04857654214087734,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300166.SZ,531.5388474199099,8016354.315796261,-0.006630680562266444,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300168.SZ,-571.2198434225975,8016354.315796261,0.007125681087935526,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300193.SZ,-1035.7813724015614,8016354.315796261,0.012920853190839503,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300242.SZ,-11617.729442767944,8016354.315796261,0.14492534866972082,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300269.SZ,-5926.893482671403,8016354.315796261,0.07393502394214829,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300287.SZ,1056.3696050747194,8016354.315796261,-0.013177681068726448,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300288.SZ,-6483.821005932514,8016354.315796261,0.08088241550346792,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300320.SZ,-1247.1904906478085,8016354.315796261,0.01555807592224578,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300333.SZ,-5643.031430250616,8016354.315796261,0.07039398719104766,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300360.SZ,630.8457539134306,8016354.315796261,-0.007869484419748593,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300386.SZ,4643.2189865252585,8016354.315796261,-0.057921828347529195,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300388.SZ,490.4450361498966,8016354.315796261,-0.006118055874644569,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300412.SZ,3536.187777902116,8016354.315796261,-0.044112169180621705,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300472.SZ,-5467.943421976233,8016354.315796261,0.06820985209201179,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300511.SZ,2497.4007443011506,8016354.315796261,-0.031153821873616684,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300588.SZ,-4970.309785319434,8016354.315796261,0.062002122031026216,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300598.SZ,-1859.6010635395955,8016354.315796261,0.023197590703734786,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300614.SZ,2698.642798802088,8016354.315796261,-0.033664215583440474,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300691.SZ,80.45863873018243,8016354.315796261,-0.0010036811692771405,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300715.SZ,-12245.235145502254,8016354.315796261,0.15275316762599883,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300745.SZ,1517.7397284846156,8016354.315796261,-0.018933041987601557,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300750.SZ,-1733.7058115073487,8016354.315796261,0.021627110569340403,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300770.SZ,-821.6110731852241,8016354.315796261,0.010249186111524984,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300773.SZ,548.2822060030339,8016354.315796261,-0.00683954556403079,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300774.SZ,-10298.004709890174,8016354.315796261,0.12846244445056415,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300780.SZ,-3628.542759900513,8016354.315796261,0.045264251266320076,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300786.SZ,1449.6773618810694,8016354.315796261,-0.01808399809654713,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300884.SZ,-9100.429944257698,8016354.315796261,0.11352329981629257,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300912.SZ,4643.2189865252585,8016354.315796261,-0.057921828347529195,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,300945.SZ,-2965.777007066282,8016354.315796261,0.03699658086746747,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301005.SZ,-11694.252100063131,8016354.315796261,0.14587993044443603,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301013.SZ,-5848.15123274803,8016354.315796261,0.07295275386249113,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301060.SZ,2430.9236019051677,8016354.315796261,-0.030324552859583843,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301159.SZ,4777.826045009999,8016354.315796261,-0.059600983898569354,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301178.SZ,589.276966177953,8016354.315796261,-0.007350934638914103,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301278.SZ,289.54948911774864,8016354.315796261,-0.003611984671725277,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301312.SZ,5016.085812573917,8016354.315796261,-0.06257315501498852,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301321.SZ,-10483.58442856748,8016354.315796261,0.13077745837543048,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301356.SZ,-6937.861052764012,8016354.315796261,0.08654633739295838,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301382.SZ,-5543.874208660054,8016354.315796261,0.06915705057766502,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,symbol,301396.SZ,-1615.969455858099,8016354.315796261,0.0201584085757515,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown
