trade_date,decision_at,incremental_pnl,incremental_daily_return,incremental_capital_days,concentration,gross_after,current_account_drawdown,gross_before,state_trade_date,market_median_ret20,market_median_ret60,market_positive_ret20_share,market_positive_ret60_share,state_as_of,b20_l5,b20_l5_source_timestamp,market_regime,index_realized_vol20_prior,index_amount_prior,breadth_bucket,year,block,gap,mcb_mode,target,mechanic
2018-01-24,2018-01-24 09:30:00,444.17522613331676,8.96568041102419e-05,243862.6682731565,0.13359136498941795,0.25202090508667535,0.0,0.25168509820345947,2018-01-23,0.018726591760300115,-0.10043573804437672,0.6162464985994398,0.1980440097799511,2018-01-23 15:00:00,0.4044764188649081,2018-01-16 15:00:00,TRANSITION,0.13403017051044672,86935956657.00002,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-01-25,2018-01-25 09:30:00,-926.4596547540277,-0.0001868535888495164,243334.53044724092,0.13261406707206602,0.2444616228012959,0.0,0.25202090508667535,2018-01-24,0.014937769623642683,-0.10086767895878523,0.5950479233226837,0.1999187322226737,2018-01-24 15:00:00,0.39,2018-01-17 15:00:00,TRANSITION,0.13563188253631786,104123992261.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-01-26,2018-01-26 09:30:00,2376.726667806506,0.0004808254963458593,272174.3578577116,0.16075428295456484,0.24699903556312133,0.0009375866507066455,0.2444616228012959,2018-01-25,0.016254403249063798,-0.10353535353535404,0.6068,0.19194794631964213,2018-01-25 15:00:00,0.4597839135654262,2018-01-18 15:00:00,TRANSITION,0.1347063234780489,110419614010.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-01-29,2018-01-29 09:30:00,-10225.381888178177,-0.0020658145664333646,1223714.6823770665,0.2014744176754173,0.23767851526619835,0.0,0.24699903556312133,2018-01-26,0.008131855415313027,-0.09621993127147788,0.5576,0.21309475396502645,2018-01-26 15:00:00,0.45625249700359566,2018-01-19 15:00:00,TRANSITION,0.13478850556659985,92459193030.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-01-30,2018-01-30 09:30:00,-9099.213202034123,-0.0018499799232751175,550557.0652900524,0.22326601856713962,0.236388821131226,0.00425692252336074,0.23767851526619835,2018-01-29,-0.01405405405405391,-0.09979209979209991,0.41390331602077507,0.19967466449776333,2018-01-29 15:00:00,0.5196314102564102,2018-01-22 15:00:00,BEAR,0.1383373515976907,96707363669.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-01-31,2018-01-31 09:30:00,8321.65312231239,0.0017005787106580304,592965.3687645495,0.22572152150236321,0.23880283871755958,0.007804570524878818,0.236388821131226,2018-01-30,-0.021249390286391,-0.10918367346938851,0.3656,0.18244616009752132,2018-01-30 15:00:00,0.6162464985994398,2018-01-23 15:00:00,BEAR,0.13228919546064977,80189948786.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-01,2018-02-01 09:30:00,2620.1855944935232,0.0005329660132768364,608283.2751510441,0.22731648082388672,0.24499581857410319,0.004657978107485472,0.23880283871755958,2018-01-31,-0.051969625059325675,-0.13496272112052654,0.23508209851822187,0.1468673718470301,2018-01-31 15:00:00,0.5950479233226837,2018-01-24 15:00:00,BEAR,0.14875115000214315,98171546815.00002,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-02,2018-02-02 09:30:00,2203.4520614519715,0.0004475031359470473,634316.9921089523,0.005494444770503133,0.005494444770503133,0.003674135886493679,0.24499581857410319,2018-02-01,-0.09616075870230412,-0.17812215132178744,0.1465863453815261,0.11179110567115463,2018-02-01 15:00:00,0.6068,2018-01-25 15:00:00,BEAR,0.20258139472137854,107037563623.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-05,2018-02-05 09:30:00,0.0,0.0,0.0,0.005494444770503133,0.005494444770503133,0.0029323188802645728,0.005494444770503133,2018-02-02,-0.10626228580856517,-0.19076052308314273,0.136547811993517,0.10996705107084019,2018-02-02 15:00:00,0.5576,2018-01-26 15:00:00,BEAR,0.2018434173433239,85779041352.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-06,2018-02-06 09:30:00,0.0,0.0,-3.725290298461914e-09,0.005494444770503133,0.005494444770503133,0.0029323188802645728,0.005494444770503133,2018-02-05,-0.11458333333333337,-0.198149548444166,0.12710127101271013,0.10532889258950874,2018-02-05 15:00:00,0.41390331602077507,2018-01-29 15:00:00,BEAR,0.20040731115041877,72124065612.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-07,2018-02-07 09:30:00,0.0,0.0,3.725290298461914e-09,0.005494444770503133,0.005494444770503133,0.0029323188802645728,0.005494444770503133,2018-02-06,-0.16895982388552588,-0.24463007159904515,0.07768187422934648,0.07133917396745933,2018-02-06 15:00:00,0.3656,2018-01-30 15:00:00,BEAR,0.25363565180480796,89122346988.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-08,2018-02-08 09:30:00,0.0,0.0,-3.725290298461914e-09,0.005494444770503133,0.005494444770503133,0.0029323188802645728,0.005494444770503133,2018-02-07,-0.1561085603694824,-0.23343295258177488,0.08333333333333333,0.07747068676716917,2018-02-07 15:00:00,0.23508209851822187,2018-01-31 15:00:00,BEAR,0.25610139542281646,84669998969.99998,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-09,2018-02-09 09:30:00,0.0,0.0,3.725290298461914e-09,0.005494444770503133,0.005494444770503133,0.0029323188802645728,0.005494444770503133,2018-02-08,-0.14727786986769892,-0.21515151515151487,0.07775020678246485,0.08896349139739823,2018-02-08 15:00:00,0.1465863453815261,2018-02-01 15:00:00,BEAR,0.2625672436494465,64134826760.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-12,2018-02-12 09:30:00,0.0,0.0,0.0,0.005494444770503133,0.005494444770503133,0.0029323188802645728,0.005494444770503133,2018-02-09,-0.17077428985716864,-0.23521594684385339,0.048760330578512395,0.06074570590699623,2018-02-09 15:00:00,0.136547811993517,2018-02-02 15:00:00,BEAR,0.274793697196552,77570354846.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-13,2018-02-13 09:30:00,-8450.804599448107,-0.0017143639372616565,126680.41870575026,0.11526491860876359,0.12076920546357298,0.0029323188802645728,0.005494444770503133,2018-02-12,-0.12237762237762229,-0.1791237530207052,0.09057225195553725,0.10767946577629382,2018-02-12 15:00:00,0.12710127101271013,2018-02-05 15:00:00,BEAR,0.28772967019615675,63609252911.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-14,2018-02-14 09:30:00,0.0,0.0,544001.4093037508,0.11526491860876359,0.12076920546357298,0.004715151867621281,0.12076920546357298,2018-02-13,-0.12874725777214036,-0.1799674267100977,0.09139344262295082,0.10511009555463233,2018-02-13 15:00:00,0.07768187422934648,2018-02-06 15:00:00,BEAR,0.28673608474601725,63359383862.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-22,2018-02-22 09:30:00,-4303.060772131197,-0.0008746052470011441,4400063.321174074,0.09093038819422707,0.17002502585660004,0.004715151867621281,0.12076920546357298,2018-02-14,-0.12848812599582288,-0.17729784028126616,0.09795918367346938,0.09921455146754857,2018-02-14 15:00:00,0.08333333333333333,2018-02-07 15:00:00,BEAR,0.28790075872533105,43830725137.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-23,2018-02-23 09:30:00,1970.3239209987223,0.0004012271679777013,780189.1021305174,0.026633831847124874,0.2506283817539874,0.0056450861932692,0.17002502585660004,2018-02-22,-0.11417534087841613,-0.16285714285714237,0.11300813008130081,0.1263894606834088,2018-02-22 15:00:00,0.07775020678246485,2018-02-08 15:00:00,BEAR,0.2993901049137383,59696646862.00001,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-26,2018-02-26 09:30:00,19627.012907159515,0.003995437019884732,2559731.906091124,0.024708767663013696,0.22789464408034557,0.0050888142273960435,0.2506283817539874,2018-02-23,-0.11242603550295882,-0.1378600823045274,0.1173365814047909,0.15425750719868367,2018-02-23 15:00:00,0.048760330578512395,2018-02-09 15:00:00,BEAR,0.3004706711608392,65355546882.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-27,2018-02-27 09:30:00,-872.9414592804387,-0.0001788415362409825,573532.9827169925,0.009813729343941703,0.2456538805110418,0.0,0.22789464408034557,2018-02-26,-0.09683794466403184,-0.11997474747474762,0.13424989890820865,0.18565573770491803,2018-02-26 15:00:00,0.09057225195553725,2018-02-12 15:00:00,BEAR,0.3104011157995301,92903053013.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-02-28,2018-02-28 09:30:00,-4046.331080931239,-0.0008159827023109741,157588.85976311192,0.007642521255865788,0.24340012368960934,0.0,0.2456538805110418,2018-02-27,-0.09610705596107083,-0.10594702648675625,0.14469971785570335,0.20293997550020418,2018-02-27 15:00:00,0.09139344262295082,2018-02-13 15:00:00,BEAR,0.3110328423848266,97506319926.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-01,2018-03-01 09:30:00,-5703.986879173666,-0.0011548883429957266,-90310.23850528523,0.007160912874499852,0.24563796831601534,0.0011363341468375587,0.24340012368960934,2018-02-28,-0.10216718266253855,-0.1167630057803466,0.13089005235602094,0.17788657690738474,2018-02-28 15:00:00,0.09795918367346938,2018-02-14 15:00:00,BEAR,0.3101084140998741,96704991193.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-02,2018-03-02 09:30:00,-1028.967957683839,-0.00020763664849493904,-273729.15014696866,0.007167787106103924,0.24630346335502049,0.0,0.24563796831601534,2018-03-01,-0.08469387755102031,-0.10237700784403525,0.1661960467930617,0.2019623875715454,2018-03-01 15:00:00,0.11300813008130081,2018-02-22 15:00:00,BEAR,0.3165859115421975,99824674333.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-05,2018-03-05 09:30:00,-5968.329782509245,-0.0012000844452668175,-1331997.9441434182,0.007142535857597979,0.232639306673905,0.0009590451700522973,0.24630346335502049,2018-03-02,-0.08690823790962843,-0.10273649826346265,0.1592920353982301,0.20089649551752242,2018-03-02 15:00:00,0.1173365814047909,2018-02-23 15:00:00,BEAR,0.3165372057411644,97203093605.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-06,2018-03-06 09:30:00,-5624.025641285814,-0.0011228279922933116,-394515.15178065747,0.007123674335974672,0.23501669045474183,0.0,0.232639306673905,2018-03-05,-0.06882707198164595,-0.1035372560212669,0.23033481242436465,0.19918367346938776,2018-03-05 15:00:00,0.13424989890820865,2018-02-26 15:00:00,BEAR,0.3162977144710406,87991358320.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-07,2018-03-07 09:30:00,104.59294541925192,1.9068422945834403e-05,-307149.11618810147,0.007128008262321422,0.23049931044566122,0.0,0.23501669045474183,2018-03-06,-0.05653643876784331,-0.07749077490774903,0.2601855586930214,0.251733986128111,2018-03-06 15:00:00,0.14469971785570335,2018-02-27 15:00:00,BEAR,0.31877828370692574,106045839419.99998,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-08,2018-03-08 09:30:00,-3231.5780095038936,-0.0006311914381592985,-221996.38125021756,0.007092784404576678,0.23639237355659978,0.0006080136536400493,0.23049931044566122,2018-03-07,-0.036310107948969494,-0.055397148676171404,0.3302456705598067,0.3071283095723014,2018-03-07 15:00:00,0.13089005235602094,2018-02-28 15:00:00,BEAR,0.3087318700376676,90815161510.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-09,2018-03-09 09:30:00,-1631.4883432239294,-0.00030255892481374433,-116488.54548244923,0.007050286938802885,0.20385178458598227,0.0,0.23639237355659978,2018-03-08,0.021221621746460473,-0.05711484642730391,0.6239935587761675,0.30277098614506925,2018-03-08 15:00:00,0.1661960467930617,2018-03-01 15:00:00,TRANSITION,0.26769918041428076,85662966991.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-12,2018-03-12 09:30:00,-5347.542993894778,-0.001049160159990002,-249625.95398375392,0.00703728250914055,0.2182760618971964,0.0,0.20385178458598227,2018-03-09,0.0531958730028641,-0.03947955649794982,0.7672829581993569,0.36696501220504474,2018-03-09 15:00:00,0.1592920353982301,2018-03-02 15:00:00,TRANSITION,0.27212194476023405,117552935950.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-13,2018-03-13 09:30:00,2936.242662506178,0.0005683410037328057,-410366.73563911766,0.007051556421118495,0.23942323876665003,0.0,0.2182760618971964,2018-03-12,0.07630057803468193,-0.037128712871287606,0.8332663720369626,0.3692557950386336,2018-03-12 15:00:00,0.23033481242436465,2018-03-05 15:00:00,TRANSITION,0.2748488473581765,141019772521.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-14,2018-03-14 09:30:00,6756.3394364519045,0.0013232144773313052,-504215.3063708395,0.007069413440909335,0.2411139258541089,0.0020242214804090386,0.23942323876665003,2018-03-13,0.14043261231281234,-0.05229455709711828,0.9063881076737645,0.3052503052503053,2018-03-13 15:00:00,0.2601855586930214,2018-03-06 15:00:00,TRANSITION,0.1944586963390526,124524862727.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-15,2018-03-15 09:30:00,2953.378941762261,0.0005815633950797324,-588226.604900673,0.007078530700295035,0.24961802936978522,0.0045450633263078855,0.2411139258541089,2018-03-14,0.11658133123276837,-0.052315608919382695,0.905182804339092,0.3192354615697438,2018-03-14 15:00:00,0.3302456705598067,2018-03-07 15:00:00,TRANSITION,0.20349986105874857,105572468242.00002,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-16,2018-03-16 09:30:00,48.82895649317652,1.0476613975302714e-05,-572698.379109323,0.007076314088122372,0.23613220370354562,0.005827225013344317,0.24961802936978522,2018-03-15,0.08580466587584001,-0.06969996851243765,0.8753507014028056,0.2739448051948052,2018-03-15 15:00:00,0.6239935587761675,2018-03-08 15:00:00,TRANSITION,0.20277366381927708,101370411929.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-19,2018-03-19 09:30:00,-4131.031871568412,-0.0008159321506504458,-1622016.243616499,0.007063932423625595,0.24422688645257282,0.005515806463047834,0.23613220370354562,2018-03-16,0.12030905077262655,-0.06991150442477834,0.94873848618342,0.27342799188640976,2018-03-16 15:00:00,0.7672829581993569,2018-03-09 15:00:00,TRANSITION,0.16048484827893172,96945056997.00002,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-20,2018-03-20 09:30:00,-3108.312094946392,-0.0006088599561288551,-520716.6719504595,0.007049442961277684,0.2480443769544603,0.0037726740414323334,0.24422688645257282,2018-03-19,0.0955625279550284,-0.06221719457013586,0.9232613908872902,0.2916160388821385,2018-03-19 15:00:00,0.8332663720369626,2018-03-12 15:00:00,TRANSITION,0.14431465935103474,95364093129.00002,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-21,2018-03-21 09:30:00,2727.9654922233894,0.0005310526252872926,-510084.181280382,0.007063595904400528,0.24439464665994437,0.0017250231264981375,0.2480443769544603,2018-03-20,0.10299625468164741,-0.05179393562890405,0.9079631852741097,0.3233387358184765,2018-03-20 15:00:00,0.9063881076737645,2018-03-13 15:00:00,TRANSITION,0.14490677619351158,91422981763.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-22,2018-03-22 09:30:00,-1536.5871241763234,-0.0003014743773175467,-488150.11492151767,0.007057683464043796,0.24547485221281123,0.00372521242949142,0.24439464665994437,2018-03-21,0.09376369412795793,-0.06134600318580641,0.8908,0.28380566801619433,2018-03-21 15:00:00,0.905182804339092,2018-03-14 15:00:00,TRANSITION,0.15110273508786218,108171085805.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-23,2018-03-23 09:30:00,26238.519191339612,0.00513654507248364,-446152.71847296506,0.0071624471374730145,0.24431148845146392,0.0028906021369732304,0.24547485221281123,2018-03-22,0.07886097356858901,-0.047209172394854004,0.8394568690095847,0.3152789005658852,2018-03-22 15:00:00,0.8753507014028056,2018-03-15 15:00:00,TRANSITION,0.14194900825239068,95035967886.0,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-26,2018-03-26 09:30:00,-6658.512726915069,-0.0013538037803359371,-1132714.7236535177,0.007116079315470579,0.25738281446155875,0.017475120713648096,0.24431148845146392,2018-03-23,0.005864675230872418,-0.10090191657271641,0.5359138068635275,0.19717171717171716,2018-03-23 15:00:00,0.94873848618342,2018-03-16 15:00:00,TRANSITION,0.246359671155513,134073518470.00002,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-27,2018-03-27 09:30:00,-8894.089995437302,-0.0017823448188808017,-305842.63780656457,0.007063515986865018,0.25306355893168,0.011073064652149522,0.25738281446155875,2018-03-26,-0.0046118397731302885,-0.08639803780536348,0.4664804469273743,0.23201293451899757,2018-03-26 15:00:00,0.9232613908872902,2018-03-19 15:00:00,BEAR,0.24142626146546545,100812349874.0,MINORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
2018-03-28,2018-03-28 09:30:00,-162.00545569043607,-3.108616201243715e-05,-299007.61980094016,0.007058721862199213,0.24750370481804165,0.0037139404473990334,0.25306355893168,2018-03-27,0.018867924528301883,-0.050537136654588366,0.5904191616766467,0.33104284559417946,2018-03-27 15:00:00,0.9079631852741097,2018-03-20 15:00:00,TRANSITION,0.2574423445144112,125765171759.00002,MAJORITY_POSITIVE_20D,2018,DISCOVERY,OGR,independent,G25,FULL_BOOK_NORMALIZATION
