strategy,item,legacy_status,status,source,source_sha256,evidence,resolution
ATRDR,corporate_actions,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/shared_account/held_actions.py,285392c1369a690b0346a32a352724dfa061c08135e079856083a9aeca522d3d,Same held action engine and registered actual pay/release facts; extended official action registry. No inferred sellability,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
ATRDR,full_book_scaling,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/scaling.py,0b09b9a3347f36cf4289c8dc36d0a4c72842ea35d311615217fb6573481d0f09,Same Scaling class; native event triggers and causal independent Native HOME; no calendar rebalance or target changes,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,universe,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,EXACT_OGR_PARENT_FILTER_ONLY_PIT_B,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,eligibility,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen OGR-parent issuer classifier and 120-day information rule; bound official-source PIT-B coverage; strict historical revision archive incomplete,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,feature_source,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen OGR-parent issuer classifier and 120-day information rule; bound official-source PIT-B coverage; strict historical revision archive incomplete,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,market_state,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,industry_state,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,costs,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,"Stock fractional shares 20bp/side; ETF 100-share lot, 2bp commission + 8bp slippage, 50% per-order minute volume cap",SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,execution_timing,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,position_membership,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,cooldown,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,native_exit,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,corporate_actions,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/shared_account/held_actions.py,285392c1369a690b0346a32a352724dfa061c08135e079856083a9aeca522d3d,Same held action engine and registered actual pay/release facts; extended official action registry. No inferred sellability,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
IFCGR,full_book_scaling,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/scaling.py,0b09b9a3347f36cf4289c8dc36d0a4c72842ea35d311615217fb6573481d0f09,Same Scaling class; native event triggers and causal independent Native HOME; no calendar rebalance or target changes,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,universe,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,EXACT_PARENT_MAIN_CHINEXT_SAME_COMPLETED_CLOSE,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,eligibility,BUG,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/snapshot.py,c36640f61a13a84158edaec41de46d561b4850c10593e717dc9e43a14527ff83,Original industry_snapshot_id IS NOT NULL restored; original manifest/inventory files and PIT notice lag verified; no causal_industry fallback,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,feature_source,BUG,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/snapshot.py,c36640f61a13a84158edaec41de46d561b4850c10593e717dc9e43a14527ff83,"59,392 valid rows from 2026-08-14 had coarse taxonomy; restored original Eastmoney snapshot backward ASOF and rebuilt dependent features; original snapshot vintage carried after Aug 13",SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,market_state,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/stock_p0.py,2439763d3fcc7f1103dc2c7d8ba53c6e42e165d8cbd926541de383d0c8a1528c,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,industry_state,BUG,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/snapshot.py,c36640f61a13a84158edaec41de46d561b4850c10593e717dc9e43a14527ff83,"59,392 valid rows from 2026-08-14 had coarse taxonomy; restored original Eastmoney snapshot backward ASOF and rebuilt dependent features; original snapshot vintage carried after Aug 13",SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,costs,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,"Stock fractional shares 20bp/side; ETF 100-share lot, 2bp commission + 8bp slippage, 50% per-order minute volume cap",SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,execution_timing,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/stock_p0.py,2439763d3fcc7f1103dc2c7d8ba53c6e42e165d8cbd926541de383d0c8a1528c,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,position_membership,EXACT,AUTHORIZED_CONTINUOUS_STATE_CARRY,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/accounts.py,fd264ae1ee3e504e71fc90ea90400bbd091706aa63a8912e67771ed18940afb9,Continuous confirmation_tag retains its own historical cash/positions; segmented parent reloads independent native 2022 stock state. This was specified before outcomes in rollforward protocol state definitions,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,cooldown,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/stock_p0.py,2439763d3fcc7f1103dc2c7d8ba53c6e42e165d8cbd926541de383d0c8a1528c,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,native_exit,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/stock_p0.py,2439763d3fcc7f1103dc2c7d8ba53c6e42e165d8cbd926541de383d0c8a1528c,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,corporate_actions,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/shared_account/held_actions.py,285392c1369a690b0346a32a352724dfa061c08135e079856083a9aeca522d3d,Same held action engine and registered actual pay/release facts; extended official action registry. No inferred sellability,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
MCB,full_book_scaling,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/scaling.py,0b09b9a3347f36cf4289c8dc36d0a4c72842ea35d311615217fb6573481d0f09,Same Scaling class; native event triggers and causal independent Native HOME; no calendar rebalance or target changes,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,universe,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,EXACT_PARENT_MAIN_CHINEXT,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,eligibility,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,feature_source,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,market_state,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,industry_state,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,costs,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,"Stock fractional shares 20bp/side; ETF 100-share lot, 2bp commission + 8bp slippage, 50% per-order minute volume cap",SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,execution_timing,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,position_membership,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,cooldown,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,native_exit,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/gap_p0.py,9bd2d9d3637800d52591f9391c69ec063f5259b80751995084b31d70e762f2c1,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,corporate_actions,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/shared_account/held_actions.py,285392c1369a690b0346a32a352724dfa061c08135e079856083a9aeca522d3d,Same held action engine and registered actual pay/release facts; extended official action registry. No inferred sellability,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
OGR,full_book_scaling,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/scaling.py,0b09b9a3347f36cf4289c8dc36d0a4c72842ea35d311615217fb6573481d0f09,Same Scaling class; native event triggers and causal independent Native HOME; no calendar rebalance or target changes,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,universe,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,EXACT_FROZEN_152_ETF_AND_NATIVE_DAILY_ELIGIBILITY,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,eligibility,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/smv6_physical.py,1865d86c9df02c6827c81764a63a2f1e548fcf035b1b802f094b4f1c6719f996,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,feature_source,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/smv6_physical.py,1865d86c9df02c6827c81764a63a2f1e548fcf035b1b802f094b4f1c6719f996,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,market_state,EXACT,AUTHORIZED_CONTINUOUS_STATE_CARRY,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/boundary.py,b78c0f4eaa89090d4a035c4632a4f9cfe593fbc0907bef63133438f3870cb6a9,Same callback clocks/rules; init once. Full callback carry including prev_trade_date changes 2022 week-boundary decision; source-defined protocol difference,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,industry_state,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/smv6_physical.py,1865d86c9df02c6827c81764a63a2f1e548fcf035b1b802f094b4f1c6719f996,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,costs,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/contracts/capital_scaling_policy_v1.json,ff8ce68bfbb7ce7d86e4fd8de8b2c3ff9a0154a227a6ce6ca0a72ef36df36576,"Stock fractional shares 20bp/side; ETF 100-share lot, 2bp commission + 8bp slippage, 50% per-order minute volume cap",SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,execution_timing,EXACT,AUTHORIZED_CONTINUOUS_STATE_CARRY,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/boundary.py,b78c0f4eaa89090d4a035c4632a4f9cfe593fbc0907bef63133438f3870cb6a9,Same callback clocks/rules; init once. Full callback carry including prev_trade_date changes 2022 week-boundary decision; source-defined protocol difference,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,position_membership,EXACT,AUTHORIZED_CONTINUOUS_STATE_CARRY,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/boundary.py,b78c0f4eaa89090d4a035c4632a4f9cfe593fbc0907bef63133438f3870cb6a9,Same callback clocks/rules; init once. Full callback carry including prev_trade_date changes 2022 week-boundary decision; source-defined protocol difference,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,cooldown,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/smv6_physical.py,1865d86c9df02c6827c81764a63a2f1e548fcf035b1b802f094b4f1c6719f996,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,native_exit,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/smv6_physical.py,1865d86c9df02c6827c81764a63a2f1e548fcf035b1b802f094b4f1c6719f996,Same frozen producer and physical adapter; temporal extension only,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,corporate_actions,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/shared_capital_v1/shared_account/held_actions.py,285392c1369a690b0346a32a352724dfa061c08135e079856083a9aeca522d3d,Same held action engine and registered actual pay/release facts; extended official action registry. No inferred sellability,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
SMV6,full_book_scaling,EXACT,EXACT,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/capital_scaling_v1/scaling.py,0b09b9a3347f36cf4289c8dc36d0a4c72842ea35d311615217fb6573481d0f09,Same Scaling class; native event triggers and causal independent Native HOME; no calendar rebalance or target changes,SOURCE_IDENTICAL_OR_EXPLICIT_PROTOCOL_CARRY
