section,split,state_or_metric,metric_kind,wave_n,wave_available,wave_value,control_n,control_available,control_value,wave_minus_control,matched_enrichment,labelled_symbol_days,labelled_positive_days,subsequent_wave_rate,eligible_base_rate,subsequent_wave_lift,seller_model_configuration,pit_candidate_usable,retrospective_only,note
AMBIGUITY_CHARACTERIZATION,discovery,model_spread_cost_p90,mean,643,643,0.5518022570198083,643,640,0.5384244821266336,0.01337777489317471,1.0248461489721568,,,,0.2310532253102246,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model geometry spread.
AMBIGUITY_CHARACTERIZATION,discovery,model_spread_dominant_peak_today,mean,643,643,0.13637640805861465,643,640,0.13959118961096584,-0.0032147815523511925,0.976970025391211,,,,0.2310532253102246,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model disagreement.
TEMPORAL_STATE,validation,VALID_CANONICAL_BASE,prevalence_and_subsequent_wave_rate,541,541,0.2902033271719039,541,541,0.3900184842883549,-0.099815157116451,0.7440758293838863,11821,4137,0.34997039167583116,0.3607028512365442,0.9702457035648026,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,validation,ENSEMBLE_AMBIGUOUS,prevalence_and_subsequent_wave_rate,541,541,0.5212569316081331,541,541,0.41589648798521256,0.10536044362292057,1.2533333333333334,17621,6471,0.3672322796663072,0.3607028512365442,1.0181019595697098,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,validation,NO_CANONICAL_BASE,prevalence_and_subsequent_wave_rate,541,541,0.0,541,541,0.0,0.0,,0,0,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,validation,SPLIT,prevalence_and_subsequent_wave_rate,541,541,0.07393715341959335,541,541,0.06284658040665435,0.011090573012939003,1.1764705882352942,3883,1468,0.3780582024208087,0.3607028512365442,1.0481153701024755,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,validation,MERGE,prevalence_and_subsequent_wave_rate,541,541,0.014787430683918669,541,541,0.031423290203327174,-0.016635859519408505,0.4705882352941176,1592,512,0.32160804020100503,0.3607028512365442,0.8916149098863061,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,validation,LOST/TRANSITION,prevalence_and_subsequent_wave_rate,541,541,0.09981515711645102,541,541,0.09981515711645102,0.0,1.0,4750,1720,0.36210526315789476,0.3607028512365442,1.0038879978812,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
AMBIGUITY_CHARACTERIZATION,validation,ensemble_ambiguity,prevalence,541,541,0.66728280961183,541,541,0.5341959334565619,0.13308687615526804,1.2491349480968859,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Exact frozen ENSEMBLE_PEAK_AMBIGUOUS state; disruptive-state precedence is reported separately in TEMPORAL_STATE rows.
AMBIGUITY_CHARACTERIZATION,validation,ambiguity_rate_20,mean,541,541,0.6442698706099815,541,541,0.5604436229205175,0.083826247689464,1.149571240105541,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Trailing-only PIT persistence.
AMBIGUITY_CHARACTERIZATION,validation,ambiguity_episode_age,mean,541,361,37.34349030470914,541,289,39.07266435986159,-1.7291740551524484,0.9557446597645185,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Consecutive ambiguity observed through T; null outside ambiguity.
AMBIGUITY_CHARACTERIZATION,validation,ambiguity_onset,prevalence,541,541,0.04436229205175601,541,541,0.033271719038817,0.011090573012939003,1.3333333333333335,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Onset at T uses T and T-1 only.
AMBIGUITY_CHARACTERIZATION,validation,ambiguity_full_episode_duration,mean,541,361,73.14404432132964,541,289,78.08650519031141,-4.942460868981769,0.9367053134605516,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Retrospective characterization; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,validation,sessions_to_ambiguity_resolution,mean,541,328,28.390243902439025,541,264,32.45075757575758,-4.060513673318553,0.8748715291518504,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Future resolution outcome; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,validation,ambiguity_resolution_within_5,prevalence,541,361,0.20221606648199447,541,289,0.1972318339100346,0.0049842325719598735,1.0252709335666035,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Future resolution outcome; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,validation,ambiguity_resolution_within_20,prevalence,541,361,0.4792243767313019,541,289,0.41522491349480967,0.06399946323649225,1.1541320406278854,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Future resolution outcome; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,validation,model_spread_cost_p50,mean,541,541,0.3806908177814396,541,536,0.4911709208295946,-0.11048010304815503,0.7750679073965686,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model geometry spread.
AMBIGUITY_CHARACTERIZATION,validation,model_spread_cost_p90,mean,541,541,0.6177023960091413,541,536,0.4433652691052809,0.17433712690386044,1.3932133142852527,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model geometry spread.
AMBIGUITY_CHARACTERIZATION,validation,model_spread_dominant_peak_today,mean,541,541,0.2372693825847374,541,536,0.19955540553941045,0.037713977045326946,1.1889900047727786,,,,0.3607028512365442,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model disagreement.
TEMPORAL_STATE,holdout,VALID_CANONICAL_BASE,prevalence_and_subsequent_wave_rate,415,415,0.28433734939759037,415,415,0.3132530120481928,-0.028915662650602414,0.9076923076923077,12198,1755,0.1438760452533202,0.17670140392896272,0.8142326096693667,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,holdout,ENSEMBLE_AMBIGUOUS,prevalence_and_subsequent_wave_rate,415,415,0.5397590361445783,415,415,0.5228915662650603,0.016867469879518038,1.032258064516129,19328,3541,0.1832057119205298,0.17670140392896272,1.036809599963235,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,holdout,NO_CANONICAL_BASE,prevalence_and_subsequent_wave_rate,415,415,0.0,415,415,0.0,0.0,,0,0,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,holdout,SPLIT,prevalence_and_subsequent_wave_rate,415,415,0.05783132530120482,415,415,0.03855421686746988,0.019277108433734938,1.5,2583,573,0.2218350754936121,0.17670140392896272,1.2554233897473388,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,holdout,MERGE,prevalence_and_subsequent_wave_rate,415,415,0.012048192771084338,415,415,0.024096385542168676,-0.012048192771084338,0.5,1068,217,0.20318352059925093,0.17670140392896272,1.1498693054014133,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
TEMPORAL_STATE,holdout,LOST/TRANSITION,prevalence_and_subsequent_wave_rate,415,415,0.10602409638554217,415,415,0.10120481927710843,0.004819277108433731,1.0476190476190477,4070,849,0.2085995085995086,0.17670140392896272,1.1805198145645153,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,State is explicit; ENSEMBLE_AMBIGUOUS never supplies a canonical_base value.
AMBIGUITY_CHARACTERIZATION,holdout,ensemble_ambiguity,prevalence,415,415,0.6626506024096386,415,415,0.6265060240963856,0.03614457831325302,1.0576923076923077,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Exact frozen ENSEMBLE_PEAK_AMBIGUOUS state; disruptive-state precedence is reported separately in TEMPORAL_STATE rows.
AMBIGUITY_CHARACTERIZATION,holdout,ambiguity_rate_20,mean,415,415,0.6832530120481928,415,415,0.6198795180722891,0.06337349397590364,1.1022351797862002,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Trailing-only PIT persistence.
AMBIGUITY_CHARACTERIZATION,holdout,ambiguity_episode_age,mean,415,275,44.82181818181818,415,260,41.8,3.0218181818181833,1.072292301000435,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Consecutive ambiguity observed through T; null outside ambiguity.
AMBIGUITY_CHARACTERIZATION,holdout,ambiguity_onset,prevalence,415,415,0.03855421686746988,415,415,0.043373493975903614,-0.004819277108433731,0.888888888888889,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Onset at T uses T and T-1 only.
AMBIGUITY_CHARACTERIZATION,holdout,ambiguity_full_episode_duration,mean,415,275,63.56,415,260,63.746153846153845,-0.186153846153843,0.9970797634849765,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Retrospective characterization; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,holdout,sessions_to_ambiguity_resolution,mean,415,153,16.686274509803923,415,125,15.688,0.9982745098039221,1.0636330003699592,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Future resolution outcome; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,holdout,ambiguity_resolution_within_5,prevalence,415,275,0.15636363636363637,415,260,0.16538461538461538,-0.009020979020979009,0.9454545454545455,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Future resolution outcome; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,holdout,ambiguity_resolution_within_20,prevalence,415,275,0.3709090909090909,415,260,0.3423076923076923,0.028601398601398598,1.0835546475995914,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,True,Future resolution outcome; forbidden as candidate input.
AMBIGUITY_CHARACTERIZATION,holdout,model_spread_cost_p50,mean,415,415,1.0195573283430721,415,414,0.45212818660429416,0.567429141738778,2.2550182858548387,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model geometry spread.
AMBIGUITY_CHARACTERIZATION,holdout,model_spread_cost_p90,mean,415,415,0.6639030837093978,415,414,0.5009291463979396,0.16297393731145815,1.325343291528082,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model geometry spread.
AMBIGUITY_CHARACTERIZATION,holdout,model_spread_dominant_peak_today,mean,415,415,0.5683041484425366,415,414,0.44037476727922215,0.12792938116331448,1.290501160985457,,,,0.17670140392896272,,UNIFORM|DISPOSITION|ACTIVE_STICKY,True,False,Frozen aggregate seller-model disagreement.
SELLER_MODEL_GEOMETRY_AVAILABILITY,total,independent_per_model_peak_and_band_geometry,availability,1599,0,,1599,0,,,,0,0,,,,UNIFORM|DISPOSITION|ACTIVE_STICKY,False,False,"The frozen daily fact exposes aggregate model spreads but not three independent peak/band geometries. Rebuilding chip artifacts is prohibited, so this is fail-closed/unidentifiable."
