id,holding_state,receivable_tax_timing_residual,exact_total_daily_pnl,allocated_lot_pnl
A_D09_C_MAX_E10,UNKNOWN,0.0,0.0,0.0
A_D09_C_MAX_E10,LOW_NONIMPROVING,-952.6699999993032,180647.46915940067,181600.13915940007
A_D09_C_MAX_E10,LOW_IMPROVING,813.2699999996963,-442873.5384359004,-443686.80843590014
A_D09_C_MAX_E10,HIGH_IMPROVING,322.5791279990776,105075.68049709906,104753.10136909992
A_D09_C_MAX_E10,HIGH_NONIMPROVING,-183.17912799926876,-513345.9304262995,-513162.7512983002
A_D09_C_10_E10,UNKNOWN,0.0,0.0,0.0
A_D09_C_10_E10,LOW_NONIMPROVING,-583.5999999997803,195551.9602151001,196135.56021509983
A_D09_C_10_E10,LOW_IMPROVING,583.5999999988617,-517426.4451430008,-518010.04514299973
A_D09_C_10_E10,HIGH_IMPROVING,-198.4174400001266,32552.58058579953,32750.99802579968
A_D09_C_10_E10,HIGH_NONIMPROVING,198.41744000089966,-146338.44757739897,-146536.86501739983
A_H01_C_MAX_E10,UNKNOWN,0.0,0.0,0.0
A_H01_C_MAX_E10,LOW_NONIMPROVING,2237.600000000129,13830.433955500252,11592.833955499926
A_H01_C_MAX_E10,LOW_IMPROVING,-205.5999999997348,76377.15282740013,76582.75282739979
A_H01_C_MAX_E10,HIGH_IMPROVING,284.80000000181303,-234466.05841919838,-234750.85841920014
A_H01_C_MAX_E10,HIGH_NONIMPROVING,-2316.8000000015277,-411156.10107550235,-408839.301075501
A_H01_C_10_E10,UNKNOWN,0.0,0.0,0.0
A_H01_C_10_E10,LOW_NONIMPROVING,-124.19999999938591,298640.55971230066,298764.75971230003
A_H01_C_10_E10,LOW_IMPROVING,117.19999999995343,-80518.64392560022,-80635.84392560017
A_H01_C_10_E10,HIGH_IMPROVING,1250.1999999996624,-6418.919988200301,-7669.119988199935
A_H01_C_10_E10,HIGH_NONIMPROVING,-1243.1999999994978,-32712.746344599756,-31469.54634460027
A_H02_C_MAX_E10,UNKNOWN,0.0,0.0,0.0
A_H02_C_MAX_E10,LOW_NONIMPROVING,234.8200000008419,-145485.9605197995,-145720.78051980038
A_H02_C_MAX_E10,LOW_IMPROVING,-516.8200000019147,211972.8191532985,212489.63915330044
A_H02_C_MAX_E10,HIGH_IMPROVING,260.70000000007667,184755.51960499992,184494.81960499985
A_H02_C_MAX_E10,HIGH_NONIMPROVING,21.300000001567696,195714.81185780116,195693.51185779963
A_H02_C_10_E10,UNKNOWN,0.0,0.0,0.0
A_H02_C_10_E10,LOW_NONIMPROVING,486.03000000255633,-117965.79432429769,-118451.82432430031
A_H02_C_10_E10,LOW_IMPROVING,-708.0300000013367,116047.48637879873,116755.51637880006
A_H02_C_10_E10,HIGH_IMPROVING,-71.94000000104052,102308.54919669905,102380.48919670007
A_H02_C_10_E10,HIGH_NONIMPROVING,293.940000000046,240281.80585190014,239987.86585190007
C_H02_C_MAX_G_DOWN,UNKNOWN,0.0,0.0,0.0
C_H02_C_MAX_G_DOWN,LOW_NONIMPROVING,480.2999999984013,-208871.93387130182,-209352.23387130024
C_H02_C_MAX_G_DOWN,LOW_IMPROVING,-480.29999999961274,133591.74304510036,134072.04304509997
C_H02_C_MAX_G_DOWN,HIGH_IMPROVING,-8.640199666842818e-10,-72797.23879840085,-72797.23879840004
C_H02_C_MAX_G_DOWN,HIGH_NONIMPROVING,2.2337189875543118e-09,321508.35970470204,321508.35970469983
C_H02_C_MAX_G_RAMP,UNKNOWN,0.0,0.0,0.0
C_H02_C_MAX_G_RAMP,LOW_NONIMPROVING,151.99999999964348,-329510.81217730034,-329662.8121773
C_H02_C_MAX_G_RAMP,LOW_IMPROVING,-80.49999999964757,16038.932908100542,16119.432908100189
C_H02_C_MAX_G_RAMP,HIGH_IMPROVING,-353.8000000006796,81407.16138119937,81760.96138120009
C_H02_C_MAX_G_RAMP,HIGH_NONIMPROVING,282.30000000069344,79611.76983340061,79329.46983339993
C_H02_C_10_G_DOWN,UNKNOWN,0.0,0.0,0.0
C_H02_C_10_G_DOWN,LOW_NONIMPROVING,1055.2000000003827,-19816.797914700117,-20871.997914700507
C_H02_C_10_G_DOWN,LOW_IMPROVING,-475.2000000001526,37379.45280299999,37854.65280300015
C_H02_C_10_G_DOWN,HIGH_IMPROVING,-255.59999999903812,-134405.51050759957,-134149.91050760052
C_H02_C_10_G_DOWN,HIGH_NONIMPROVING,-324.4000000006199,179884.77273909957,180209.17273910018
C_H02_C_10_G_RAMP,UNKNOWN,0.0,0.0,0.0
C_H02_C_10_G_RAMP,LOW_NONIMPROVING,-313.9999999993288,-203563.44499529933,-203249.44499530003
C_H02_C_10_G_RAMP,LOW_IMPROVING,-28.000000000400178,17669.311769199558,17697.311769199965
C_H02_C_10_G_RAMP,HIGH_IMPROVING,38.62000000109083,-7646.867521699169,-7685.48752170027
C_H02_C_10_G_RAMP,HIGH_NONIMPROVING,303.37999999926524,82200.73222049931,81897.35222050003
B_H02_C_MAX_COST2,UNKNOWN,0.0,0.0,0.0
B_H02_C_MAX_COST2,LOW_NONIMPROVING,1754.0000000001492,-249022.8639049005,-250776.86390490073
B_H02_C_MAX_COST2,LOW_IMPROVING,-630.0000000006664,130854.70105229993,131484.70105230063
B_H02_C_MAX_COST2,HIGH_IMPROVING,250.44000000046344,145456.14103340008,145205.70103339967
B_H02_C_MAX_COST2,HIGH_NONIMPROVING,-1374.4399999998113,98491.91758440051,99866.35758440028
B_H02_C_MAX_DELAY1,UNKNOWN,0.0,0.0,0.0
B_H02_C_MAX_DELAY1,LOW_NONIMPROVING,2127.99999999953,36655.947899098974,34527.94789909944
B_H02_C_MAX_DELAY1,LOW_IMPROVING,-463.99999999916236,77412.56626690051,77876.56626689964
B_H02_C_MAX_DELAY1,HIGH_IMPROVING,446.5999999991177,21729.361186598777,21282.761186599673
B_H02_C_MAX_DELAY1,HIGH_NONIMPROVING,-2110.5999999992855,71635.88749540085,73746.48749540016
B_H02_C_10_COST2,UNKNOWN,0.0,0.0,0.0
B_H02_C_10_COST2,LOW_NONIMPROVING,714.5000000004475,-107198.50144320016,-107913.00144320063
B_H02_C_10_COST2,LOW_IMPROVING,-936.500000000226,80623.55252500006,81560.05252500027
B_H02_C_10_COST2,HIGH_IMPROVING,-67.68000000026768,76038.2886865997,76105.96868659998
B_H02_C_10_COST2,HIGH_NONIMPROVING,289.6799999998839,113132.25767750002,112842.57767750014
B_H02_C_10_DELAY1,UNKNOWN,0.0,0.0,0.0
B_H02_C_10_DELAY1,LOW_NONIMPROVING,883.0000000011714,-158619.23163239902,-159502.2316324002
B_H02_C_10_DELAY1,LOW_IMPROVING,-589.0000000013715,181622.45583889866,182211.45583890003
B_H02_C_10_DELAY1,HIGH_IMPROVING,638.5999999988098,110861.71102769859,110223.11102769975
B_H02_C_10_DELAY1,HIGH_NONIMPROVING,-932.5999999991545,-101731.34145219915,-100798.74145219997
B_D08_C_MAX_COST2,UNKNOWN,0.0,0.0,0.0
B_D08_C_MAX_COST2,LOW_NONIMPROVING,53.99999999997749,-76340.1669324002,-76394.16693240019
B_D08_C_MAX_COST2,LOW_IMPROVING,-81.00000000009618,-203548.2695723999,-203467.26957239985
B_D08_C_MAX_COST2,HIGH_IMPROVING,75.8800000002334,-199787.84431339952,-199863.72431339975
B_D08_C_MAX_COST2,HIGH_NONIMPROVING,-48.88000000046782,15065.301197999506,15114.181197999918
B_D08_C_MAX_DELAY1,UNKNOWN,0.0,0.0,0.0
B_D08_C_MAX_DELAY1,LOW_NONIMPROVING,-651.3999999998225,-176469.1642337999,-175817.7642338001
B_D08_C_MAX_DELAY1,LOW_IMPROVING,581.0000000001403,-183475.8793716,-184056.87937160017
B_D08_C_MAX_DELAY1,HIGH_IMPROVING,570.599999999488,-224706.82255270064,-225277.42255270015
B_D08_C_MAX_DELAY1,HIGH_NONIMPROVING,-500.2000000000071,253497.26952019974,253997.46952019972
B_D08_C_10_COST2,UNKNOWN,0.0,0.0,0.0
B_D08_C_10_COST2,LOW_NONIMPROVING,-1082.0000000003097,-27556.385810000473,-26474.385810000167
B_D08_C_10_COST2,LOW_IMPROVING,1015.0000000001746,-78340.1730895997,-79355.17308959988
B_D08_C_10_COST2,HIGH_IMPROVING,129.99999999933516,-76631.41817360045,-76761.41817359978
B_D08_C_10_COST2,HIGH_NONIMPROVING,-62.99999999981901,243580.39159860008,243643.39159859993
B_D08_C_10_DELAY1,UNKNOWN,0.0,0.0,0.0
B_D08_C_10_DELAY1,LOW_NONIMPROVING,-574.5999999999258,69872.80626989994,70447.40626989988
B_D08_C_10_DELAY1,LOW_IMPROVING,460.9999999992797,-53353.614341500564,-53814.61434149984
B_D08_C_10_DELAY1,HIGH_IMPROVING,-165.00000000137516,63200.51181689871,63365.51181690006
B_D08_C_10_DELAY1,HIGH_NONIMPROVING,278.6000000005006,336662.65584940044,336384.05584939994
B_H01_C_MAX_COST2,UNKNOWN,0.0,0.0,0.0
B_H01_C_MAX_COST2,LOW_NONIMPROVING,2098.20000000079,63027.20836190082,60929.00836189999
B_H01_C_MAX_COST2,LOW_IMPROVING,-199.20000000022128,64991.06158679933,65190.26158679962
B_H01_C_MAX_COST2,HIGH_IMPROVING,277.7999999997105,-264595.9470643997,-264873.7470643995
B_H01_C_MAX_COST2,HIGH_NONIMPROVING,-2176.80000000005,-428418.8137464005,-426242.01374640054
B_H01_C_MAX_DELAY1,UNKNOWN,0.0,0.0,0.0
B_H01_C_MAX_DELAY1,LOW_NONIMPROVING,1194.2999999995995,370299.15071519953,369104.8507152
B_H01_C_MAX_DELAY1,LOW_IMPROVING,-2239.7999999993935,-192298.26948659949,-190058.4694866001
B_H01_C_MAX_DELAY1,HIGH_IMPROVING,1707.7000000002586,-99924.98792359978,-101632.68792360002
B_H01_C_MAX_DELAY1,HIGH_NONIMPROVING,-662.1999999996929,-233281.53920659982,-232619.33920660015
B_H01_C_10_COST2,UNKNOWN,0.0,0.0,0.0
B_H01_C_10_COST2,LOW_NONIMPROVING,-144.19999999934225,296735.4706509011,296879.6706509004
B_H01_C_10_COST2,LOW_IMPROVING,124.1999999989348,-60391.56399940094,-60515.763999399875
B_H01_C_10_COST2,HIGH_IMPROVING,1236.5999999999913,-21483.373702399782,-22719.97370239976
B_H01_C_10_COST2,HIGH_NONIMPROVING,-1216.6000000000886,-48037.55788250046,-46820.95788250037
B_H01_C_10_DELAY1,UNKNOWN,0.0,0.0,0.0
B_H01_C_10_DELAY1,LOW_NONIMPROVING,693.6079999994272,448329.60388679965,447635.99588680017
B_H01_C_10_DELAY1,LOW_IMPROVING,-1703.6080000005022,-97350.49278830062,-95646.88478830011
B_H01_C_10_DELAY1,HIGH_IMPROVING,1715.5999999990236,63526.480670098914,61810.88067009988
B_H01_C_10_DELAY1,HIGH_NONIMPROVING,-705.599999998977,-80750.21494829911,-80044.61494830012
B_D06_C_MAX_COST2,UNKNOWN,0.0,0.0,0.0
B_D06_C_MAX_COST2,LOW_NONIMPROVING,143.00000000032833,-404223.8926531995,-404366.8926531998
B_D06_C_MAX_COST2,LOW_IMPROVING,-276.99988799998596,-149357.30822059984,-149080.3083325999
B_D06_C_MAX_COST2,HIGH_IMPROVING,146.99988799917082,95562.85320269899,95415.85331469982
B_D06_C_MAX_COST2,HIGH_NONIMPROVING,-12.999999999105512,-75378.57278719894,-75365.5727871998
B_D06_C_MAX_DELAY1,UNKNOWN,0.0,0.0,0.0
B_D06_C_MAX_DELAY1,LOW_NONIMPROVING,-58.21094399951426,-424094.96813779965,-424036.75719380006
B_D06_C_MAX_DELAY1,LOW_IMPROVING,-212.79966400044577,-124015.31926650048,-123802.51960250003
B_D06_C_MAX_DELAY1,HIGH_IMPROVING,-283.6000000003687,-19502.441377700423,-19218.841377700097
B_D06_C_MAX_DELAY1,HIGH_NONIMPROVING,554.6106080003347,30012.221076200483,29457.61046820016
B_D06_C_10_COST2,UNKNOWN,0.0,0.0,0.0
B_D06_C_10_COST2,LOW_NONIMPROVING,570.5999999988308,-353218.1274780011,-353788.727478
B_D06_C_10_COST2,LOW_IMPROVING,-802.3996359996397,-146877.5520715997,-146075.15243560006
B_D06_C_10_COST2,HIGH_IMPROVING,-210.56036399936875,35526.60924760031,35737.16961159967
B_D06_C_10_COST2,HIGH_NONIMPROVING,442.3599999997082,-95109.99086390011,-95552.3508638998
B_D06_C_10_DELAY1,UNKNOWN,0.0,0.0,0.0
B_D06_C_10_DELAY1,LOW_NONIMPROVING,-135.81094400006396,-359313.0843430002,-359177.2733990002
B_D06_C_10_DELAY1,LOW_IMPROVING,-195.19952399987778,-91261.4782628998,-91066.27873889991
B_D06_C_10_DELAY1,HIGH_IMPROVING,-355.79999999983556,13149.480638299952,13505.280638299788
B_D06_C_10_DELAY1,HIGH_NONIMPROVING,686.8104679993739,4032.4677474997006,3345.657279500345
A_H02_C_MAX_EST,UNKNOWN,0.0,0.0,0.0
A_H02_C_MAX_EST,LOW_NONIMPROVING,-645.7719999989597,-607558.4150060994,-606912.6430061004
A_H02_C_MAX_EST,LOW_IMPROVING,1915.1719999990169,63084.94231059903,61169.77031060004
A_H02_C_MAX_EST,HIGH_IMPROVING,-708.6000000004922,-151773.87334940105,-151065.27334940055
A_H02_C_MAX_EST,HIGH_NONIMPROVING,-560.7999999999773,134310.88973480026,134871.68973480025
A_H02_C_10_EST,UNKNOWN,0.0,0.0,0.0
A_H02_C_10_EST,LOW_NONIMPROVING,-480.3600000005463,-526513.050401201,-526032.6904012003
A_H02_C_10_EST,LOW_IMPROVING,1760.580000000261,-267.90631369967014,-2028.4863136999484
A_H02_C_10_EST,HIGH_IMPROVING,-722.3400000001966,-157721.77699670056,-156999.43699670042
A_H02_C_10_EST,HIGH_NONIMPROVING,-557.8799999991534,82979.86887250084,83537.7488725
A_D08_C_MAX_EST,UNKNOWN,0.0,0.0,0.0
A_D08_C_MAX_EST,LOW_NONIMPROVING,-1391.6809599996627,50208.679275200295,51600.36023519994
A_D08_C_MAX_EST,LOW_IMPROVING,866.7999999997251,-268544.1989077007,-269410.9989077005
A_D08_C_MAX_EST,HIGH_IMPROVING,619.2009599993512,-371548.5417550005,-372167.7427149999
A_D08_C_MAX_EST,HIGH_NONIMPROVING,-94.31999999941604,89510.01615840057,89604.33615839998
A_D08_C_10_EST,UNKNOWN,0.0,0.0,0.0
A_D08_C_10_EST,LOW_NONIMPROVING,-1361.161920000587,-12365.539014800568,-11004.37709479998
A_D08_C_10_EST,LOW_IMPROVING,911.4999999998254,-105131.86264350021,-106043.36264350003
A_D08_C_10_EST,HIGH_IMPROVING,100.80191999930685,-112177.51430320076,-112278.31622320008
A_D08_C_10_EST,HIGH_NONIMPROVING,348.85999999969226,165789.63250359974,165440.77250360008
A_H01_C_MAX_EST,UNKNOWN,0.0,0.0,0.0
A_H01_C_MAX_EST,LOW_NONIMPROVING,1005.3999999999073,509750.55598580046,508745.1559858005
A_H01_C_MAX_EST,LOW_IMPROVING,-339.4000000002643,-265842.63218220056,-265503.2321822002
A_H01_C_MAX_EST,HIGH_IMPROVING,-841.5999999995634,-776403.2532359998,-775561.6532360003
A_H01_C_MAX_EST,HIGH_NONIMPROVING,175.59999999927595,-253615.89346000185,-253791.49346000107
A_H01_C_10_EST,UNKNOWN,0.0,0.0,0.0
A_H01_C_10_EST,LOW_NONIMPROVING,1727.5999999992491,329412.31882739917,327684.7188273999
A_H01_C_10_EST,LOW_IMPROVING,-1642.5999999996784,-48229.20359899977,-46586.6035990001
A_H01_C_10_EST,HIGH_IMPROVING,70.00000000098953,-166010.34469559893,-166080.34469559992
A_H01_C_10_EST,HIGH_NONIMPROVING,-155.00000000152647,-112150.8488524016,-111995.8488524001
A_D06_C_MAX_EST,UNKNOWN,0.0,0.0,0.0
A_D06_C_MAX_EST,LOW_NONIMPROVING,184.81999999899585,-371010.29633500124,-371195.11633500026
A_D06_C_MAX_EST,LOW_IMPROVING,-138.41969199926325,-205842.85508979944,-205704.4353978002
A_D06_C_MAX_EST,HIGH_IMPROVING,-260.6803079996462,136841.15331440046,137101.83362240007
A_D06_C_MAX_EST,HIGH_NONIMPROVING,214.2800000000534,-185857.09298589994,-186071.37298590003
A_D06_C_10_EST,UNKNOWN,0.0,0.0,0.0
A_D06_C_10_EST,LOW_NONIMPROVING,408.55200000038167,-461489.0244542999,-461897.5764543003
A_D06_C_10_EST,LOW_IMPROVING,-371.5515799999903,-177365.3314664999,-176993.7798864999
A_D06_C_10_EST,HIGH_IMPROVING,-247.82042000006368,172568.92498009984,172816.7454000999
A_D06_C_10_EST,HIGH_NONIMPROVING,210.8199999998833,-160213.76122580032,-160424.5812258002
E_P2_PHASE_C_MAX_E10,UNKNOWN,0.0,0.0,0.0
E_P2_PHASE_C_MAX_E10,LOW_NONIMPROVING,-487.1009599997187,-275428.34374840005,-274941.2427884003
E_P2_PHASE_C_MAX_E10,LOW_IMPROVING,-1197.7000000003602,-108339.56140870036,-107141.86140870003
E_P2_PHASE_C_MAX_E10,HIGH_IMPROVING,-270.399999999343,15496.554826200532,15766.954826199857
E_P2_PHASE_C_MAX_E10,HIGH_NONIMPROVING,1955.2009599989442,-191819.95605720108,-193775.15701720002
E_P2_PHASE_C_10_E10,UNKNOWN,0.0,0.0,0.0
E_P2_PHASE_C_10_E10,LOW_NONIMPROVING,-204.40095999949062,-272981.0829593998,-272776.68199940026
E_P2_PHASE_C_10_E10,LOW_IMPROVING,-1230.4000000006395,-40045.78665330069,-38815.386653300055
E_P2_PHASE_C_10_E10,HIGH_IMPROVING,-251.39999999993233,-14304.491756900155,-14053.091756900234
E_P2_PHASE_C_10_E10,HIGH_NONIMPROVING,1686.2009600003962,-204395.48531569965,-206081.68627570005
FIXED_25_D08_C_10,UNKNOWN,0.0,0.0,0.0
FIXED_25_D08_C_10,LOW_NONIMPROVING,-59.3999999999528,7624.157619400066,7683.55761940001
FIXED_25_D08_C_10,LOW_IMPROVING,-11.000000000361752,-50564.568076400436,-50553.568076400064
FIXED_25_D08_C_10,HIGH_IMPROVING,112.9999999995614,-58596.346403700416,-58709.34640369998
FIXED_25_D08_C_10,HIGH_NONIMPROVING,-42.599999999224224,54043.66538050072,54086.265380499935
FIXED_25_D08_C_MAX,UNKNOWN,0.0,0.0,0.0
FIXED_25_D08_C_MAX,LOW_NONIMPROVING,91.1999999998477,-2800.775672000018,-2891.9756719998695
FIXED_25_D08_C_MAX,LOW_IMPROVING,18.999999999985107,-66737.36497790006,-66756.36497790006
FIXED_25_D08_C_MAX,HIGH_IMPROVING,-80.36000000057368,-34657.51532440062,-34577.15532440004
FIXED_25_D08_C_MAX,HIGH_NONIMPROVING,-29.83999999963612,5263.713872000226,5293.553871999855
FIXED_50_D08_C_10,UNKNOWN,0.0,0.0,0.0
FIXED_50_D08_C_10,LOW_NONIMPROVING,-214.60000000018954,38523.61042699986,38738.21042700005
FIXED_50_D08_C_10,LOW_IMPROVING,-19.00000000035925,-71494.13776610047,-71475.13776610012
FIXED_50_D08_C_10,HIGH_IMPROVING,284.00000000079285,-139299.81980529916,-139583.81980529998
