baseline_block,entry_execution_date,entry_year,entry_cohort_size,completed_entries,false_breakout_rate,mean_oriented_order,cohort_realized_pnl,industry_concentration,mean_breadth_composite,mean_entry_rs_score,mean_index_return_20d,mean_index_realized_vol20,mean_entry_beta60,mean_entry_log_amount20
DEVELOPMENT_2024_2025,2024-12-23,2024,4,4,0.75,0.25,-15934.66200000004,0.25,0.44298245614035081,0.57482578397212536,0.043471580445012002,0.2269921163194582,0.88590341401302375,18.843581870217811
DEVELOPMENT_2024_2025,2025-01-24,2025,1,1,0,-0.86111111111111105,20133.073999999982,1,0.37442922374429222,0.66443381180223282,-0.042668771018732503,0.31334798368846761,0.56121372957161808,18.693291503420472
DEVELOPMENT_2024_2025,2025-02-07,2025,1,1,0,-0.78125,23151.574000000015,1,0.73515981735159808,0.72433774834437092,0.014845148720687699,0.32901290647068132,0.96295797890380064,19.172964027909977
DEVELOPMENT_2024_2025,2025-02-10,2025,1,1,1,0.25,-15913.813999999978,1,0.87671232876712324,0.72252836304700152,0.065923280935905798,0.31439371090958351,0.96915252709749156,19.487910450960452
DEVELOPMENT_2024_2025,2025-02-12,2025,3,3,1,0.57185894027999262,-36167.25799999998,0.33333333333333331,0.9634703196347032,0.55948637316561844,0.1146721865794109,0.285372445822341,0.77015401903695979,19.695701598556152
DEVELOPMENT_2024_2025,2025-02-13,2025,2,2,0,-0.8035714285714286,84371.960999999952,0.5,0.95205479452054798,0.56899224806201543,0.1125903445650506,0.28431778498255722,0.87355623725835119,19.048685817815972
DEVELOPMENT_2024_2025,2025-02-18,2025,2,2,0,0.019999999999999796,-2872.7119999999177,0.5,0.94748858447488582,0.51098096632503653,0.1581620526309872,0.26488145382117517,1.035225816127445,18.493019197370131
DEVELOPMENT_2024_2025,2025-02-28,2025,1,1,0,-0.058823529411764601,4567.6489999999912,1,0.89954337899543357,0.53930412371134007,0.1180103265959036,0.24883762012347699,0.83822095857163303,20.077534166639616
DEVELOPMENT_2024_2025,2025-03-04,2025,1,1,1,0.20000000000000001,-3024.0219999999972,1,0.39726027397260272,0.60806045340050374,0.062800902064400393,0.29859595153871932,0.7174635382458352,21.261564134155904
DEVELOPMENT_2024_2025,2025-03-17,2025,1,1,1,0.83333333333333315,-16295.178000000014,1,0.46575342465753411,0.57022274325908562,0.0369023521195119,0.27531099089968097,1.0273985121718348,18.805714850590643
DEVELOPMENT_2024_2025,2025-03-18,2025,2,2,0.5,0.5,-14775.144,0.5,0.4771689497716895,0.59027939464493606,0.026877168384299599,0.27354690084870509,0.96831608356872845,18.741688117281001
DEVELOPMENT_2024_2025,2025-04-28,2025,1,1,0,-0.10000000000000001,2841.5400000000045,1,0.25114155251141551,0.84745762711864403,-0.086504246266014204,0.6248447581411235,0.72585418378280497,18.466039719764705
DEVELOPMENT_2024_2025,2025-05-07,2025,1,1,1,0.875,-14064.200000000012,1,0.59817351598173496,0.59943019943019926,-0.037388915503818301,0.63646506984346674,0.55738646994891428,20.798070661134737
DEVELOPMENT_2024_2025,2025-05-16,2025,1,1,1,0.88888888888888884,-22046.744999999995,1,0.80365296803652964,0.57309352517985612,0.056929475056115099,0.20588096803947001,0.75575958306519286,19.491604257722756
DEVELOPMENT_2024_2025,2025-05-20,2025,1,1,0,0.2857142857142857,-5039.1169999999984,1,0.83561643835616417,0.85588652482269501,0.079027541592688405,0.1928768524282386,0.66713003448192498,18.512442381097159
DEVELOPMENT_2024_2025,2025-05-30,2025,2,2,1,0.55982905982905973,-19086.535999999942,0.5,0.71461187214611865,0.60420110192837462,0.068405713258584397,0.1925935004186165,0.8439634474712463,18.77287077170811
DEVELOPMENT_2024_2025,2025-06-04,2025,2,2,0.5,0.4145299145299145,-15202.052999999953,1,0.34931506849315058,0.68477088948787057,0.045076104079728001,0.1988368327603092,0.84903853743099433,18.649700134504926
DEVELOPMENT_2024_2025,2025-06-05,2025,2,2,0.5,-0.41666666666666663,45002.133999999998,0.5,0.27168949771689488,0.68580990629183403,0.027288769273219299,0.17855855517621849,0.60635093739557988,19.123342367888242
DEVELOPMENT_2024_2025,2025-06-10,2025,1,1,1,1,-8270.9439999999886,1,0.56621004566210043,0.59625167336010698,0.041912515195302799,0.17342222290715631,0.70298403051629965,18.492291715775732
DEVELOPMENT_2024_2025,2025-06-11,2025,2,2,1,0.875,-16752.466000000015,0.5,0.34474885844748843,0.80100267379679124,0.0076493654638884996,0.15827796756350179,1.059836256213567,19.053933093101666
DEVELOPMENT_2024_2025,2025-06-12,2025,1,1,1,1,-13381.837999999989,1,0.43835616438356162,0.73785234899328855,0.019624483501543302,0.1603384329733413,0.70164611444957792,20.802248840227069
DEVELOPMENT_2024_2025,2025-06-13,2025,1,1,1,1,-26436.418000000005,1,0.45662100456621002,0.83997326203208555,0.018867819057597698,0.16011295850359381,1.3202845404386336,18.574831386402479
DEVELOPMENT_2024_2025,2025-06-17,2025,1,1,1,-0.75,-4384.4410000000171,1,0.38812785388127852,0.83570504527813705,0.030461553757980601,0.16107912454021969,1.0135797580815733,18.446278650513637
DEVELOPMENT_2024_2025,2025-06-19,2025,1,1,0,-0.5,1304.4150000000079,1,0.31050228310502281,0.82697368421052631,0.0169154734929533,0.1581130558700353,0.3472872892575502,18.77097055582707
DEVELOPMENT_2024_2025,2025-06-24,2025,7,7,0.42857142857142855,-0.038348937986300999,78099.967300000048,0.2857142857142857,0.37899543378995432,0.68386380458919316,0.026128706731472998,0.16991570038144882,1.2275195440070383,18.701042285677204
DEVELOPMENT_2024_2025,2025-06-25,2025,3,3,0,-0.58857482386894155,90770.132000000012,0.66666666666666663,0.68036529680365276,0.78907383696116096,0.045914542259178903,0.1850305762993629,0.68212540380326558,19.350232583875265
DEVELOPMENT_2024_2025,2025-07-17,2025,2,2,0,-0.4375428963623883,49585.335999999996,0.5,0.73744292237442932,0.76009280742459395,0.067361464421652403,0.17555133873748391,0.50636853881718824,19.022609319802299
DEVELOPMENT_2024_2025,2025-07-24,2025,1,1,0,-0.66666666666666663,3414.7749999999746,1,0.55251141552511407,0.63814317673378085,0.062650661376415007,0.1265067171436968,0.53307985734742935,18.946542011832971
DEVELOPMENT_2024_2025,2025-07-25,2025,1,1,1,0.65384615384615385,-9171.9799999999814,1,0.68036529680365276,0.67993311036789295,0.080697427131214097,0.12853817382240171,0.83545820103086876,20.120794518224915
DEVELOPMENT_2024_2025,2025-07-31,2025,1,1,0,-0.5714285714285714,4150.9450000000197,1,0.63470319634703176,0.90165380374862181,0.082968632313507706,0.1251577261498196,0.45130639611628942,19.109252511601337
DEVELOPMENT_2024_2025,2025-08-11,2025,1,1,0,0.72222222222222221,-24949.071000000025,1,0.66666666666666663,0.84449152542372885,0.061336548563938699,0.1207639171993468,0.37281396736692241,18.803016926983023
DEVELOPMENT_2024_2025,2025-08-29,2025,2,2,0.5,-0.055555555555555414,25193.310000000027,0.5,0.6095890410958904,0.60839694656488552,0.15469675680433129,0.21327976343089691,0.99893557224155627,20.179897946192717
DEVELOPMENT_2024_2025,2025-09-01,2025,2,2,0,-0.46153846153846151,41894.676000000029,0.5,0.4954337899543379,0.7805635148042025,0.16575101465688319,0.21159798242664379,1.1254131877136329,20.676383730039241
DEVELOPMENT_2024_2025,2025-09-03,2025,1,1,0,0.78260869565217395,4821.7720000000209,1,0.1780821917808218,0.78430066603235005,0.13128571257589031,0.24854492527399119,-0.0588790442400021,19.126058532124024
DEVELOPMENT_2024_2025,2025-09-04,2025,2,2,0.5,0.81438127090301005,-9056.3130000000074,0.5,0.089041095890410801,0.73522402287893229,0.1137069211678924,0.25224533910471958,0.49484919041586783,19.792118980254209
DEVELOPMENT_2024_2025,2025-09-23,2025,2,2,1,0.68333333333333324,-39851.543999999994,0.5,0.0616438356164382,0.75247368421052618,0.0486314724156518,0.31199394655677581,0.63079415149137019,18.969377238135358
DEVELOPMENT_2024_2025,2025-09-25,2025,1,1,0,-0.625,-995.90600000000074,1,0.25114155251141551,0.48169934640522871,0.084929721653477799,0.30811168632677111,0.89540128247070017,19.83832206697673
DEVELOPMENT_2024_2025,2025-09-26,2025,1,1,0,-0.8571428571428571,47352.059999999954,1,0.21004566210045661,0.729490022172949,0.066551522817942896,0.29976495408254178,0.72894234934375635,19.216705248643468
DEVELOPMENT_2024_2025,2025-10-09,2025,1,1,0,-0.25,4669.7849999999753,1,0.35159817351598172,0.56802800466744463,0.068873357996002998,0.29600718410277388,0.41906563316696072,18.729842661343692
DEVELOPMENT_2024_2025,2025-10-29,2025,1,1,0,-0.8571428571428571,12678.305999999991,1,0.37442922374429222,0.66884236453201962,0.0105855872701625,0.29390589304921222,0.40214891473286141,18.933976522953351
DEVELOPMENT_2024_2025,2025-10-30,2025,2,2,0,-0.61538461538461531,27595.573000000008,0.5,0.49086757990867558,0.68708281829419027,0.035739508001578102,0.29843292190845783,0.82464867669617303,19.228066042836694
DEVELOPMENT_2024_2025,2025-11-04,2025,2,2,1,0.35000000000000009,-52244.359999999979,0.5,0.5730593607305936,0.74205378973105129,0.016830820815757201,0.28562587753140001,0.25925058804511969,19.082432836668531
DEVELOPMENT_2024_2025,2025-11-05,2025,2,2,0.5,0.38888888888888873,-4601.0080000000726,0.5,0.35844748858447478,0.68692214111922145,-0.0193262430332167,0.28493065282475061,0.43229095572633303,18.514611684661816
DEVELOPMENT_2024_2025,2025-11-06,2025,1,1,0,-0.375,15813.226999999992,1,0.39726027397260272,0.54501800720288096,-0.0169348495834813,0.28567949032964868,0.28652413437711138,18.440667195890978
DEVELOPMENT_2024_2025,2025-11-07,2025,3,3,0,-0.5714285714285714,240184.989,0.33333333333333331,0.42009132420091322,0.73022700119474315,-0.0122368818485286,0.28800559744415982,0.41523008798593847,18.640563818679585
DEVELOPMENT_2024_2025,2025-12-02,2025,1,1,0,0,10703.5,1,0.22831050228310501,0.62450175849941381,-0.023754330362786399,0.2262603612581551,0.89767062813836696,19.608151967019193
DEVELOPMENT_2024_2025,2025-12-11,2025,1,1,1,0.5714285714285714,-15059.219000000012,1,0.28767123287671231,0.79076154806491883,0.010414260769348401,0.236164102622413,1.1865909421873173,20.16517004044811
EXTENDED_2018_2021,2018-01-10,2018,1,1,0,-0.20000000000000001,4600.320000000007,1,,0.91025641025641035,-0.010269333474808399,0.1104708295442732,0.88808743865576123,19.100782976236552
EXTENDED_2018_2021,2018-03-08,2018,1,1,1,0.66666666666666663,-2530.6520000000028,1,,0.51666666666666661,0.0074375465880637997,0.32844705267002638,0.93088470769672405,18.924356144977654
EXTENDED_2018_2021,2018-03-12,2018,1,1,1,0.90000000000000002,-11480.603000000005,1,,0.44337349397590348,0.085954058234990902,0.32071708474544408,1.3204127418014566,18.540858061861609
EXTENDED_2018_2021,2018-03-14,2018,1,1,1,0.375,-4464.5899999999965,1,,0.33750000000000002,0.1725962858285772,0.2320048713952953,0.36913397536997228,18.762246988346519
EXTENDED_2018_2021,2018-03-20,2018,1,1,1,0.25,-1473.0840000000026,1,,0.56952380952380954,0.1236229848993184,0.2036841246399472,0.89840917896170835,19.380073720627735
EXTENDED_2018_2021,2018-05-14,2018,1,1,1,0.81818181818181823,-6190.9000000000087,1,0.55555555555555536,0.52400000000000002,-0.0031054541883006998,0.25037695763724038,1.2779161318836822,19.376664625346859
EXTENDED_2018_2021,2018-05-18,2018,1,1,0,-0.2857142857142857,1273.3559999999998,1,0.59999999999999987,0.33625730994152042,0.023031119374313999,0.2337679638655053,-0.1428242269975851,19.419695019534455
EXTENDED_2018_2021,2018-05-21,2018,1,1,1,0.83333333333333315,-9061.4020000000019,1,0.31111111111111112,0.57784431137724546,0.0045982284899980996,0.2208908345116169,0.95226411636123875,19.276685593347818
EXTENDED_2018_2021,2018-08-30,2018,1,1,1,0.5,-3339.3500000000058,1,,0.87586206896551722,-0.036656135182050298,0.2849673769970516,1.4110367369237795,19.542696225002381
EXTENDED_2018_2021,2018-09-27,2018,1,1,1,0.5,-1868.0800000000015,1,,0.8716049382716049,-0.042425672749081003,0.19610394149051219,0.49210962273746711,19.250849782770381
EXTENDED_2018_2021,2018-12-06,2018,1,1,1,0.5,-3300.1849999999977,1,,0.90819672131147522,0.039123889921746001,0.2976024217680931,0.25547095308883788,19.572749506719504
EXTENDED_2018_2021,2019-01-08,2019,1,1,0,0.4375,1941.625,1,,0.68823529411764695,-0.038692263396913999,0.2132078360547956,0.3440435070520132,19.855219845346543
EXTENDED_2018_2021,2019-01-15,2019,1,1,0,-0.27272727272727271,4343.6879999999946,1,,0.61515151515151512,-0.050247109888692902,0.20415548126924291,1.1244386940360669,18.575288617246475
EXTENDED_2018_2021,2019-01-25,2019,1,1,0,0.66666666666666663,788.3119999999908,1,,0.71224489795918355,0.010205743971389999,0.1843074731086938,1.072871741210452,18.659454520768342
EXTENDED_2018_2021,2019-02-12,2019,3,3,0,-0.70833333333333337,125543.98200000002,0.33333333333333331,,0.72847222222222208,0.0088653301009477999,0.2259646425448486,1.028833978316168,18.708309655389723
EXTENDED_2018_2021,2019-02-15,2019,2,2,0,-0.4813793103448275,76737.700000000012,0.5,,0.73762376237623761,0.052817098668802701,0.24023747047868491,1.0633701826406599,18.679472299254613
EXTENDED_2018_2021,2019-02-26,2019,4,4,0,-0.59090909090909083,45075.595000000001,0.25,0.91576630652260904,0.23679245283018865,0.1725739275434596,0.3204180930190425,0.89646334150865181,18.808493271789157
EXTENDED_2018_2021,2019-03-18,2019,1,1,1,0.75,-6040.5400000000081,1,0.5832999866613312,0.43982558139534872,0.2148244669315619,0.40097708647247982,0.19235993040778601,19.338726699421937
EXTENDED_2018_2021,2019-04-15,2019,1,1,1,0.8571428571428571,-9400.9580000000133,1,0.16393223956249151,0.5796238244514107,0.042272493871541902,0.26036521405492707,0.87360484371020275,18.881136290361106
EXTENDED_2018_2021,2019-04-18,2019,2,2,1,0.7857142857142857,-31383.33400000001,0.5,0.29831932773109232,0.46656346749226008,0.026936912403298301,0.26668290868905148,0.99485452448092038,19.292304910237171
EXTENDED_2018_2021,2019-04-25,2019,1,1,1,0.5,-10549.641000000003,1,0.2845138055222089,0.35414012738853501,0.0551868292454578,0.257655409441163,0.90082967110513401,18.455532544835059
EXTENDED_2018_2021,2019-05-30,2019,1,1,0,-0.25,1950.6960000000256,1,0.2427637721755368,0.82205128205128197,-0.0800610376911777,0.42920671667450461,0.49947150756883851,18.766986245656852
EXTENDED_2018_2021,2019-07-03,2019,1,1,1,0.80000000000000004,-2888.8640000000014,1,0.77591036414565817,0.51531100478468894,0.064770308873515398,0.27422241916377588,0.56713954155620505,18.436768359477764
EXTENDED_2018_2021,2019-07-25,2019,1,1,1,0.625,-1778.718000000008,1,0.092837134853941503,0.69450000000000001,0.0016054709761457,0.25323877762492658,1.1840649615772427,19.49465879353092
EXTENDED_2018_2021,2019-08-02,2019,3,3,0.66666666666666663,0.33333333333333331,-4554.8570000000036,0.33333333333333331,0.29051620648259302,0.59749518304431593,-0.0021945002084882998,0.2029443483168655,1.0293741225851403,19.608395066866539
EXTENDED_2018_2021,2019-08-20,2019,1,1,0,-0.4814814814814814,7686.3890000000156,1,0.84967320261437895,0.38,0.058073974216668899,0.2180827895546753,1.0895542014908062,18.568899339784839
EXTENDED_2018_2021,2019-08-23,2019,1,1,0,-0.40909090909090912,1038.6950000000002,1,0.8355342136854742,0.38395721925133691,0.023306259071782701,0.20715744837426031,0.96265674605772844,19.038627012531233
EXTENDED_2018_2021,2019-08-26,2019,1,1,0,-0.39130434782608692,14563.314000000004,1,0.66946778711484578,0.35894736842105263,0.022508194940991499,0.2073362792477654,0.88909806124931112,18.789896930269528
EXTENDED_2018_2021,2019-08-27,2019,1,1,0,-0.77272727272727271,6776.2200000000012,1,0.57556355875683596,0.6857894736842105,0.011959397659,0.209709149659077,0.70421015379331453,18.630062020250829
EXTENDED_2018_2021,2019-08-28,2019,1,1,1,-0.7142857142857143,-6079.6530000000175,1,0.71308523409363744,0.4848958333333333,0.0246592029793322,0.2185442009945498,1.1071916134358628,18.579270650908516
EXTENDED_2018_2021,2019-08-29,2019,2,2,0,-0.77499999999999969,42222.622000000018,0.5,0.68487394957983183,0.5108585858585859,0.028671490686910901,0.21732406896511711,0.81225044834565541,19.2611013853091
EXTENDED_2018_2021,2019-09-02,2019,2,2,0,0.055555555555555525,1710.8949999999809,0.5,0.51880752300920363,0.71911764705882342,0.029901258770570201,0.2162071739395719,0.76375720506823042,18.979368977383864
EXTENDED_2018_2021,2019-09-03,2019,1,1,0,-0.76470588235294112,1383.3719999999994,1,0.86114445778311322,0.45458937198067623,0.075874417428535207,0.2305867308031152,1.2460163204659449,19.031412104681937
EXTENDED_2018_2021,2019-10-28,2019,1,1,1,-0.5,-7913.1179999999886,1,0.0264105642256902,0.71904761904761905,-0.031466121703895698,0.216998827792452,1.4596220768988368,18.470740637550289
EXTENDED_2018_2021,2019-10-29,2019,3,3,1,0.20909090909090913,-31608.361999999965,0.33333333333333331,0.25703614779245032,0.52328966521106246,-0.0025504835568969002,0.23095926570654421,1.4531985263493714,19.217788366822095
EXTENDED_2018_2021,2019-11-05,2019,1,1,1,0.83333333333333315,-4934.4930000000022,1,0.41323195945044672,0.83681818181818191,0.032797587928033702,0.18103013552634481,0.58143536355820091,18.97935963323814
EXTENDED_2018_2021,2019-11-07,2019,1,1,0,-0.5,993.78899999999521,1,0.35414165666266512,0.68923766816143495,0.025047984793344399,0.18203212652593651,0.59771913434432122,20.205527047665505
EXTENDED_2018_2021,2019-11-08,2019,2,2,1,0.5,-8704.6630000000005,0.5,0.31045751633986918,0.56863636363636361,0.0119283021587883,0.16715184218533491,1.1477391795728813,19.077831129668873
EXTENDED_2018_2021,2019-11-11,2019,1,1,1,0.5,-2414.5169999999925,1,0.24036281179138311,0.87018348623853203,0.0090656809517377004,0.16757131233799569,1.8604533681464892,19.471277713720649
EXTENDED_2018_2021,2019-11-15,2019,1,1,0,-0.5,3153.0179999999964,1,0.14098972922502331,0.6857843137254902,0.00096792888504099997,0.178446116367103,0.52938512734238186,19.032254495891969
EXTENDED_2018_2021,2019-11-20,2019,2,2,1,0.75,-23877.634999999998,0.5,0.29551820728291311,0.77722772277227725,0.019463903750735999,0.19411095079674301,1.4839367192750452,19.364581067813944
EXTENDED_2018_2021,2019-11-21,2019,1,1,1,0.5,-7995.960000000021,1,0.33866880085367468,0.60926829268292682,0.023155949782744201,0.19186188454369479,0.90968458188098844,18.561771945023775
EXTENDED_2018_2021,2019-12-06,2019,1,1,0,-0.94285714285714284,11483.017000000013,1,0.23275977057489661,0.70742857142857141,-0.0097708609575005,0.1827737152935458,1.1868328404240367,18.98178147496246
EXTENDED_2018_2021,2019-12-09,2019,1,1,0,-0.8571428571428571,8238.9030000000275,1,0.3179938642123516,0.68479532163742685,0.0032451526250670999,0.1864616738445303,1.2097525482461886,19.788098458011593
EXTENDED_2018_2021,2019-12-11,2019,2,2,0,-0.62689393939393923,54603.826999999968,0.5,0.68887555022008795,0.58362068965517233,0.035945358638249603,0.1639619485905541,1.2257480509871781,18.827110650829496
EXTENDED_2018_2021,2019-12-13,2019,2,2,0,-0.93333333333333324,32971.897000000004,0.5,0.57429638522075488,0.57833333333333337,0.018392568806041499,0.16428292392962029,1.3020454048652952,19.76306959947998
EXTENDED_2018_2021,2019-12-16,2019,1,1,0,-0.51724137931034475,3387.9159999999993,1,0.8025877017473656,0.49555555555555553,0.047498706275826502,0.16743009975107551,0.88589462946788977,18.919862608536889
EXTENDED_2018_2021,2019-12-17,2019,1,1,0,-0.6428571428571429,992.40300000000127,1,0.9016940109377084,0.46720430107526872,0.060147923771883799,0.17715311301826789,1.1101195570258151,18.736159504405254
EXTENDED_2018_2021,2019-12-18,2019,2,2,0.5,0.1481481481481482,-8106.8640000000014,0.5,0.80385487528344646,0.65000000000000002,0.046803415655947499,0.16177918598339469,1.8466566313966113,19.517210062560608
EXTENDED_2018_2021,2019-12-31,2019,1,1,1,0.27777777777777762,-17666.245999999999,1,0.57476323862878476,0.82270742358078597,0.080502122698690101,0.18333341981856871,1.4640225594335436,21.14249797288582
EXTENDED_2018_2021,2020-02-19,2020,3,3,0.33333333333333331,0.59259259259259234,-18925.883999999965,0.33333333333333331,0.67692307692307685,0.63648148148148143,0.091412231303354505,0.42792984190785388,1.1390280072763741,20.215253715136708
EXTENDED_2018_2021,2020-02-21,2020,2,2,1,0.29999999999999993,-30353.263000000021,0.5,0.69999999999999996,0.47614555256064683,0.1044175322537523,0.43650573018547428,1.1066909799255895,19.428499844757219
EXTENDED_2018_2021,2020-02-24,2020,2,2,0,-0.46428571428571425,5682.5180000000419,0.5,0.77692307692307683,0.46094986807387861,0.1227154542521493,0.43853565456831628,0.84743458802689808,18.875811967735913
EXTENDED_2018_2021,2020-02-25,2020,2,2,0.5,0.92307692307692324,-32386.659000000029,0.5,0.89487179487179491,0.32997416020671821,0.1478941065243522,0.44012671027184441,1.0490568902952526,19.050316694825803
EXTENDED_2018_2021,2020-04-28,2020,1,1,0,-0.5,686.43299999998999,1,0.517948717948718,0.66498316498316501,0.028619075456222099,0.27939319478362612,0.71326469414406657,19.178906552921937
EXTENDED_2018_2021,2020-05-11,2020,1,1,0,-0.81818181818181823,10629.701999999999,1,0.7846153846153846,0.70743243243243226,0.047082171797957699,0.23149923151848681,0.7557363694037017,18.472968637912491
EXTENDED_2018_2021,2020-05-15,2020,1,1,0,0.5714285714285714,128.67300000002433,1,0.87179487179487181,0.74402730375426607,0.076960067585880795,0.19407301289380391,0.8830035664846726,18.448838015625121
EXTENDED_2018_2021,2020-05-20,2020,1,1,1,0.75,-7414.5659999999916,1,0.61538461538461542,0.66949152542372881,0.049000626723763201,0.17950813846124589,0.97576755018718564,19.554282223704146
EXTENDED_2018_2021,2020-06-09,2020,1,1,1,0.5,-7520.6999999999825,1,0.3487179487179487,0.5795221843003413,0.0291259181234837,0.225920001797843,0.89039336609197017,18.864652948476863
EXTENDED_2018_2021,2020-06-12,2020,1,1,0,-0.625,40534.895999999993,1,0.42051282051282052,0.56190476190476191,0.041490947028025298,0.22402634057999149,0.88538248404448561,18.687224700980121
EXTENDED_2018_2021,2020-06-15,2020,1,1,0,-0.43478260869565211,1479.0930000000226,1,0.39999999999999991,0.46632302405498283,0.043080933382505703,0.22428654096023551,0.99976258042489297,19.708474361200626
EXTENDED_2018_2021,2020-06-16,2020,1,1,0,-0.2857142857142857,-3757.438999999998,1,0.50769230769230755,0.59152542372881345,0.055653921089024699,0.2198914830654162,1.2198732725078971,19.213745777040348
EXTENDED_2018_2021,2020-06-17,2020,5,5,0.20000000000000001,-0.38854700854700858,54791.593999999997,0.20000000000000001,0.64615384615384608,0.51501683501683504,0.059500449855758898,0.2232251354273028,1.0945416728767847,19.839773105385305
EXTENDED_2018_2021,2020-06-18,2020,1,1,0,-0.61538461538461542,7971.0879999999888,1,0.74871794871794872,0.45494880546075073,0.075344965343330406,0.21610925671812331,1.1912824321409436,18.805988146795027
EXTENDED_2018_2021,2020-06-19,2020,1,1,0,-0.59999999999999964,27450.203999999983,1,0.85641025641025625,0.63694915254237283,0.088220920639242806,0.2081346706346752,1.0728639249127905,18.790331375295956
EXTENDED_2018_2021,2020-06-24,2020,1,1,0,-0.63636363636363635,34583.801000000007,1,0.93333333333333357,0.71396103896103891,0.1211537636550601,0.1655331286623383,0.85286065183553006,20.634024034487641
EXTENDED_2018_2021,2020-08-03,2020,1,1,1,0.875,-9786.8489999999892,1,0.40512820512820508,0.62238493723849375,0.122473985941514,0.42886205621103007,0.63811753374712721,19.843105338785193
EXTENDED_2018_2021,2020-08-07,2020,1,1,1,0.5,-7390.153999999995,1,0.31794871794871782,0.40537634408602152,0.023179427124524001,0.40745392324816021,0.68027907078050576,19.644290338187457
EXTENDED_2018_2021,2020-08-11,2020,1,1,1,0.5,-2739.398000000001,1,0.241025641025641,0.3705357142857143,-0.0395215061655209,0.39098129167851842,0.66678113820791141,18.691634826495164
EXTENDED_2018_2021,2020-08-26,2020,1,1,1,0.5,-13284.722000000014,1,0.75897435897435894,0.65622222222222215,0.048277680873057997,0.28527758871394671,1.3909233650857498,18.613011009074533
