trade_id,baseline_block,symbol,entry_signal_date,entry_year,entry_industry,available_at,daily_snapshot_id,minute_snapshot_id,state_version,mass_sum,state_quality,cyqk_close_pre,i90_width_pct,i70_width_pct,i90_base_retention,i70_base_retention,migration_mass,average_cost_delta,upward_cost_migration,narrow_i90,narrow_i70,chip_base_coherence,chip_base_coherence_i70,mfe,opportunity20,false_breakout,non_false_breakout,severe_loss,realized_pnl,holding_trading_days,canonical_exit_reason,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
EXTENDED_2018_2021:300037.SZ-003,EXTENDED_2018_2021,300037.SZ,2020-06-16,2020,电池,2020-06-16 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300037.SZ:2020-06-16,chip-state-features-semantic-v3,1.0000000000000298,0.75,96.798979414869905,0.26973464853191498,0.16096895536999822,4.9487315738407023e-08,4.9487315738407023e-08,0.015421531204236144,0.075968093919378532,0.0007848026330297093,-0.26973464853191498,-0.16096895536999822,0.40000000000000008,0.42051282051282052,0.45334215751158169,True,False,1,False,23127.243999999999,27,MARKET_MA20_X2,0.71144781144781155,0.1312702770152232,0.17340286831812241,0,0.66540271649115834,0.059500449855758898,0.2232251354273028,0.64615384615384608,1.1344016138146735,19.443017686025701
EXTENDED_2018_2021:300042.SZ-001,EXTENDED_2018_2021,300042.SZ,2021-04-16,2021,计算机设备,2021-04-16 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300042.SZ:2021-04-16,chip-state-features-semantic-v3,1.0000000000002263,0.75,95.572467815517442,0.23239194034744659,0.12682503013197,0.0002838106118597842,0.0002838106118597842,0.10336035348068108,0.14218787121579268,0.0014877492908340138,-0.23239194034744659,-0.12682503013197,0.66393442622950816,0.66120218579234968,0.078929765886287501,False,True,0,True,-17412.474000000009,11,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.72885375494071136,0.21947194719471941,0.16680707666385841,0.4848484848484852,2.5377198163200267,0.0088590914102407992,0.19442634915201981,0.32786885245901631,0.56128877910597252,18.579028989085742
EXTENDED_2018_2021:300044.SZ-001,EXTENDED_2018_2021,300044.SZ,2020-08-06,2020,IT服务Ⅱ,2020-08-06 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300044.SZ:2020-08-06,chip-state-features-semantic-v3,1.000000000000129,0.75,99.487003888459896,0.1380932804332895,0.10462212541120453,0.00014756286396999641,6.1595152428768076e-05,0.06548013542360627,0.041734008236896436,0.00041949206032665962,-0.1380932804332895,-0.10462212541120453,0.58461538461538465,0.54358974358974355,0.034571062740076798,False,True,0,False,-7390.153999999995,4,MARKET_MA20_X2,0.40537634408602152,0.0219072164948452,0.1900452488687781,0.063492063492063502,1.3675877092693216,0.023179427124524001,0.40745392324816021,0.31794871794871782,0.68027907078050576,19.644290338187457
EXTENDED_2018_2021:300044.SZ-002,EXTENDED_2018_2021,300044.SZ,2020-08-27,2020,IT服务Ⅱ,2020-08-27 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300044.SZ:2020-08-27,chip-state-features-semantic-v3,1.0000000000001308,0.75,96.228476145170035,0.12682503013197022,0.072135352107009831,5.2790735663292018e-05,2.179521282754993e-05,0.071134164486097232,0.040564391417037271,0.00042154248972873614,-0.12682503013197022,-0.072135352107009831,0.58974358974358976,0.6102564102564102,0.20680958385876419,True,False,1,False,-3652.6509999999994,10,SET_REMOVAL,0.37521186440677962,0.069518716577539802,0.17008797653958951,0.4051724137931032,1.9208302933775017,0.019396830280559101,0.27933121707368291,0.57948717948717954,0.72928861468800055,19.420956283613041
EXTENDED_2018_2021:300046.SZ-001,EXTENDED_2018_2021,300046.SZ,2021-11-22,2021,半导体,2021-11-22 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300046.SZ:2021-11-22,chip-state-features-semantic-v3,1.0000000000002975,0.75,95.860880431232729,0.26973464853191498,0.16096895536999845,8.1167141444077e-48,4.5895878606657433e-48,0.12563644612616526,0.4299702832374166,0.0044853571269446281,-0.26973464853191498,-0.16096895536999845,0.48087431693989074,0.48087431693989074,0.048623525205577299,False,True,0,True,-22475.100000000009,11,MARKET_MA20_X2,0.50985010706638112,0.23775601068566321,0.1802973977695165,0.45360824742268091,3.250192598267303,0.073338589444269506,0.1647456723990853,0.93169398907103795,1.1486309234000014,19.455955223280338
EXTENDED_2018_2021:300048.SZ-001,EXTENDED_2018_2021,300048.SZ,2021-11-04,2021,自动化设备,2021-11-04 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300048.SZ:2021-11-04,chip-state-features-semantic-v3,1.000000000000741,0.75,99.899607616561354,0.25716301834843036,0.11566834666531678,2.8236876327893422e-07,2.8236876327893422e-07,0.050639831651262505,0.037443097878329112,0.00037480725672161495,-0.25716301834843036,-0.11566834666531678,0.43169398907103829,0.50819672131147542,0.36307692307692307,True,False,1,False,35453.685999999965,23,MARKET_MA20_X2,0.70026246719160112,0.1245674740484428,0.15111940298507451,0.049382716049382602,2.4651704924007478,0.038745587166253197,0.17577512871210829,0.54644808743169404,0.52794169210014785,18.898130470777875
EXTENDED_2018_2021:300059.SZ-001,EXTENDED_2018_2021,300059.SZ,2020-06-16,2020,证券Ⅱ,2020-06-16 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300059.SZ:2020-06-16,chip-state-features-semantic-v3,1.0000000000000548,0.75,95.951778704681615,0.18430443137293562,0.11566834666531634,1.2424722201647788e-19,1.2424722201647788e-19,0.041798641078751524,0.064474673711847785,0.00067194870780130705,-0.18430443137293562,-0.11566834666531634,0.42051282051282052,0.42820512820512818,0.79684657368101885,True,False,1,False,58986.261000000013,27,MARKET_MA20_X2,0.58518518518518514,0.086121777290181001,0.16762589928057531,0.047619047619047401,1.2795003100127469,0.059500449855758898,0.2232251354273028,0.64615384615384608,1.0247327997379718,22.01842010422158
EXTENDED_2018_2021:300059.SZ-002,EXTENDED_2018_2021,300059.SZ,2021-09-08,2021,证券Ⅱ,2021-09-08 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300059.SZ:2021-09-08,chip-state-features-semantic-v3,1.0000000000000719,0.75,99.735786342781836,0.17257864492369879,0.082856705628080229,2.4104236080574239e-32,2.4104236080574239e-32,0.044824410705940988,0.18389698000896715,0.0018438414811001919,-0.17257864492369879,-0.082856705628080229,0.60928961748633881,0.66120218579234968,0.045454545454545102,False,True,0,False,-6599.8400000000256,7,MARKET_MA20_X2,0.65353728489483742,0.070691747572815405,0.15086913742210581,0.45013477088948672,1.5999286791654943,-0.035816108776180702,0.23462976553288431,0.1912568306010928,1.1996011739329926,22.888097983340124
EXTENDED_2018_2021:300059.SZ-003,EXTENDED_2018_2021,300059.SZ,2021-12-14,2021,证券Ⅱ,2021-12-14 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300059.SZ:2021-12-14,chip-state-features-semantic-v3,1.0000000000000719,0.75,98.559276324292597,0.19614747568666568,0.115668346665317,1.5194750588251974e-33,1.5194750588251974e-33,0.014659334956100624,0.067549019532421539,0.00068536440253642828,-0.19614747568666568,-0.115668346665317,0.44262295081967212,0.43442622950819665,0.025841816758026499,False,True,0,False,-3508.2840000000142,4,MARKET_MA20_X2,0.59780219780219768,0.1011784995688416,0.1915625,0.4388254486133763,0.92255770800950121,0.0344876927576502,0.1718598586656914,0.36885245901639341,0.9226646680161954,22.327109393893203
EXTENDED_2018_2021:300065.SZ-001,EXTENDED_2018_2021,300065.SZ,2021-07-19,2021,航海装备Ⅱ,2021-07-19 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300065.SZ:2021-07-19,chip-state-features-semantic-v3,1.0000000000001155,0.75,89.366175215173143,0.22019003994796726,0.16096895536999867,1.2791760893032585e-10,9.5984985947159312e-11,0.042516253647155479,0.030614669823117779,0.00034257558577845267,-0.22019003994796726,-0.16096895536999867,0.40163934426229503,0.31967213114754101,0.1493268053855569,False,False,1,False,271.23699999999371,6,MARKET_MA20_X2,0.2848552338530066,0.058747855917667201,0.1999999999999999,0,1.6785902220742053,0.0507321452422973,0.23831763593904659,0.29781420765027322,0.50818258585244958,18.524222614101511
EXTENDED_2018_2021:300066.SZ-001,EXTENDED_2018_2021,300066.SZ,2020-02-20,2020,通用设备,2020-02-20 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300066.SZ:2020-02-20,chip-state-features-semantic-v3,1.0000000000003149,0.75,94.872581857058563,0.24471585975092114,0.16096895536999889,0.079587336209715351,0.060955195048541994,0.038736512454901936,0.024828606979632184,0.00026170476752746793,-0.24471585975092114,-0.16096895536999889,0.52820512820512822,0.47692307692307695,0.069597069597069502,False,True,0,False,-10686.823000000022,15,MARKET_MA20_X2,0.44043126684636108,0.014760147601476,0.19646799116997771,0.1685393258426961,1.3653836452605559,0.1044175322537523,0.43650573018547428,0.69999999999999996,1.0026804937510445,19.069152172820512
EXTENDED_2018_2021:300075.SZ-001,EXTENDED_2018_2021,300075.SZ,2020-09-08,2020,软件开发,2020-09-08 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300075.SZ:2020-09-08,chip-state-features-semantic-v3,1.0000000000001061,0.75,96.203381884193462,0.11566834666531634,0.093685272684361331,0.039314253035810827,0.039314253035810827,0.0537633349570074,0.056310713947070212,0.00058532987972143469,-0.11566834666531634,-0.093685272684361331,0.72820512820512817,0.68461538461538451,0.00062460961898790004,False,True,0,True,-18530.278000000009,2,SET_REMOVAL,0.36629422718808191,0.097560975609755907,0.14094432699083881,0.083333333333332399,1.7382155497732483,0.0536149461135366,0.24803845746427169,0.77435897435897427,1.0065527606561002,19.170312619626841
EXTENDED_2018_2021:300075.SZ-002,EXTENDED_2018_2021,300075.SZ,2021-11-15,2021,软件开发,2021-11-15 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300075.SZ:2021-11-15,chip-state-features-semantic-v3,1.0000000000001283,0.75,97.300718536794861,0.16096895536999911,0.093685272684360887,1.3558535786456312e-08,1.3558535786456312e-08,0.085308304148978886,0.096673342022736364,0.00099355219032816033,-0.16096895536999911,-0.093685272684360887,0.69672131147540994,0.69672131147540994,0.0749999999999999,False,True,0,False,-2246.3280000000213,16,MARKET_MA20_X2,0.55594405594405594,0.044688644688644703,0.19428090832632461,0.060606060606060101,1.8953023758737155,0.055630970517328703,0.1412418739549344,0.87431693989071035,0.97483747603708903,19.463234078182296
EXTENDED_2018_2021:300085.SZ-001,EXTENDED_2018_2021,300085.SZ,2021-04-27,2021,软件开发,2021-04-27 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300085.SZ:2021-04-27,chip-state-features-semantic-v3,1.0000000000002123,0.75,92.321430945072663,0.20810895044353228,0.10462212541120519,2.5129717052296906e-15,2.5129717052296906e-15,0.056724206799944818,0.069937740746805588,0.00075754610853481655,-0.20810895044353228,-0.10462212541120519,0.50273224043715847,0.54098360655737709,0.0024096385542166998,False,True,0,True,-14040.31700000001,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.55882352941176472,0.070983810709838002,0.17146872803935351,0.074889867841409496,3.0871994285166604,0.057226316814416901,0.17590848627155961,0.3251366120218579,0.56475540895052112,19.236293270935732
EXTENDED_2018_2021:300088.SZ-001,EXTENDED_2018_2021,300088.SZ,2020-06-16,2020,光学光电子,2020-06-16 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300088.SZ:2020-06-16,chip-state-features-semantic-v3,1.0000000000001574,0.75,93.761654776567042,0.19614747568666568,0.115668346665317,6.8440229313227766e-07,6.8440229313227766e-07,0.06800844892849818,0.043442147224936889,0.00046332530423507382,-0.19614747568666568,-0.115668346665317,0.43846153846153846,0.46666666666666673,0.27019498607242332,True,False,1,False,-419.91300000001297,26,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.43299663299663288,0.083209128474908106,0.16184348796022011,0.14705882352941241,2.9289554922187557,0.059500449855758898,0.2232251354273028,0.64615384615384608,1.6116378389703985,20.512986277664552
EXTENDED_2018_2021:300088.SZ-002,EXTENDED_2018_2021,300088.SZ,2021-07-16,2021,光学光电子,2021-07-16 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300088.SZ:2021-07-16,chip-state-features-semantic-v3,1.0000000000001787,0.75,90.290312294640515,0.19614747568666524,0.10462212541120408,0.15843105773072075,0.15843105773072075,0.031727822246428172,0.018377110373172911,0.00020353357858818422,-0.19614747568666524,-0.10462212541120408,0.57103825136612019,0.62295081967213106,0.022962112514351301,False,True,0,False,-4316.9900000000198,7,MARKET_MA20_X2,0.35357142857142848,0.058465286236297001,0.1111108383578045,0.2771067789191321,1.8330182837601967,0.064584583636353804,0.24192491166954699,0.33879781420765021,0.19997355262411301,20.01445276106767
EXTENDED_2018_2021:300094.SZ-001,EXTENDED_2018_2021,300094.SZ,2021-08-12,2021,渔业,2021-08-12 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300094.SZ:2021-08-12,chip-state-features-semantic-v3,1.0000000000006239,0.75,97.373641485419455,0.14947421323762256,0.072135352107010053,6.5039751457415975e-09,6.5039751457415975e-09,0.036914826921973287,0.010136503308965317,0.00010409904728152882,-0.14947421323762256,-0.072135352107010053,0.51912568306010931,0.54098360655737709,0.052154195011337702,False,False,1,False,2879.5499999999884,2,MARKET_MA20_X2,0.28775100401606413,0.072639225181597905,0.17158176943699741,0.18750000000000011,1.441560773745421,0.0068785198546494003,0.30808192666749967,0.66393442622950816,0.44187793848814122,18.504437761226487
EXTENDED_2018_2021:300101.SZ-001,EXTENDED_2018_2021,300101.SZ,2021-05-27,2021,军工电子Ⅱ,2021-05-27 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300101.SZ:2021-05-27,chip-state-features-semantic-v3,1.000000000000147,0.75,87.877611966699163,0.19614747568666524,0.1046221254112043,1.0055184226367807e-08,1.0055184226367807e-08,0.03137495897466324,0.034696790261982358,0.00039483082761887695,-0.19614747568666524,-0.1046221254112043,0.50546448087431706,0.54644808743169404,0.14244186046511631,False,False,1,False,5604.4620000000141,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.48999999999999988,0.093730208993033498,0.15771812080536901,0,1.3248645016323823,0.071030021882128896,0.18848373346449179,0.78142076502732238,1.0194690282407604,19.319058625763201
EXTENDED_2018_2021:300102.SZ-001,EXTENDED_2018_2021,300102.SZ,2021-05-12,2021,光学光电子,2021-05-12 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300102.SZ:2021-05-12,chip-state-features-semantic-v3,1.0000000000004812,0.75,99.960498118332936,0.1961474756866648,0.11566834666531656,8.8546755963937555e-10,8.8546755963937555e-10,0.10398755239484098,0.079220151458375021,0.00079251457275247318,-0.1961474756866648,-0.11566834666531656,0.59562841530054644,0.57650273224043713,0.36475409836065559,True,False,1,False,12075.200000000026,46,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.75961538461538447,0.1999999999999999,0.1798679867986801,0.027777777777777901,2.1308434847110047,0.0370969340408853,0.2118432255640125,0.18852459016393441,0.74241401262810991,19.75898411043196
EXTENDED_2018_2021:300110.SZ-001,EXTENDED_2018_2021,300110.SZ,2020-08-27,2020,化学制药,2020-08-27 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300110.SZ:2020-08-27,chip-state-features-semantic-v3,1.0000000000002625,0.75,97.583582030654071,0.19614747568666502,0.12682503013197,0,0,0.043298979687520944,0.020251941835105924,0.00020753431482710026,-0.19614747568666502,-0.12682503013197,0.25641025641025639,0.24615384615384617,0.46875,True,False,1,False,13479.758999999996,10,SET_REMOVAL,0.44576271186440658,0.1189931350114414,0.17114914425427871,0.047619047619047901,1.9993317711158112,0.019396830280559101,0.27933121707368291,0.57948717948717954,0.76634618667858578,18.963997277583257
EXTENDED_2018_2021:300115.SZ-001,EXTENDED_2018_2021,300115.SZ,2020-02-18,2020,消费电子,2020-02-18 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300115.SZ:2020-02-18,chip-state-features-semantic-v3,1.000000000000175,0.75,99.999999431422296,0.28243199501723382,0.14947421323762256,0.23731121639498864,0.062424532310761824,0.072134304776482083,0.18061638578068795,0.0018061638680763245,-0.28243199501723382,-0.14947421323762256,0.67692307692307685,0.6923076923076924,0.28186046511627899,True,False,1,False,717.24099999999999,15,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.65777777777777768,0.17412398921832881,0.18212478920742001,0.2006172839506177,1.5305614356654551,0.091412231303354505,0.42792984190785388,0.67692307692307696,1.4332661210351612,20.642863434284266
EXTENDED_2018_2021:300119.SZ-001,EXTENDED_2018_2021,300119.SZ,2021-04-29,2021,动物保健Ⅱ,2021-04-29 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300119.SZ:2021-04-29,chip-state-features-semantic-v3,1.0000000000002862,0.75,94.953036994633607,0.29525631496740656,0.12682503013196933,8.4768968814153517e-18,0,0.030699948590648722,0.11209577174541252,0.0011805390885153864,-0.29525631496740656,-0.12682503013196933,0.46448087431693991,0.43715846994535523,0.0451306413301664,False,True,0,False,-4378.5130000000063,4,MARKET_MA20_X2,0.81494252873563222,0.081130690161526797,0.17365269461077851,0.35603715170278583,1.8652168135495359,0.066465674187404095,0.17968030280857911,0.30601092896174847,0.55822725965433984,18.791531284401081
EXTENDED_2018_2021:300124.SZ-001,EXTENDED_2018_2021,300124.SZ,2020-10-09,2020,自动化设备,2020-10-09 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300124.SZ:2020-10-09,chip-state-features-semantic-v3,1.0000000000007425,0.75,100.00000000007425,1.3067227440403655,0.94774475458665597,0.037520589578223885,0.037520589578223885,0.011596463965186937,0.24828102435868971,0.0024828102435850534,-1.3067227440403655,-0.94774475458665597,0.54871794871794866,0.54871794871794866,0.26559485530546612,True,False,1,False,31090.221999999991,16,MARKET_MA20_X2,0.87762906309751432,0.12764791818845861,0.15962070327933631,0.44583333333333308,1.5367750475049815,-0.0284111942541646,0.36803685918916051,0.123076923076923,0.64751167537103882,20.188859647309144
EXTENDED_2018_2021:300141.SZ-001,EXTENDED_2018_2021,300141.SZ,2021-07-14,2021,电网设备,2021-07-14 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300141.SZ:2021-07-14,chip-state-features-semantic-v3,1.0000000000004259,0.75,99.457433870298956,0.16096895536999911,0.093685272684360887,2.0875892273092904e-06,2.0875892273092904e-06,0.071784869880368724,0.076607296670129443,0.00077025209367488753,-0.16096895536999911,-0.093685272684360887,0.70765027322404384,0.70765027322404384,0.1607629427792916,False,False,1,False,-9506.9309999999914,9,MARKET_MA20_X2,0.67370786516853931,0.143438453713123,0.1587802313354362,0.039735099337748603,1.8850352451065673,0.11887805908914451,0.23424859755798191,0.65300546448087426,0.458848960780953,18.547989861057321
