kind,path,expected_sha256,actual_sha256,unchanged
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/information_phase_summary.csv,ac3599bd7ede77b91c99066b2c1612fdc80c15f36325b75388abf882761541bb,ac3599bd7ede77b91c99066b2c1612fdc80c15f36325b75388abf882761541bb,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/information_v2.py,9a5abbd4e3b8fecf4df4a1cbf7009900f48ba21384f003255a5adc318fdf0d0f,9a5abbd4e3b8fecf4df4a1cbf7009900f48ba21384f003255a5adc318fdf0d0f,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/input_and_exposure_manifest.json,7422e7abc6d96d452c05fdf3a742a4fec56eb88a228845549a0d3252390602ab,7422e7abc6d96d452c05fdf3a742a4fec56eb88a228845549a0d3252390602ab,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/input_config.json,653252c2194cc5b38612cfd3983b2d065cbf2132887248516504a07da0a47092,653252c2194cc5b38612cfd3983b2d065cbf2132887248516504a07da0a47092,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/input_config.template.json,f57c48e159aa336d2453a352b40160e9232994f584c2b53ce90a01e050d59ba5,f57c48e159aa336d2453a352b40160e9232994f584c2b53ce90a01e050d59ba5,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/label_negative_control.csv,4bfe8dceffb98fa761c29469e56cb2ef1a5ebc6bd458441d58fa0cbc1a88982c,4bfe8dceffb98fa761c29469e56cb2ef1a5ebc6bd458441d58fa0cbc1a88982c,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/loss_anatomy.csv,82a3c3bd4323a2426bb7656091c5d614a8ab55f1bfffe800637fe87d7b4bb07e,82a3c3bd4323a2426bb7656091c5d614a8ab55f1bfffe800637fe87d7b4bb07e,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/loss_anatomy_summary.csv,b8fd2f6dd718a0665fd7ea561a41907ed171a13727acd0b06f0fcaca2840ef84,b8fd2f6dd718a0665fd7ea561a41907ed171a13727acd0b06f0fcaca2840ef84,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/matched_state_checks.csv,9031253124a2ec6f02189b929544c724cb80a1148d309080e03eacd841cf9aed,9031253124a2ec6f02189b929544c724cb80a1148d309080e03eacd841cf9aed,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/mechanism_admission.csv,0ba840d2c228586f5cabe43221ba9de830408872e4e8a4b12fc5bd0f60b5f768,0ba840d2c228586f5cabe43221ba9de830408872e4e8a4b12fc5bd0f60b5f768,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/minute_execution_coverage.csv,98bc7204c843729fc1c6de47e5c546a64e1295672be8c8f7ce3bb914614a8bd8,98bc7204c843729fc1c6de47e5c546a64e1295672be8c8f7ce3bb914614a8bd8,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/minute_fill_audit.csv,6eea38d6f1216abd264cde4e6a7ec49c25d4b20cf3f5a66f6d4c23dbd30e2c9a,6eea38d6f1216abd264cde4e6a7ec49c25d4b20cf3f5a66f6d4c23dbd30e2c9a,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/minute_policy_execution_summary.csv,729aa97265406a02bc89ad47dab9f078604a07b6c12eeb1d5d25c866c0b647a5,729aa97265406a02bc89ad47dab9f078604a07b6c12eeb1d5d25c866c0b647a5,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/new_funding_support.csv,05b4e36623620f074c4f8b6c21c84210e478b9b34e041166837d01b3c85d2944,05b4e36623620f074c4f8b6c21c84210e478b9b34e041166837d01b3c85d2944,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/objections_and_resolutions.md,b22016af25d008eb7891ff57136bf97d4af3f276e054cf01f32dc9ca73327aa6,b22016af25d008eb7891ff57136bf97d4af3f276e054cf01f32dc9ca73327aa6,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/ogr_entry_gate_exclusions.csv,232a6edbcf4ea024e35c57df17ec4a84e3e20007bffd10c1f321c1766dcfcc54,232a6edbcf4ea024e35c57df17ec4a84e3e20007bffd10c1f321c1766dcfcc54,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/order_rejection_flow.csv,83f28f4e72ba426c336d59fe5eef4bf706b666a751b0f9954abe4fc7d844ba26,83f28f4e72ba426c336d59fe5eef4bf706b666a751b0f9954abe4fc7d844ba26,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/paired_account_windows.csv,3a1a62173acf80097935c75313f4ff710ce9b2559d88c86f6bb9472423a0baf8,3a1a62173acf80097935c75313f4ff710ce9b2559d88c86f6bb9472423a0baf8,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/paired_month_block_intervals.csv,1ac0f839a755c8af6cfea8b686205660659666edbd9dd600c6af6b58cecbd8eb,1ac0f839a755c8af6cfea8b686205660659666edbd9dd600c6af6b58cecbd8eb,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/path_duration_diagnostics.csv,7cdd4e32d65028fdeacd7765a16c557e193103088c9039098f65aa27ba38ad2c,7cdd4e32d65028fdeacd7765a16c557e193103088c9039098f65aa27ba38ad2c,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/policy_comparison.csv,0d9313883737c2b020d09e857701eb958256f90eb63450947e08702cb08623b8,0d9313883737c2b020d09e857701eb958256f90eb63450947e08702cb08623b8,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/prediction_calibration.csv,8c7b298a3b3864021d7d43c80e8604ce675450b966d80a748f05fbbe402ffaf9,8c7b298a3b3864021d7d43c80e8604ce675450b966d80a748f05fbbe402ffaf9,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/production_bug_impact.json,f04cea32c33bf818b755cdcb9b7a8e632071073ef0fce69de30bf9bc29c39496,f04cea32c33bf818b755cdcb9b7a8e632071073ef0fce69de30bf9bc29c39496,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/production_excluded_entered.csv,0153817efa2fa90ec21587af1022e68c2186339f2de963bcb64782fbb20c8d21,0153817efa2fa90ec21587af1022e68c2186339f2de963bcb64782fbb20c8d21,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/profit_protection_response.csv,ea79c1c6d09d372c94a5aa2e7ab479bf3048a499b3b06f0c159cea0ecb917e3d,ea79c1c6d09d372c94a5aa2e7ab479bf3048a499b3b06f0c159cea0ecb917e3d,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/report_v2.py,c0bad644066ff163374d5e4e7b080ac318a0172c29b603c4c467ff644ea43f3c,c0bad644066ff163374d5e4e7b080ac318a0172c29b603c4c467ff644ea43f3c,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/reproduce_v2.sh,707ad91ed3a86154010df1f5996833095f4ebb61a3c1b4467876c4ed148121f5,707ad91ed3a86154010df1f5996833095f4ebb61a3c1b4467876c4ed148121f5,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/requirements_v2.txt,65e54a43c8444b67d5959d5750094bd1e8485c1e869f3b8d0e490a00ec224895,65e54a43c8444b67d5959d5750094bd1e8485c1e869f3b8d0e490a00ec224895,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/research_contract.json,5f138e1b078e874e8984b0d61a429bfdb8c322c4c6b6d3c780c3072e5c72d7eb,5f138e1b078e874e8984b0d61a429bfdb8c322c4c6b6d3c780c3072e5c72d7eb,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/run_exit_risk_v1.py,7ab4707bb1e32f8cb2551b0542a7872d88805a84b1af42d30f600be228445774,7ab4707bb1e32f8cb2551b0542a7872d88805a84b1af42d30f600be228445774,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/run_v2.py,76ef992d221198ed3db792f2edbf37686dee8a20c7888422c8cce8d708d36995,76ef992d221198ed3db792f2edbf37686dee8a20c7888422c8cce8d708d36995,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/semantic_preflight.md,9ef97136903b9e1745dbef06e278cffadeb5a541702ab036eeedb8559e2da050,9ef97136903b9e1745dbef06e278cffadeb5a541702ab036eeedb8559e2da050,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/simple_exit_response.csv,0f1df8b513714e1b500908bfaf570f680a8c08c65884d3c17bcfe2f786e18b8c,0f1df8b513714e1b500908bfaf570f680a8c08c65884d3c17bcfe2f786e18b8c,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/simple_selection.csv,8f992e24872b1a85cdd7fc3ab4f4e779d8c4845e10ca65f2fd053978aa40019c,8f992e24872b1a85cdd7fc3ab4f4e779d8c4845e10ca65f2fd053978aa40019c,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/smv6_execution_summary.json,ee2dd95c18a68b19d85ce90b8b0ef188f4a3fc972166727ff3df0f4f19e706f0,ee2dd95c18a68b19d85ce90b8b0ef188f4a3fc972166727ff3df0f4f19e706f0,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/smv6_residual_loss.csv,4a261f2db475f3a30467f21bd32b4b74dd28485489fd757242eaec732c33f520,4a261f2db475f3a30467f21bd32b4b74dd28485489fd757242eaec732c33f520,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/smv6_v2.py,456dba36a7a6dc1c6aa815741e8f6088c5efe8bf82f954ec647c86221e2c58a7,456dba36a7a6dc1c6aa815741e8f6088c5efe8bf82f954ec647c86221e2c58a7,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/smv6_window_metrics.csv,b9a358593f9717e9d96cedbc08e5354156d3e6511faa4c9f7b2a5c37670b1d18,b9a358593f9717e9d96cedbc08e5354156d3e6511faa4c9f7b2a5c37670b1d18,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/source_funnel_manifest.json,567c03cf4a032e2140f7d0d6e8f5c1d1adb6acc7a04eacced4da05d9943995d8,567c03cf4a032e2140f7d0d6e8f5c1d1adb6acc7a04eacced4da05d9943995d8,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/source_input_fingerprints.json,33cf004bbea4be5b6bd6ed14c2707fe3d3ea6188d64bcf695830be15187706c7,33cf004bbea4be5b6bd6ed14c2707fe3d3ea6188d64bcf695830be15187706c7,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/state_transitions.csv,c67a128b51ebf5a9545a5137bfde4a7000872d10a4bed232eeeeecac86ce445a,c67a128b51ebf5a9545a5137bfde4a7000872d10a4bed232eeeeecac86ce445a,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/state_v2.py,094adceb5d12121c30d4737dcae87cc7900c790295eef2a7e893abefafec3ef8,094adceb5d12121c30d4737dcae87cc7900c790295eef2a7e893abefafec3ef8,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/structural_stop_preregistration.json,10c52c1e7e0c2ad5a973c6fa50f21afade5e1210ed8240b58da71356fe8ec8a0,10c52c1e7e0c2ad5a973c6fa50f21afade5e1210ed8240b58da71356fe8ec8a0,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/takeover_inventory.json,d3ec64d001c200912358e3dbe18dbc3dfe734357d810711da911a87ebd5e5976,d3ec64d001c200912358e3dbe18dbc3dfe734357d810711da911a87ebd5e5976,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/temporal_robustness.csv,e88daa756233174dff3b36477057d153dd6c08f913422288e5d2210dad1fa050,e88daa756233174dff3b36477057d153dd6c08f913422288e5d2210dad1fa050,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/temporal_split_audit.csv,7df1183cb3bbe0394d27a47c36d09cdf3273120e5ac9d137055dcbfd7932fc46,7df1183cb3bbe0394d27a47c36d09cdf3273120e5ac9d137055dcbfd7932fc46,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/test_v2.py,bc4b85e14ad971f17e32fad98c8d189f6448b19ff40e1c20cc94d84e82d8254d,bc4b85e14ad971f17e32fad98c8d189f6448b19ff40e1c20cc94d84e82d8254d,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/validate_v2.py,2d2fdce4a75186ff57fcecc1314d66157af6669bbff31904ce0a8348c3b349db,2d2fdce4a75186ff57fcecc1314d66157af6669bbff31904ce0a8348c3b349db,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/verification_results.json,d3036af6c99830480002aa084b5744a9799b9257b5635ab41993fc7beae4bf12,d3036af6c99830480002aa084b5744a9799b9257b5635ab41993fc7beae4bf12,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/configs/frozen/atrdr_v29.json,5e3eb472223d8bccd45adee110fdf8606ed0ae0f692257d887c14ad6dbc63c8f,5e3eb472223d8bccd45adee110fdf8606ed0ae0f692257d887c14ad6dbc63c8f,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/configs/frozen/ifcgr_v29r2.json,eca1499ba83a92c7586017da6d9138177856b6f6189a4c8a4002bf61ecfc5403,eca1499ba83a92c7586017da6d9138177856b6f6189a4c8a4002bf61ecfc5403,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/configs/frozen/mcb_v72.json,7bacbfc440e8e9b091f401d3bf8445baf470253b9b45ac3913eab9c0628d8c53,7bacbfc440e8e9b091f401d3bf8445baf470253b9b45ac3913eab9c0628d8c53,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/configs/frozen/ogr_v28r2.json,f954a95adc6c13393b8bd7ee2d2a0a9994d84a9e3c46c1eb56e99d5dc7b1f39e,f954a95adc6c13393b8bd7ee2d2a0a9994d84a9e3c46c1eb56e99d5dc7b1f39e,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/configs/frozen/smv6_ci.json,762fed8aabe5414d80799e6f9ebeda1438c6941cdd6d838a7e076136fa32dee1,762fed8aabe5414d80799e6f9ebeda1438c6941cdd6d838a7e076136fa32dee1,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/__init__.py,c29c0e938ed8bd29018fa99b561bd71580b9638865cf53418d0639790a44306f,c29c0e938ed8bd29018fa99b561bd71580b9638865cf53418d0639790a44306f,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/compare.py,0eb3fb3bc41a54010f72a9323759fe917b092c85e6c46fdc949d0fe563753bbc,0eb3fb3bc41a54010f72a9323759fe917b092c85e6c46fdc949d0fe563753bbc,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/errors.py,45a29d8f808ae2e4b62174e8790d67f1695384821a49ee53c179f50a3c12f5dc,45a29d8f808ae2e4b62174e8790d67f1695384821a49ee53c179f50a3c12f5dc,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/execution/__init__.py,14e12333e8a9b0f8b3c67c6d92393dda199ba65d8b86bef0f41416a086a958cc,14e12333e8a9b0f8b3c67c6d92393dda199ba65d8b86bef0f41416a086a958cc,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/execution/daily.py,2a8c327ce5f3f4f5d0f879bb1bed184ef5fecd5baa7144ee65a8edc865c1c0eb,2a8c327ce5f3f4f5d0f879bb1bed184ef5fecd5baa7144ee65a8edc865c1c0eb,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/io.py,9416a375e06dddacaf6f14063b2ca6ad78834d15cbc335f5521e0b377034a10b,9416a375e06dddacaf6f14063b2ca6ad78834d15cbc335f5521e0b377034a10b,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/reproduce.py,f5f778fb0b67beb8a62f479f51ced71a0652efc4be1099959c4431e621863208,f5f778fb0b67beb8a62f479f51ced71a0652efc4be1099959c4431e621863208,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/strategies/__init__.py,cbd44169e2521426589d5f4848f361666b6dd9efafb3f638ce2583f1c7e726c9,cbd44169e2521426589d5f4848f361666b6dd9efafb3f638ce2583f1c7e726c9,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/strategies/atrdr.py,951d4aaafce634888e9f42b36fd1137917b5f730d86535adb97641398c9be107,951d4aaafce634888e9f42b36fd1137917b5f730d86535adb97641398c9be107,True
FROZEN_PRODUCTION,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/src/five_strategy_bundle/strategies/atrdr_post.py,7a8b7f1c1aa8ad729fad0fec4581127a1e0bf5a345c37f0ec6f441b0f7f2db54,7a8b7f1c1aa8ad729fad0fec4581127a1e0bf5a345c37f0ec6f441b0f7f2db54,True
