trade_id,baseline_block,symbol,entry_signal_date,entry_year,available_at_timestamp,daily_snapshot_id,minimum_volume_index_0_29,sessions_since_minimum_volume,minimum_volume_tie_count,minimum_volume_ratio,minimum_volume_location,anchor_close,anchor_low,post_anchor_min_close_log_distance,post_anchor_min_low_log_distance,low_support_held,close_support_held_neighbor
DEVELOPMENT_2024_2025:300241.SZ-001,DEVELOPMENT_2024_2025,300241.SZ,2024-12-20,2024,2024-12-20T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.539735244375,0.195402298851,1.12032730888,1.11216463268,0.0198383422197,-0.0335852461219,False,True
DEVELOPMENT_2024_2025:300254.SZ-001,DEVELOPMENT_2024_2025,300254.SZ,2025-06-03,2025,2025-06-03T15:00:00,PITB-80B916173F29877FD683,9,20,1,0.381269866686,0.0671641791045,1.06773399015,1.05665024631,0.0103271141558,0.0104348772926,True,True
DEVELOPMENT_2024_2025:300259.SZ-001,DEVELOPMENT_2024_2025,300259.SZ,2025-11-04,2025,2025-11-04T15:00:00,PITB-80B916173F29877FD683,11,18,1,0.572643432589,0.323529411765,1.25147357194,1.24179722989,-0.0287601521753,-0.0263173083174,False,False
DEVELOPMENT_2024_2025:300267.SZ-001,DEVELOPMENT_2024_2025,300267.SZ,2025-07-16,2025,2025-07-16T15:00:00,PITB-80B916173F29877FD683,18,11,1,0.445153883162,0.268292682927,0.890265672582,0.881759949596,0.0436206224759,0.0127797266464,True,True
DEVELOPMENT_2024_2025:300279.SZ-001,DEVELOPMENT_2024_2025,300279.SZ,2024-12-10,2024,2024-12-10T15:00:00,PITB-80B916173F29877FD683,4,25,1,0.522879626802,0.172413793103,1.23828125,1.19140625,-0.0271799305318,4.4408920985e-16,True,False
DEVELOPMENT_2024_2025:300285.SZ-001,DEVELOPMENT_2024_2025,300285.SZ,2024-05-09,2024,2024-05-09T15:00:00,PITB-80B916173F29877FD683,6,23,1,0.336571830519,0.112582781457,0.622478519724,0.609072404922,-0.00700937449258,0.0106509882633,True,False
DEVELOPMENT_2024_2025:300286.SZ-001,DEVELOPMENT_2024_2025,300286.SZ,2025-02-17,2025,2025-02-17T15:00:00,PITB-80B916173F29877FD683,15,14,1,0.537590177458,0.264264264264,0.658417218456,0.64789069253,-0.011410912197,-0.0031496089029,False,False
DEVELOPMENT_2024_2025:300324.SZ-001,DEVELOPMENT_2024_2025,300324.SZ,2024-09-24,2024,2024-09-24T15:00:00,PITB-80B916173F29877FD683,2,27,1,0.503918576488,0.185185185185,0.740350877193,0.715789473684,-0.0239819646865,-0.0148150857851,False,False
DEVELOPMENT_2024_2025:300327.SZ-001,DEVELOPMENT_2024_2025,300327.SZ,2025-12-10,2025,2025-12-10T15:00:00,PITB-80B916173F29877FD683,5,24,1,0.423670256448,0.0773333333333,0.696441092269,0.685323446554,-0.0110836219678,-0.00892343457596,False,False
DEVELOPMENT_2024_2025:300346.SZ-001,DEVELOPMENT_2024_2025,300346.SZ,2025-05-06,2025,2025-05-06T15:00:00,PITB-80B916173F29877FD683,5,24,1,0.316141521504,0.150224215247,1.16799274911,1.1670120667,-0.0189297925422,-0.06689423483,False,False
DEVELOPMENT_2024_2025:300348.SZ-001,DEVELOPMENT_2024_2025,300348.SZ,2024-09-24,2024,2024-09-24T15:00:00,PITB-80B916173F29877FD683,2,27,1,0.354756523426,0.127659574468,0.669871443974,0.659493153997,-0.017045867273,-0.0144094712202,False,False
DEVELOPMENT_2024_2025:300357.SZ-001,DEVELOPMENT_2024_2025,300357.SZ,2024-05-08,2024,2024-05-08T15:00:00,PITB-80B916173F29877FD683,14,15,1,0.479336593872,0.0695652173913,0.413382090261,0.412641925373,-0.0108011851173,-0.0144537294906,False,False
DEVELOPMENT_2024_2025:300357.SZ-002,DEVELOPMENT_2024_2025,300357.SZ,2025-07-16,2025,2025-07-16T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.50876320147,0,0.373878160861,0.373314808535,0.00700703567647,-0.0055485640459,False,True
DEVELOPMENT_2024_2025:300371.SZ-001,DEVELOPMENT_2024_2025,300371.SZ,2025-09-22,2025,2025-09-22T15:00:00,PITB-80B916173F29877FD683,27,2,1,0.541413488639,0.429530201342,1.49642181693,1.484622075,0.00214822853829,-0.00725166339532,False,True
DEVELOPMENT_2024_2025:300377.SZ-001,DEVELOPMENT_2024_2025,300377.SZ,2024-09-24,2024,2024-09-24T15:00:00,PITB-80B916173F29877FD683,3,26,1,0.329140798719,0.0693069306931,0.636653646561,0.634273632929,0.0185190477672,-0.00375940292391,False,True
DEVELOPMENT_2024_2025:300404.SZ-001,DEVELOPMENT_2024_2025,300404.SZ,2024-12-09,2024,2024-12-09T15:00:00,PITB-80B916173F29877FD683,23,6,1,0.600939178881,0.231404958678,1.12569527388,1.12443610691,0.00779948243482,-0.0226510250369,False,True
DEVELOPMENT_2024_2025:300433.SZ-001,DEVELOPMENT_2024_2025,300433.SZ,2024-05-06,2024,2024-05-06T15:00:00,PITB-80B916173F29877FD683,16,13,1,0.647307824744,0.149606299213,1.25041899883,1.2428749928,-0.0144324571216,-0.0106789725759,False,False
DEVELOPMENT_2024_2025:300437.SZ-001,DEVELOPMENT_2024_2025,300437.SZ,2025-11-06,2025,2025-11-06T15:00:00,PITB-80B916173F29877FD683,3,26,1,0.538162505444,0.119047619048,0.493197278912,0.489229024943,-0.0232568621643,-0.0474584904064,False,False
DEVELOPMENT_2024_2025:300440.SZ-001,DEVELOPMENT_2024_2025,300440.SZ,2025-06-16,2025,2025-06-16T15:00:00,PITB-80B916173F29877FD683,16,13,1,0.370463406532,0.0778646040986,1.20396393834,1.19259237812,0.00940077428471,0.00119118537015,True,True
DEVELOPMENT_2024_2025:300442.SZ-001,DEVELOPMENT_2024_2025,300442.SZ,2024-09-24,2024,2024-09-24T15:00:00,PITB-80B916173F29877FD683,2,27,1,0.475333340645,0.0309278350515,0.920214037413,0.906668626606,-0.004282661792,0.000963391211314,True,False
DEVELOPMENT_2024_2025:300452.SZ-001,DEVELOPMENT_2024_2025,300452.SZ,2025-06-03,2025,2025-06-03T15:00:00,PITB-80B916173F29877FD683,9,20,1,0.478239627138,0,0.7032211302,0.70203325667,0.00757260665397,0.00674538813953,True,True
DEVELOPMENT_2024_2025:300457.SZ-001,DEVELOPMENT_2024_2025,300457.SZ,2025-08-28,2025,2025-08-28T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.518124024242,0.105882620458,1.16170514048,1.12424881497,-0.00743208919718,0.0180013122874,True,False
DEVELOPMENT_2024_2025:300459.SZ-001,DEVELOPMENT_2024_2025,300459.SZ,2024-09-25,2024,2024-09-25T15:00:00,PITB-80B916173F29877FD683,1,28,1,0.437612170135,0.12,1.05956112853,1.0407523511,-0.00296296513066,-0.0305834233721,False,False
DEVELOPMENT_2024_2025:300479.SZ-001,DEVELOPMENT_2024_2025,300479.SZ,2024-12-10,2024,2024-12-10T15:00:00,PITB-80B916173F29877FD683,4,25,1,0.462285512689,0.367052023121,1.09286523216,1.05266138165,-0.0680680586956,-0.0378230888866,False,False
DEVELOPMENT_2024_2025:300479.SZ-002,DEVELOPMENT_2024_2025,300479.SZ,2025-06-23,2025,2025-06-23T15:00:00,PITB-80B916173F29877FD683,6,23,1,0.454873279203,0.199134199134,1.11268403171,1.08267270668,-0.0236880282957,-0.00419287826004,False,False
DEVELOPMENT_2024_2025:300487.SZ-001,DEVELOPMENT_2024_2025,300487.SZ,2024-09-24,2024,2024-09-24T15:00:00,PITB-80B916173F29877FD683,8,21,1,0.273213457407,0.156504065041,0.837217252903,0.829596289613,-0.0202292462435,-0.0198813705538,False,False
DEVELOPMENT_2024_2025:300490.SZ-001,DEVELOPMENT_2024_2025,300490.SZ,2025-09-25,2025,2025-09-25T15:00:00,PITB-80B916173F29877FD683,14,15,1,0.50353388616,0,0.739309210526,0.736842105263,0.0220030878841,0.00445435034938,True,True
DEVELOPMENT_2024_2025:300494.SZ-001,DEVELOPMENT_2024_2025,300494.SZ,2025-08-28,2025,2025-08-28T15:00:00,PITB-80B916173F29877FD683,17,12,1,0.512933561257,0.355029585799,1.71961241475,1.69008610268,-0.0124396904756,-0.0183361977886,False,False
DEVELOPMENT_2024_2025:300497.SZ-001,DEVELOPMENT_2024_2025,300497.SZ,2025-11-06,2025,2025-11-06T15:00:00,PITB-80B916173F29877FD683,21,8,1,0.602079308162,0.323529411765,0.774904942966,0.768060836502,-0.0138342127295,-0.0383498053749,False,False
DEVELOPMENT_2024_2025:300522.SZ-001,DEVELOPMENT_2024_2025,300522.SZ,2025-05-29,2025,2025-05-29T15:00:00,PITB-80B916173F29877FD683,10,19,1,0.384824410754,0,1.51210900751,1.51090413977,0.0150259845662,-0.00319489089652,False,True
DEVELOPMENT_2024_2025:300551.SZ-001,DEVELOPMENT_2024_2025,300551.SZ,2025-09-22,2025,2025-09-22T15:00:00,PITB-80B916173F29877FD683,22,7,1,0.45631001902,0.486187845304,0.947286821705,0.938759689922,0.021854370394,-0.0133002791875,False,True
DEVELOPMENT_2024_2025:300576.SZ-001,DEVELOPMENT_2024_2025,300576.SZ,2025-12-01,2025,2025-12-01T15:00:00,PITB-80B916173F29877FD683,29,0,1,0.469440478513,0.114058355438,2.61016070986,2.58164256525,0,0,True,True
DEVELOPMENT_2024_2025:300595.SZ-001,DEVELOPMENT_2024_2025,300595.SZ,2025-07-23,2025,2025-07-23T15:00:00,PITB-80B916173F29877FD683,7,22,1,0.502266364136,0,0.436093567732,0.435201152518,0.00815221906155,-0.00205268631774,False,True
DEVELOPMENT_2024_2025:300627.SZ-001,DEVELOPMENT_2024_2025,300627.SZ,2025-02-07,2025,2025-02-07T15:00:00,PITB-80B916173F29877FD683,21,8,1,0.585639352477,0.299445471349,1.32978346568,1.30423726203,0.0266409198246,0.0206949101468,True,True
DEVELOPMENT_2024_2025:300627.SZ-002,DEVELOPMENT_2024_2025,300627.SZ,2025-06-24,2025,2025-06-24T15:00:00,PITB-80B916173F29877FD683,5,24,1,0.46760561281,0.0986301369863,1.47615630821,1.45855014083,-0.000935891504905,0.00965735924002,True,False
DEVELOPMENT_2024_2025:300632.SZ-001,DEVELOPMENT_2024_2025,300632.SZ,2024-12-09,2024,2024-12-09T15:00:00,PITB-80B916173F29877FD683,21,8,1,0.423646901817,0.256108477273,0.970387337186,0.962219093607,0.0191752436305,-0.0284134482232,False,True
DEVELOPMENT_2024_2025:300635.SZ-001,DEVELOPMENT_2024_2025,300635.SZ,2024-12-06,2024,2024-12-06T15:00:00,PITB-80B916173F29877FD683,6,23,1,0.506104387151,0.122549019608,0.826916107709,0.792655929989,0.0260237734213,0.0470110541913,True,True
DEVELOPMENT_2024_2025:300670.SZ-001,DEVELOPMENT_2024_2025,300670.SZ,2025-09-30,2025,2025-09-30T15:00:00,PITB-80B916173F29877FD683,16,13,1,0.434962920782,0.353846153846,0.975163398693,0.959477124183,0.00133958492906,-1.11022302463e-16,False,True
DEVELOPMENT_2024_2025:300679.SZ-001,DEVELOPMENT_2024_2025,300679.SZ,2024-04-26,2024,2024-04-26T15:00:00,PITB-80B916173F29877FD683,1,28,1,0.48480520455,0.0588235294118,1.05789935115,1.04886215763,-0.00597171708451,-0.0107626711561,False,False
DEVELOPMENT_2024_2025:300702.SZ-001,DEVELOPMENT_2024_2025,300702.SZ,2025-04-25,2025,2025-04-25T15:00:00,PITB-80B916173F29877FD683,5,24,1,0.26102122569,0.388888888889,0.762821657602,0.76116784371,-0.0748169997729,-0.115612660415,False,False
DEVELOPMENT_2024_2025:300710.SZ-001,DEVELOPMENT_2024_2025,300710.SZ,2025-11-03,2025,2025-11-03T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.379392084991,0.148247978437,0.755896226415,0.75,0.000519885636872,-0.0632814499475,False,True
DEVELOPMENT_2024_2025:300733.SZ-001,DEVELOPMENT_2024_2025,300733.SZ,2024-12-20,2024,2024-12-20T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.461750948511,0,0.831773180077,0.825124904215,0.0123567326889,-0.0373960583475,False,True
DEVELOPMENT_2024_2025:300733.SZ-002,DEVELOPMENT_2024_2025,300733.SZ,2025-02-06,2025,2025-02-06T15:00:00,PITB-80B916173F29877FD683,7,22,1,0.508595854738,0.0394088669951,0.867969348659,0.865014559387,-0.0068317942917,-0.0356404518913,False,False
DEVELOPMENT_2024_2025:300748.SZ-001,DEVELOPMENT_2024_2025,300748.SZ,2025-06-11,2025,2025-06-11T15:00:00,PITB-80B916173F29877FD683,21,8,1,0.257879969932,0,1.08709521956,1.08433889294,0.00757770738924,0.00810131013074,True,True
DEVELOPMENT_2024_2025:300758.SZ-001,DEVELOPMENT_2024_2025,300758.SZ,2025-02-11,2025,2025-02-11T15:00:00,PITB-80B916173F29877FD683,4,25,1,0.17107617913,0.157446808511,1.00309087163,0.989078920256,-0.0308743755278,-0.0339015516757,False,False
DEVELOPMENT_2024_2025:300760.SZ-001,DEVELOPMENT_2024_2025,300760.SZ,2024-03-11,2024,2024-03-11T15:00:00,PITB-80B916173F29877FD683,7,22,1,0.662873720359,0.0100235849057,0.885630846528,0.879809767654,-0.0012705532352,-0.00944258413458,False,False
DEVELOPMENT_2024_2025:300763.SZ-001,DEVELOPMENT_2024_2025,300763.SZ,2025-08-29,2025,2025-08-29T15:00:00,PITB-80B916173F29877FD683,13,16,1,0.414965775049,0.192492781521,0.327662580998,0.324601354235,-0.00972952968372,-0.0136385368252,False,False
DEVELOPMENT_2024_2025:300770.SZ-001,DEVELOPMENT_2024_2025,300770.SZ,2024-05-13,2024,2024-05-13T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.44584878417,0.0767790262172,1.02644681104,1.02424058468,-0.0110767038232,-0.0353509888789,False,False
DEVELOPMENT_2024_2025:300770.SZ-002,DEVELOPMENT_2024_2025,300770.SZ,2025-06-09,2025,2025-06-09T15:00:00,PITB-80B916173F29877FD683,0,29,1,0.416909998973,0,1.13384947369,1.12875284728,0.000792916653146,-0.00319234109897,False,True
DEVELOPMENT_2024_2025:300775.SZ-001,DEVELOPMENT_2024_2025,300775.SZ,2024-05-09,2024,2024-05-09T15:00:00,PITB-80B916173F29877FD683,6,23,1,0.521579208728,0.423772609819,0.610909238515,0.599954652503,-0.0708413559583,-0.0617398931819,False,False
DEVELOPMENT_2024_2025:300779.SZ-001,DEVELOPMENT_2024_2025,300779.SZ,2025-02-12,2025,2025-02-12T15:00:00,PITB-80B916173F29877FD683,23,6,1,0.595110792353,0.248897290485,3.58090394669,3.52149915964,0.0394660872943,0.0281479388194,True,True
DEVELOPMENT_2024_2025:300788.SZ-001,DEVELOPMENT_2024_2025,300788.SZ,2025-02-11,2025,2025-02-11T15:00:00,PITB-80B916173F29877FD683,22,7,1,0.359307370742,0.114186851211,1.55871950794,1.55674582069,0.00694009094706,-0.00126863321804,False,True
DEVELOPMENT_2024_2025:300790.SZ-001,DEVELOPMENT_2024_2025,300790.SZ,2024-12-09,2024,2024-12-09T15:00:00,PITB-80B916173F29877FD683,21,8,1,0.407498753486,0,0.989577827501,0.988954274995,0.0162503575988,-0.0223152390183,False,True
DEVELOPMENT_2024_2025:300796.SZ-001,DEVELOPMENT_2024_2025,300796.SZ,2024-04-26,2024,2024-04-26T15:00:00,PITB-80B916173F29877FD683,18,11,1,0.540131827589,0.162698412698,1.27067934044,1.25238991882,-0.00895014580408,-0.0325116973866,False,False
DEVELOPMENT_2024_2025:300801.SZ-001,DEVELOPMENT_2024_2025,300801.SZ,2025-06-23,2025,2025-06-23T15:00:00,PITB-80B916173F29877FD683,0,29,1,0.382650971568,0.114406779661,0.765041220189,0.759761763839,-0.0170836169941,-0.0197773591378,False,False
DEVELOPMENT_2024_2025:300803.SZ-001,DEVELOPMENT_2024_2025,300803.SZ,2024-09-24,2024,2024-09-24T15:00:00,PITB-80B916173F29877FD683,13,16,1,0.493114357841,0.248259860789,0.749568965517,0.742672413793,-0.0312479796802,-0.0327414587382,False,False
DEVELOPMENT_2024_2025:300827.SZ-001,DEVELOPMENT_2024_2025,300827.SZ,2025-09-03,2025,2025-09-03T15:00:00,PITB-80B916173F29877FD683,9,20,1,0.479343013761,0.214912280702,0.730488143301,0.716693517419,-0.00689063880612,0.00523561405395,True,False
DEVELOPMENT_2024_2025:300863.SZ-001,DEVELOPMENT_2024_2025,300863.SZ,2025-06-23,2025,2025-06-23T15:00:00,PITB-80B916173F29877FD683,13,16,1,0.562033712561,0.106617647059,1.10268352421,1.0867527949,0.00407460209557,-0.0131517533198,False,True
DEVELOPMENT_2024_2025:300910.SZ-001,DEVELOPMENT_2024_2025,300910.SZ,2025-01-23,2025,2025-01-23T15:00:00,PITB-80B916173F29877FD683,10,19,1,0.456596141646,0.269320843091,0.744286807866,0.734646648229,-0.0193918139693,-0.0256659367955,False,False
DEVELOPMENT_2024_2025:300919.SZ-001,DEVELOPMENT_2024_2025,300919.SZ,2024-03-11,2024,2024-03-11T15:00:00,PITB-80B916173F29877FD683,7,22,1,0.592523578879,0.222701149425,0.644924073594,0.644624248362,-0.0366948495813,-0.122824793753,False,False
DEVELOPMENT_2024_2025:300938.SZ-001,DEVELOPMENT_2024_2025,300938.SZ,2025-10-29,2025,2025-10-29T15:00:00,PITB-80B916173F29877FD683,15,14,1,0.479466300437,0.0972568578554,1.37089048926,1.36161988578,-0.016620881236,-0.068688966303,False,False
DEVELOPMENT_2024_2025:300945.SZ-001,DEVELOPMENT_2024_2025,300945.SZ,2024-12-02,2024,2024-12-02T15:00:00,PITB-80B916173F29877FD683,21,8,1,0.493744033926,0.192857142857,0.671276473686,0.651750879165,-0.00301356330526,0.0204506104713,True,False
DEVELOPMENT_2024_2025:300947.SZ-001,DEVELOPMENT_2024_2025,300947.SZ,2025-03-17,2025,2025-03-17T15:00:00,PITB-80B916173F29877FD683,2,27,1,0.6111454162,0.0227272727273,1.32204665162,1.30173062453,0.00962907468243,-0.0116280379951,False,True
DEVELOPMENT_2024_2025:300971.SZ-001,DEVELOPMENT_2024_2025,300971.SZ,2024-12-05,2024,2024-12-05T15:00:00,PITB-80B916173F29877FD683,15,14,1,0.652185125575,0.48623853211,1.09433147103,1.0913014808,-0.0462783237908,-0.0556624051833,False,False
DEVELOPMENT_2024_2025:300987.SZ-001,DEVELOPMENT_2024_2025,300987.SZ,2025-06-12,2025,2025-06-12T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.537557994205,0.297872340426,1.01620994833,1.00640728002,-0.00904398929322,-0.00194995186908,False,False
DEVELOPMENT_2024_2025:301048.SZ-001,DEVELOPMENT_2024_2025,301048.SZ,2025-06-10,2025,2025-06-10T15:00:00,PITB-80B916173F29877FD683,4,25,1,0.452110907236,0,1.05239300332,1.03856089375,0,0.012134732466,True,True
DEVELOPMENT_2024_2025:301048.SZ-002,DEVELOPMENT_2024_2025,301048.SZ,2025-08-08,2025,2025-08-08T15:00:00,PITB-80B916173F29877FD683,14,15,1,0.328610047144,0.0434782608696,1.21727860297,1.20916341229,0.0179334678735,-0.00673403218134,False,True
DEVELOPMENT_2024_2025:301052.SZ-001,DEVELOPMENT_2024_2025,301052.SZ,2025-06-10,2025,2025-06-10T15:00:00,PITB-80B916173F29877FD683,14,15,1,0.460973690704,0.316646002954,2.0636464063,2.02726122135,-0.00176470634032,0.00209173839901,True,False
DEVELOPMENT_2024_2025:301083.SZ-001,DEVELOPMENT_2024_2025,301083.SZ,2025-11-05,2025,2025-11-05T15:00:00,PITB-80B916173F29877FD683,4,25,1,0.430716640482,0.190721649485,1.51179142496,1.46508129181,-0.0222298129538,-0.0324015883654,False,False
DEVELOPMENT_2024_2025:301093.SZ-001,DEVELOPMENT_2024_2025,301093.SZ,2025-06-23,2025,2025-06-23T15:00:00,PITB-80B916173F29877FD683,5,24,1,0.246650297927,0.122105263158,1.08720779085,1.07793193341,-0.0208340869028,-0.0140821969669,False,False
DEVELOPMENT_2024_2025:301096.SZ-001,DEVELOPMENT_2024_2025,301096.SZ,2025-07-30,2025,2025-07-30T15:00:00,PITB-80B916173F29877FD683,7,22,1,0.567466100204,0.104265402844,0.634026355248,0.631968782468,0.027211007796,-0.00606486580256,False,True
DEVELOPMENT_2024_2025:301096.SZ-002,DEVELOPMENT_2024_2025,301096.SZ,2025-11-03,2025,2025-11-03T15:00:00,PITB-80B916173F29877FD683,23,6,1,0.400937996992,0.145903479237,0.834639701311,0.82332305102,-0.0231574295515,-0.0161961431266,False,False
DEVELOPMENT_2024_2025:301141.SZ-001,DEVELOPMENT_2024_2025,301141.SZ,2025-06-04,2025,2025-06-04T15:00:00,PITB-80B916173F29877FD683,26,3,1,0.374903770903,0.219907407407,1.20317229781,1.19894721951,0.00323624877921,0.00432784013351,True,True
DEVELOPMENT_2024_2025:301165.SZ-001,DEVELOPMENT_2024_2025,301165.SZ,2025-06-24,2025,2025-06-24T15:00:00,PITB-80B916173F29877FD683,12,17,1,0.550793988201,0,1.8805129823,1.8805129823,0.0155322431917,-1.11022302463e-16,False,True
DEVELOPMENT_2024_2025:301182.SZ-001,DEVELOPMENT_2024_2025,301182.SZ,2025-09-03,2025,2025-09-03T15:00:00,PITB-80B916173F29877FD683,8,21,1,0.429755743762,0.0759493670886,1.90183597967,1.85672900387,-0.00359166016716,0.0112360732669,True,False
