gap,period,mcb_mode,policy,date,portfolio_return,DD,ATRDR_contribution,MCB_contribution,Gap_contribution,SMV6_contribution,shared_funded_contribution,Demand_exposure,Gap_exposure,SMV6_exposure,total_gross,cash,top_symbols
OGR,2018_2021,independent,P1,2019-09-17,-0.0193675007812401,0.0193675007812401,-0.009939160798031,-0.0070754727340348,-3.8873683579304095e-05,-0.0023139935655947,-0.0006694092861757,0.5949191460966128,0.0011859397222447,0.1383741889174916,0.734479274736349,1523290.1522794664,"[[""159915.SZ"", 205486.0], [""159901.SZ"", 204452.34999999998], [""510300.SH"", 203879.99999999997], [""159928.SZ"", 144943.2], [""600406.SH"", 70865.33873121842], [""002831.SZ"", 70249.20920201979], [""002065.SZ"", 69537.23717438514], [""002534.SZ"", 69295.36216908119], [""600560.SH"", 68839.60232111692], [""603528.SH"", 68833.6472429592]]"
OGR,2018_2021,independent,P1,2018-11-23,-0.0169503182296806,0.0223138632414388,-0.0115024291581145,-0.0052294064734418,-0.0002184825981242,0.0,-8.257140796410959e-05,0.3985113748815169,0.0048886174842531,0.0,0.40339999236577,3102032.642250844,"[[""603922.SH"", 55487.50406509916], [""600820.SH"", 55381.428933050855], [""603488.SH"", 54425.24913203487], [""002768.SZ"", 54389.12245822137], [""002519.SZ"", 54010.69021846567], [""603000.SH"", 53924.7800700146], [""300457.SZ"", 49284.86840900602], [""300600.SZ"", 45474.554792710966], [""300499.SZ"", 44726.00586785215], [""300313.SZ"", 44662.87037159882]]"
OGR,2018_2021,independent,P1,2020-07-15,-0.0156049176764481,0.0174048482289207,-0.0083508018918547,-0.0049542609676833,0.0,-0.0022998548169101,-0.000277618635524,0.4978358871071044,0.0,0.1574183970714359,0.6552542841785404,2187676.4920202508,"[[""512980.SH"", 371055.1], [""159938.SZ"", 229244.99999999997], [""159928.SZ"", 194128.19999999998], [""510180.SH"", 177245.99999999997], [""002062.SZ"", 77831.24432673884], [""600496.SH"", 77374.62909235871], [""000713.SZ"", 76606.02386282368], [""002543.SZ"", 75568.67964511106], [""600406.SH"", 75156.64329304789], [""002743.SZ"", 75143.50597303467]]"
OGR,2018_2021,independent,P1,2019-09-25,-0.0134725005176954,0.017394324884461,-0.0071124283958036,-0.0052044253433651,0.0,-0.0011556467785266,-0.0003717698817673,0.4988145781748085,0.0,0.137975348995232,0.6367899271700406,2087925.8875220187,"[[""159915.SZ"", 204597.0], [""159901.SZ"", 204541.65000000002], [""510300.SH"", 202859.99999999997], [""159928.SZ"", 146370.0], [""002831.SZ"", 74425.31426518134], [""002534.SZ"", 71275.22965962636], [""002829.SZ"", 69452.7856818402], [""600560.SH"", 68766.36870162637], [""000425.SZ"", 67578.71435383071], [""000157.SZ"", 67477.88704057242]]"
OGR,2018_2021,independent,P1,2019-09-26,-0.0111305399759322,0.0283312566319123,-0.0050184706415111,-0.0036809543596703,0.0,-0.0024311149747505,-0.0002511062070474,0.3699494744724115,0.0,0.137069895977152,0.5070193704495636,2802373.479451981,"[[""510300.SH"", 201240.0], [""159901.SZ"", 201103.6], [""159915.SZ"", 198247.0], [""159928.SZ"", 144008.4], [""002831.SZ"", 73810.22902332034], [""002829.SZ"", 68357.12385688568], [""000425.SZ"", 66839.34111144744], [""600560.SH"", 66715.82735589097], [""000157.SZ"", 66543.93704693129], [""603955.SH"", 65329.862232388106]]"
OGR,2018_2021,independent,P1,2020-03-09,-0.0111049415260714,0.0142478115353706,-0.0065801336404721,-0.0045005277378908,-2.4280147708335537e-05,0.0,0.0,0.4218830620999619,0.0012620141859488,0.0,0.4231450762859108,3357419.8978589177,"[[""600963.SH"", 72573.29696514015], [""600433.SH"", 70408.52002230819], [""002337.SZ"", 69821.14579989028], [""603909.SH"", 69667.88748640148], [""002251.SZ"", 69415.3688309274], [""002615.SZ"", 68673.52497304785], [""600987.SH"", 68630.1719814091], [""601996.SH"", 68621.24212190736], [""000929.SZ"", 68251.73294072361], [""002142.SZ"", 68120.71458057164]]"
OGR,2018_2021,independent,P1,2018-11-20,-0.0105666845554023,0.0107224586613814,-0.0072477849287067,-0.0032457036542472,-7.319597244829608e-05,0.0,-0.0001839797728017,0.4261826595282534,0.007466708873643,0.0,0.4336493684018965,2979663.292920941,"[[""600820.SH"", 57821.9664792531], [""002519.SZ"", 57101.220176470524], [""002768.SZ"", 56857.551862094486], [""603922.SH"", 56713.19818474613], [""603488.SH"", 56596.65546806201], [""603000.SH"", 55469.5003324369], [""300457.SZ"", 48717.112585639545], [""300045.SZ"", 47838.283483760635], [""300295.SZ"", 46720.752573668564], [""300313.SZ"", 46673.75790017792]]"
OGR,2018_2021,independent,P2,2020-07-16,-0.0254333929124441,0.0423983888631672,-0.0115734889563567,-0.0057307740142481,0.0,-0.0081291299418392,-0.0001379040765248,0.4929267989895964,0.0,0.1531404507700082,0.6460672497596046,2189460.283504677,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466579], [""002062.SZ"", 74712.05323730847], [""002743.SZ"", 73862.65075758523], [""002061.SZ"", 72922.03451603318], [""002543.SZ"", 72743.68227520035], [""600406.SH"", 72526.16077779121]]"
OGR,2018_2021,independent,P2,2020-07-24,-0.0231736879551531,0.0366603673729107,-0.0093734718747669,-0.0060617618872454,0.0,-0.0077384541931409,-0.0001550159681039,0.4248202465405985,0.0,0.0842973994581751,0.5091176459987737,3054838.8221113603,"[[""512980.SH"", 302285.7], [""159938.SZ"", 182360.6], [""000713.SZ"", 77794.25598478354], [""601226.SH"", 76870.14903307683], [""603861.SH"", 72889.73757887243], [""600939.SH"", 72671.68011865852], [""600477.SH"", 71814.94047786991], [""002543.SZ"", 71596.02709367413], [""600406.SH"", 71432.97323898324], [""002061.SZ"", 71351.00325177395]]"
OGR,2018_2021,independent,P2,2018-03-23,-0.0197633439051212,0.0238661702465957,-0.0164587513375734,-0.0033045925675478,0.0,0.0,0.0,0.3210425574487536,0.001267254557121,0.0,0.3223098120058746,3358358.282037331,"[[""300291.SZ"", 41606.50501666477], [""002799.SZ"", 35674.53033627409], [""603617.SH"", 32236.683093938467], [""600518.SH"", 31281.433119930858], [""002286.SZ"", 31280.817005408768], [""600736.SH"", 30719.182023665067], [""002550.SZ"", 30639.70455357055], [""002880.SZ"", 30121.372337972225], [""600580.SH"", 30039.52119464395], [""603858.SH"", 29800.739454556628]]"
OGR,2018_2021,independent,P2,2019-09-17,-0.0191030609637516,0.0191204999146805,-0.0096778746892481,-0.0070715121867757,-3.8887014032459706e-05,-0.0023147870736955,-0.0004049710484225,0.5894670528836481,0.0011860265744271,0.1383843227380143,0.7290374021960895,1554396.2928943222,"[[""159915.SZ"", 205486.0], [""159901.SZ"", 204452.34999999998], [""510300.SH"", 203879.99999999997], [""159928.SZ"", 144943.2], [""600406.SH"", 70865.33873121842], [""002831.SZ"", 70249.20920201979], [""002065.SZ"", 69537.23717438514], [""002534.SZ"", 69295.36216908119], [""600560.SH"", 68839.60232111692], [""603528.SH"", 68833.6472429592]]"
OGR,2018_2021,independent,P2,2018-11-23,-0.0169503182296806,0.0223138632414388,-0.0115024291581145,-0.0052294064734418,-0.0002184825981242,0.0,-8.257140796410959e-05,0.3985113748815169,0.0048886174842531,0.0,0.40339999236577,3102032.642250844,"[[""603922.SH"", 55487.50406509916], [""600820.SH"", 55381.428933050855], [""603488.SH"", 54425.24913203487], [""002768.SZ"", 54389.12245822137], [""002519.SZ"", 54010.69021846567], [""603000.SH"", 53924.7800700146], [""300457.SZ"", 49284.86840900602], [""300600.SZ"", 45474.554792710966], [""300499.SZ"", 44726.00586785215], [""300313.SZ"", 44662.87037159882]]"
OGR,2018_2021,independent,P2,2020-07-15,-0.0156076056607792,0.017407733681151,-0.0083616036388126,-0.0049467918976751,0.0,-0.0022992101242914,-0.0002784650750346,0.4979162277588452,0.0,0.1573746994566251,0.6552909272154702,2188051.3427676824,"[[""512980.SH"", 371055.1], [""159938.SZ"", 229244.99999999997], [""159928.SZ"", 194128.19999999998], [""510180.SH"", 177245.99999999997], [""002062.SZ"", 77831.24432673884], [""600496.SH"", 77374.62909235871], [""000713.SZ"", 76606.02386282368], [""002543.SZ"", 75568.67964511106], [""600406.SH"", 75156.64329304789], [""002743.SZ"", 75143.50597303468]]"
OGR,2018_2021,independent,P2,2019-09-25,-0.0133288548948272,0.0171325579925341,-0.006973517583395,-0.0051994543973357,0.0,-0.0011558829140964,-0.0002314827274189,0.4934118431165198,0.0,0.1379834503684711,0.631395293484991,2118812.720732835,"[[""159915.SZ"", 204597.0], [""159901.SZ"", 204541.65000000002], [""510300.SH"", 202859.99999999997], [""159928.SZ"", 146370.0], [""002831.SZ"", 74425.31426518134], [""002534.SZ"", 71275.22965962636], [""002829.SZ"", 69452.7856818402], [""600560.SH"", 68766.36870162637], [""000425.SZ"", 67578.71435383071], [""000157.SZ"", 67477.88704057242]]"
OGR,2018_2021,independent,P2,2020-03-09,-0.0111013689581318,0.0142430451696553,-0.006577854115369,-0.0044992414852312,-2.4273357531365705e-05,0.0,0.0,0.4218388780043862,0.0012616566935663,0.0,0.4231005346979525,3358630.5430901884,"[[""600963.SH"", 72573.29696514015], [""600433.SH"", 70408.52002230819], [""002337.SZ"", 69821.1457998903], [""603909.SH"", 69667.88748640151], [""002251.SZ"", 69415.36883092739], [""002615.SZ"", 68673.52497304785], [""600987.SH"", 68630.17198140913], [""601996.SH"", 68621.24212190736], [""000929.SZ"", 68251.73294072361], [""002142.SZ"", 68120.71458057164]]"
OGR,2018_2021,independent,P2,2019-09-26,-0.0108360898456391,0.0277829979004804,-0.0047291654052584,-0.0036756667200604,0.0,-0.0024312577203202,3.8478281284943905e-05,0.3646933686999439,0.0,0.1370371394029101,0.5017305081028541,2833115.336496631,"[[""510300.SH"", 201240.0], [""159901.SZ"", 201103.6], [""159915.SZ"", 198247.0], [""159928.SZ"", 144008.4], [""002831.SZ"", 73810.22902332034], [""002829.SZ"", 68357.12385688568], [""000425.SZ"", 66839.34111144744], [""600560.SH"", 66715.82735589097], [""000157.SZ"", 66543.93704693129], [""603955.SH"", 65329.862232388106]]"
OGR,2018_2021,independent,P2,2018-11-20,-0.0105666845554023,0.0107224586613814,-0.0072477849287067,-0.0032457036542472,-7.319597244829608e-05,0.0,-0.0001839797728017,0.4261826595282534,0.007466708873643,0.0,0.4336493684018965,2979663.292920941,"[[""600820.SH"", 57821.9664792531], [""002519.SZ"", 57101.220176470524], [""002768.SZ"", 56857.551862094486], [""603922.SH"", 56713.19818474613], [""603488.SH"", 56596.65546806201], [""603000.SH"", 55469.5003324369], [""300457.SZ"", 48717.112585639545], [""300045.SZ"", 47838.283483760635], [""300295.SZ"", 46720.752573668564], [""300313.SZ"", 46673.75790017792]]"
OGR,2018_2021,independent,P3_D4,2020-07-16,-0.0254333929124441,0.0423983888631672,-0.0115734889563567,-0.0057307740142481,0.0,-0.0081291299418392,-0.0001379040765248,0.4929267989895964,0.0,0.1531404507700082,0.6460672497596046,2189460.283504677,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466579], [""002062.SZ"", 74712.05323730847], [""002743.SZ"", 73862.65075758523], [""002061.SZ"", 72922.03451603318], [""002543.SZ"", 72743.68227520035], [""600406.SH"", 72526.16077779121]]"
OGR,2018_2021,independent,P3_D4,2020-07-24,-0.0231736879551531,0.0366603673729107,-0.0093734718747669,-0.0060617618872454,0.0,-0.0077384541931409,-0.0001550159681039,0.4248202465405985,0.0,0.0842973994581751,0.5091176459987737,3054838.8221113603,"[[""512980.SH"", 302285.7], [""159938.SZ"", 182360.6], [""000713.SZ"", 77794.25598478354], [""601226.SH"", 76870.14903307683], [""603861.SH"", 72889.73757887243], [""600939.SH"", 72671.68011865852], [""600477.SH"", 71814.94047786991], [""002543.SZ"", 71596.02709367413], [""600406.SH"", 71432.97323898324], [""002061.SZ"", 71351.00325177395]]"
OGR,2018_2021,independent,P3_D4,2018-03-23,-0.0197633439051212,0.0238661702465957,-0.0164587513375734,-0.0033045925675478,0.0,0.0,0.0,0.3210425574487536,0.001267254557121,0.0,0.3223098120058746,3358358.282037331,"[[""300291.SZ"", 41606.50501666477], [""002799.SZ"", 35674.53033627409], [""603617.SH"", 32236.683093938467], [""600518.SH"", 31281.433119930858], [""002286.SZ"", 31280.817005408768], [""600736.SH"", 30719.182023665067], [""002550.SZ"", 30639.70455357055], [""002880.SZ"", 30121.372337972225], [""600580.SH"", 30039.52119464395], [""603858.SH"", 29800.739454556628]]"
OGR,2018_2021,independent,P3_D4,2019-09-17,-0.0191030609637516,0.0191204999146805,-0.0096778746892481,-0.0070715121867757,-3.8887014032459706e-05,-0.0023147870736955,-0.0004049710484225,0.5894670528836481,0.0011860265744271,0.1383843227380143,0.7290374021960895,1554396.2928943222,"[[""159915.SZ"", 205486.0], [""159901.SZ"", 204452.34999999998], [""510300.SH"", 203879.99999999997], [""159928.SZ"", 144943.2], [""600406.SH"", 70865.33873121842], [""002831.SZ"", 70249.20920201979], [""002065.SZ"", 69537.23717438514], [""002534.SZ"", 69295.36216908119], [""600560.SH"", 68839.60232111692], [""603528.SH"", 68833.6472429592]]"
OGR,2018_2021,independent,P3_D4,2018-11-23,-0.0169503182296806,0.0223138632414388,-0.0115024291581145,-0.0052294064734418,-0.0002184825981242,0.0,-8.257140796410959e-05,0.3985113748815169,0.0048886174842531,0.0,0.40339999236577,3102032.642250844,"[[""603922.SH"", 55487.50406509916], [""600820.SH"", 55381.428933050855], [""603488.SH"", 54425.24913203487], [""002768.SZ"", 54389.12245822137], [""002519.SZ"", 54010.69021846567], [""603000.SH"", 53924.7800700146], [""300457.SZ"", 49284.86840900602], [""300600.SZ"", 45474.554792710966], [""300499.SZ"", 44726.00586785215], [""300313.SZ"", 44662.87037159882]]"
OGR,2018_2021,independent,P3_D4,2020-07-15,-0.0156076056607792,0.017407733681151,-0.0083616036388126,-0.0049467918976751,0.0,-0.0022992101242914,-0.0002784650750346,0.4979162277588452,0.0,0.1573746994566251,0.6552909272154702,2188051.3427676824,"[[""512980.SH"", 371055.1], [""159938.SZ"", 229244.99999999997], [""159928.SZ"", 194128.19999999998], [""510180.SH"", 177245.99999999997], [""002062.SZ"", 77831.24432673884], [""600496.SH"", 77374.62909235871], [""000713.SZ"", 76606.02386282368], [""002543.SZ"", 75568.67964511106], [""600406.SH"", 75156.64329304789], [""002743.SZ"", 75143.50597303468]]"
OGR,2018_2021,independent,P3_D4,2019-09-25,-0.0133288548948272,0.0171325579925341,-0.006973517583395,-0.0051994543973357,0.0,-0.0011558829140964,-0.0002314827274189,0.4934118431165198,0.0,0.1379834503684711,0.631395293484991,2118812.720732835,"[[""159915.SZ"", 204597.0], [""159901.SZ"", 204541.65000000002], [""510300.SH"", 202859.99999999997], [""159928.SZ"", 146370.0], [""002831.SZ"", 74425.31426518134], [""002534.SZ"", 71275.22965962636], [""002829.SZ"", 69452.7856818402], [""600560.SH"", 68766.36870162637], [""000425.SZ"", 67578.71435383071], [""000157.SZ"", 67477.88704057242]]"
OGR,2018_2021,independent,P3_D4,2020-03-09,-0.0111013689581318,0.0142430451696553,-0.006577854115369,-0.0044992414852312,-2.4273357531365705e-05,0.0,0.0,0.4218388780043862,0.0012616566935663,0.0,0.4231005346979525,3358630.5430901884,"[[""600963.SH"", 72573.29696514015], [""600433.SH"", 70408.52002230819], [""002337.SZ"", 69821.1457998903], [""603909.SH"", 69667.88748640151], [""002251.SZ"", 69415.36883092739], [""002615.SZ"", 68673.52497304785], [""600987.SH"", 68630.17198140913], [""601996.SH"", 68621.24212190736], [""000929.SZ"", 68251.73294072361], [""002142.SZ"", 68120.71458057164]]"
OGR,2018_2021,independent,P3_D4,2019-09-26,-0.0108360898456391,0.0277829979004804,-0.0047291654052584,-0.0036756667200604,0.0,-0.0024312577203202,3.8478281284943905e-05,0.3646933686999439,0.0,0.1370371394029101,0.5017305081028541,2833115.336496631,"[[""510300.SH"", 201240.0], [""159901.SZ"", 201103.6], [""159915.SZ"", 198247.0], [""159928.SZ"", 144008.4], [""002831.SZ"", 73810.22902332034], [""002829.SZ"", 68357.12385688568], [""000425.SZ"", 66839.34111144744], [""600560.SH"", 66715.82735589097], [""000157.SZ"", 66543.93704693129], [""603955.SH"", 65329.862232388106]]"
OGR,2018_2021,independent,P3_D4,2018-11-20,-0.0105666845554023,0.0107224586613814,-0.0072477849287067,-0.0032457036542472,-7.319597244829608e-05,0.0,-0.0001839797728017,0.4261826595282534,0.007466708873643,0.0,0.4336493684018965,2979663.292920941,"[[""600820.SH"", 57821.9664792531], [""002519.SZ"", 57101.220176470524], [""002768.SZ"", 56857.551862094486], [""603922.SH"", 56713.19818474613], [""603488.SH"", 56596.65546806201], [""603000.SH"", 55469.5003324369], [""300457.SZ"", 48717.112585639545], [""300045.SZ"", 47838.283483760635], [""300295.SZ"", 46720.752573668564], [""300313.SZ"", 46673.75790017792]]"
OGR,2018_2021,independent,P3_D5,2020-07-16,-0.0254333929124441,0.0423983888631672,-0.0115734889563567,-0.0057307740142481,0.0,-0.0081291299418392,-0.0001379040765248,0.4929267989895964,0.0,0.1531404507700082,0.6460672497596046,2189460.283504677,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466579], [""002062.SZ"", 74712.05323730847], [""002743.SZ"", 73862.65075758523], [""002061.SZ"", 72922.03451603318], [""002543.SZ"", 72743.68227520035], [""600406.SH"", 72526.16077779121]]"
OGR,2018_2021,independent,P3_D5,2020-07-24,-0.0231736879551531,0.0366603673729107,-0.0093734718747669,-0.0060617618872454,0.0,-0.0077384541931409,-0.0001550159681039,0.4248202465405985,0.0,0.0842973994581751,0.5091176459987737,3054838.8221113603,"[[""512980.SH"", 302285.7], [""159938.SZ"", 182360.6], [""000713.SZ"", 77794.25598478354], [""601226.SH"", 76870.14903307683], [""603861.SH"", 72889.73757887243], [""600939.SH"", 72671.68011865852], [""600477.SH"", 71814.94047786991], [""002543.SZ"", 71596.02709367413], [""600406.SH"", 71432.97323898324], [""002061.SZ"", 71351.00325177395]]"
OGR,2018_2021,independent,P3_D5,2018-03-23,-0.0197633439051212,0.0238661702465957,-0.0164587513375734,-0.0033045925675478,0.0,0.0,0.0,0.3210425574487536,0.001267254557121,0.0,0.3223098120058746,3358358.282037331,"[[""300291.SZ"", 41606.50501666477], [""002799.SZ"", 35674.53033627409], [""603617.SH"", 32236.683093938467], [""600518.SH"", 31281.433119930858], [""002286.SZ"", 31280.817005408768], [""600736.SH"", 30719.182023665067], [""002550.SZ"", 30639.70455357055], [""002880.SZ"", 30121.372337972225], [""600580.SH"", 30039.52119464395], [""603858.SH"", 29800.739454556628]]"
OGR,2018_2021,independent,P3_D5,2019-09-17,-0.0191030609637516,0.0191204999146805,-0.0096778746892481,-0.0070715121867757,-3.8887014032459706e-05,-0.0023147870736955,-0.0004049710484225,0.5894670528836481,0.0011860265744271,0.1383843227380143,0.7290374021960895,1554396.2928943222,"[[""159915.SZ"", 205486.0], [""159901.SZ"", 204452.34999999998], [""510300.SH"", 203879.99999999997], [""159928.SZ"", 144943.2], [""600406.SH"", 70865.33873121842], [""002831.SZ"", 70249.20920201979], [""002065.SZ"", 69537.23717438514], [""002534.SZ"", 69295.36216908119], [""600560.SH"", 68839.60232111692], [""603528.SH"", 68833.6472429592]]"
