portfolio,period,variant,days,missing_nav_days,metric_status,start,end,total_return,CAGR,MaxDD,CVaR5,worst_21day,worst_month,worst_quarter,longest_drawdown_days,recovery_days,recovery_censored,Sharpe,avg_gross_exposure,avg_cash,capital_days,base_nav,costs,turnover,smv6_candidate,evidence,portfolio_type,limitation
A,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,484,0,OK,2022-01-04,2023-12-29,0.08147573464178692,0.03996815121484931,0.02251472327543924,-0.005981106144888586,-0.017911635530863168,-0.01063154255918386,-0.010330716917697269,99,44,False,1.1294035588638573,0.1197998405317449,0.8802001594682551,60.64232195997676,1.0,0.014532272400840325,8.375502288749885,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT
A,2022_2023,SMV6_CANDIDATE_ONLY,484,0,OK,2022-01-04,2023-12-29,0.08483787599986581,0.04158455432862418,0.023115145848288554,-0.005630758224396471,-0.01309988715479593,-0.010110106948134634,-0.009879082862123134,99,44,False,1.238987489281049,0.11951741086498005,0.8804825891350199,60.56027557196975,1.0,0.015052526567067915,8.901041133195655,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT
B,2018_2021,ALL_NATIVE,973,0,OK,2018-01-02,2021-12-31,0.35136484849837446,0.07818467470380064,0.03750975336668638,-0.007458990149235234,-0.02501663528769027,-0.014247847841202699,-0.01634232919291967,142,118,False,1.5930609105285232,0.12797615222284206,0.8720238477771579,146.81918523351692,1.0,0.03782991712037441,21.944444986876466,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2018_2021,GAP_ATR1_ONLY,973,0,OK,2018-01-02,2021-12-31,0.34897038369237054,0.07770675187468301,0.037573296321423366,-0.007452884822283844,-0.02505901442327685,-0.014315692797143065,-0.016369283881993546,142,118,False,1.5848302154196783,0.1275720033077934,0.8724279966922066,146.19689816855956,1.0,0.03783999278061002,21.94948281699427,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2018_2021,MCB_PROFIT_ONLY,973,0,OK,2018-01-02,2021-12-31,0.34605094683170234,0.07712318578337252,0.03655035816002328,-0.007136055291968264,-0.024308708258423906,-0.014159110937889241,-0.012739118200353894,142,117,False,1.6353861395947056,0.12386240684587273,0.8761375931541273,141.86802996838765,1.0,0.037721899983436495,21.890436418407504,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2018_2021,ALL_RETAINED,973,0,OK,2018-01-02,2021-12-31,0.3316936018692691,0.0742394032041862,0.03662453268479382,-0.0071300707043227855,-0.024273194834871226,-0.014321276091262436,-0.01487050349270791,142,117,False,1.5856483964566253,0.1205473988320318,0.8794526011679682,137.13796722815525,1.0,0.038501805523436294,22.66531129184169,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2018_2021,ATRDR_FAST5_DIAGNOSTIC_ONLY,973,0,OK,2018-01-02,2021-12-31,0.34922599670713605,0.07775780123474707,0.03749426679702217,-0.007464648960996108,-0.0249971202954834,-0.01419217538303763,-0.01632210900995401,142,118,False,1.5846333277560936,0.1277070903945059,0.8722929096054941,146.39133391550868,1.0,0.03782821742163254,21.943595137505532,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2018_2021,SMV6_CANDIDATE_ONLY,973,0,OK,2018-01-02,2021-12-31,0.33940196834194536,0.07579057028711067,0.037527663551534474,-0.007461319784168392,-0.027538218815146287,-0.014342431571550573,-0.018443014959403592,142,118,False,1.5525121249935028,0.12510100879276248,0.8748989912072375,142.71140955824185,1.0,0.0385997470001386,22.71428203019285,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2022_2023,ALL_NATIVE,484,0,OK,2022-01-04,2023-12-29,0.0828671967550314,0.040637422941701695,0.023115145848288554,-0.006086299363292995,-0.017881138455670853,-0.010609060722457153,-0.009879082862123134,99,44,False,1.1345949066624372,0.12122891884883218,0.8787710811511678,61.444855466233186,1.0,0.01452169984247633,8.370216009567887,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2022_2023,GAP_ATR1_ONLY,484,0,OK,2022-01-04,2023-12-29,0.08235282683613598,0.04039006906803233,0.023115145848288554,-0.006087599427108383,-0.0179009009295914,-0.01060931012885824,-0.009879082862123134,99,44,False,1.128317046147197,0.12102371472807126,0.8789762852719286,61.32876587938787,1.0,0.01452077831338746,8.369755245023452,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2022_2023,MCB_PROFIT_ONLY,484,0,OK,2022-01-04,2023-12-29,0.08381333962979443,0.041092257610620075,0.02129205921813404,-0.005937270922950218,-0.017847909722449318,-0.0110422717363573,-0.008815765149381538,99,44,False,1.1700627645011525,0.11850106967126506,0.881498930328735,60.087420396333926,1.0,0.014484939426476873,8.35183580156816,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2022_2023,ALL_RETAINED,484,0,OK,2022-01-04,2023-12-29,0.08526964895573341,0.0417919545977683,0.02129205921813404,-0.005486841872692562,-0.01308488583695977,-0.01054425819408955,-0.008815765149381538,90,44,False,1.274350288109675,0.11658461225011736,0.8834153877498827,59.08675091522518,1.0,0.015014844621979587,8.882200160651491,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,484,0,OK,2022-01-04,2023-12-29,0.08147573464178692,0.03996815121484931,0.02251472327543924,-0.005981106144888586,-0.017911635530863168,-0.01063154255918386,-0.010330716917697269,99,44,False,1.1294035588638573,0.1197998405317449,0.8802001594682551,60.64232195997676,1.0,0.014532272400840325,8.375502288749885,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
B,2022_2023,SMV6_CANDIDATE_ONLY,484,0,OK,2022-01-04,2023-12-29,0.08483787599986581,0.04158455432862418,0.023115145848288554,-0.005630758224396471,-0.01309988715479593,-0.010110106948134634,-0.009879082862123134,99,44,False,1.238987489281049,0.11951741086498005,0.8804825891350199,60.56027557196975,1.0,0.015052526567067915,8.901041133195655,ENTRY_ATR_X1,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,INITIAL_EQUAL_SLEEVE_INDEPENDENT_COMPOUNDING,ALL_VARIANTS_CONDITIONAL_ON_KNOWN_ATRDR_PREFIX_DEFECT; IFCGR PIT-B
