trade_date,market_view,denominator,geometry_decision_at,future_trade_date,response_available_at,stock_industry_rs_tail_balance_p90_p10,stock_industry_rs_tail_balance_p90_p10_pit_3y_pct,stock_industry_rs_tail_balance_p90_p10_relative_to_all,stock_industry_rs_tail_balance_p90_p10_relative_view_rank_pct,stock_industry_rs_positive_mass_top10,stock_industry_rs_positive_mass_top10_pit_3y_pct,stock_industry_rs_positive_mass_top10_relative_to_all,stock_industry_rs_positive_mass_top10_relative_view_rank_pct,median_signed_limit_utilization,median_signed_limit_utilization_pit_3y_pct,median_signed_limit_utilization_relative_to_all,median_signed_limit_utilization_relative_view_rank_pct,upside_extreme_participation_70,upside_extreme_participation_70_pit_3y_pct,upside_extreme_participation_70_relative_to_all,upside_extreme_participation_70_relative_view_rank_pct,downside_extreme_participation_70,downside_extreme_participation_70_pit_3y_pct,downside_extreme_participation_70_relative_to_all,downside_extreme_participation_70_relative_view_rank_pct,leadership_positive_mass_top10,leadership_positive_mass_top10_pit_3y_pct,leadership_positive_mass_top10_relative_to_all,leadership_positive_mass_top10_relative_view_rank_pct,liquidity_amount_share_top10,liquidity_amount_share_top10_pit_3y_pct,liquidity_amount_share_top10_relative_to_all,liquidity_amount_share_top10_relative_view_rank_pct,volatility_mass_share_top10,volatility_mass_share_top10_pit_3y_pct,volatility_mass_share_top10_relative_to_all,volatility_mass_share_top10_relative_view_rank_pct,future_tail_balance20__raw,future_tail_balance20__pit,future_tail_balance20__relative_to_all,future_tail_balance20__relative_rank,future_residual_concentration20__raw,future_residual_concentration20__pit,future_residual_concentration20__relative_to_all,future_residual_concentration20__relative_rank
2018-07-04,SZ_A,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0290685871835,,0.00976826871999,0.75,0.536904160466,,-0.00466218114308,0.75,-0.220289855072,,-0.0279821627648,0.5,0.0163309744148,,0.00258054471388,0.75,0.0451823625476,,0.00736868087008,0.75,1,,0,0.75,0.529315832293,,-0.00820503592956,0.5,0.505100450129,,-0.0279628780843,0.5,-0.0143137528935,,-0.00140618054788,0.5,0.530455569191,,-0.000275961118527,0.5
2018-07-04,SZ_A,NON_ST,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0302475525689,,0.0104534338831,0.75,0.538673450436,,-0.00589795478358,0.75,-0.219512195122,,-0.0286629128253,0.5,0.0159779614325,,0.00233205520438,0.75,0.0429752066116,,0.0086854935255,0.75,1,,0,0.75,0.527874495856,,-0.00702093978703,0.5,0.505976454512,,-0.029556220441,0.5,-0.0158287552964,,-0.00430563362855,0.5,0.529585287816,,-0.00378664409433,0.5
2018-07-05,ALL_A,ALL_STATUS,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0206643534207,,0,0.5,0.520591856137,,0,1,-0.275436261461,,0,0.5,0.00721649484536,,0,0.5,0.0508591065292,,0,0.75,1,,0,0.625,0.53943702454,,0,0.75,0.435606626872,,0,0.75,-0.00506847712469,,0,0.75,0.551260102196,,0,0.75
2018-07-05,ALL_A,NON_ST,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0207411593752,,0,0.5,0.522094751526,,0,1,-0.272727272727,,0,0.75,0.0066456803078,,0,0.5,0.0440713536201,,0,0.75,1,,0,0.625,0.536899929224,,0,0.75,0.43841602894,,0,0.75,-0.00329248295041,,0,0.75,0.551546554185,,0,0.75
2018-07-05,CHINEXT_BOARD,ALL_STATUS,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0318596919182,,0.0111953384975,1,0.510369147429,,-0.0102227087082,0.5,-0.275,,0.000436261461106,0.75,0.0093023255814,,0.00208583073603,1,0.0418604651163,,-0.00899864141293,0.25,1,,0,0.625,0.46061156852,,-0.0788254560202,0.25,0.430845809896,,-0.00476081697535,0.25,-0.039536960737,,-0.0344684836123,0.25,0.524547374685,,-0.026712727511,0.25
2018-07-05,CHINEXT_BOARD,NON_ST,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0318596919182,,0.011118532543,1,0.510369147429,,-0.011725604097,0.5,-0.275,,-0.00227272727273,0.5,0.0093023255814,,0.0026566452736,1,0.0418604651163,,-0.00221088850387,0.5,1,,0,0.625,0.46061156852,,-0.0762883607042,0.25,0.430845809896,,-0.00757021904349,0.25,-0.039536960737,,-0.0362444777866,0.25,0.524547374685,,-0.0269991795003,0.25
2018-07-05,SH_A,ALL_STATUS,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0126054520103,,-0.00805890141045,0.25,0.493138657435,,-0.0274531987021,0.25,-0.265306122449,,0.0101301390121,1,0.00466417910448,,-0.00255231574088,0.25,0.0485074626866,,-0.00235164384264,0.5,1,,0,0.625,0.577480282616,,0.0380432580765,1,0.442376136912,,0.00676951004059,1,0.00554092854623,,0.0106094056709,1,0.558059852584,,0.00679975038802,1
2018-07-05,SH_A,NON_ST,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0119700662625,,-0.00877109311274,0.25,0.501428763631,,-0.0206659878947,0.25,-0.260869565217,,0.0118577075099,1,0.00383509108341,,-0.00281058922439,0.25,0.039309683605,,-0.00476167001516,0.25,1,,0,0.625,0.572846139698,,0.0359462104739,1,0.446834881912,,0.00841885297179,1,0.00689416690668,,0.0101866498571,1,0.561434133724,,0.00988757953871,1
2018-07-05,SZ_A,ALL_STATUS,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0277878952166,,0.00712354179585,0.75,0.51824005978,,-0.00235179635764,0.75,-0.281328517588,,-0.00589225612683,0.25,0.00870511425462,,0.00148861940926,0.75,0.0522306855277,,0.00137157899854,1,1,,0,0.625,0.516293483319,,-0.0231435412213,0.5,0.431500620746,,-0.00410600612569,0.5,-0.0127880817183,,-0.00771960459363,0.5,0.550644842697,,-0.000615259499383,0.5
2018-07-05,SZ_A,NON_ST,2018-07-05T15:00:00+08:00,2018-08-02,2018-08-02T15:00:00+08:00,0.0285591725518,,0.00781801317658,0.75,0.519830100072,,-0.00226465145411,0.75,-0.28,,-0.00727272727273,0.25,0.00825991189427,,0.00161423158647,0.75,0.0468061674009,,0.00273481378073,1,1,,0,0.625,0.514907675558,,-0.0219922536657,0.5,0.43382703377,,-0.00458899516973,0.5,-0.0128751099643,,-0.00958262701386,0.5,0.55074524397,,-0.000801310215272,0.5
2018-07-06,ALL_A,ALL_STATUS,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.0188394460063,,0,0.5,0.515041188124,,0,1,0.0504587155963,,0,0.5,0.0137315482321,,0,0.5,0.0127016821147,,0,0.75,1,,0,0.75,0.535928615983,,0,0.75,0.658427401099,,0,1,-0.00606535825953,,0,0.75,0.528320291648,,0,0.75
2018-07-06,ALL_A,NON_ST,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.0197673440073,,0,0.5,0.516175440312,,0,1,0.0514705882353,,0,0.5,0.0129325410696,,0,0.5,0.00943725969941,,0,0.75,1,,0,0.75,0.532755864284,,0,0.75,0.662144396309,,0,1,-0.00569781401468,,0,0.75,0.529971564179,,0,0.75
2018-07-06,CHINEXT_BOARD,ALL_STATUS,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.0339271022688,,0.0150876562624,1,0.496924279261,,-0.0181169088631,0.5,0.101385430633,,0.0509267150364,1,0.0185758513932,,0.00484430316113,1,0.00928792569659,,-0.00341375641806,0.25,0.998480821708,,-0.00151917829202,0.25,0.460330819487,,-0.0755977964958,0.25,0.625400297597,,-0.0330271035026,0.25,-0.0453801507417,,-0.0393147924822,0.25,0.47843540647,,-0.0498848851777,0.25
2018-07-06,CHINEXT_BOARD,NON_ST,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.0339271022688,,0.0141597582615,1,0.496924279261,,-0.0192511610502,0.25,0.101385430633,,0.0499148423974,1,0.0185758513932,,0.00564331032363,1,0.00928792569659,,-0.000149334002811,0.5,0.998480821708,,-0.00151917829202,0.25,0.460330819487,,-0.0724250447969,0.25,0.625400297597,,-0.0367440987125,0.25,-0.0453801507417,,-0.0396823367271,0.25,0.47843540647,,-0.0515361577084,0.25
2018-07-06,SH_A,ALL_STATUS,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.00557382222723,,-0.0132656237791,0.25,0.493589131294,,-0.0214520568302,0.25,0.0357142857143,,-0.014744429882,0.25,0.00746965452848,,-0.00626189370359,0.25,0.0093370681606,,-0.00336461395406,0.5,1,,0,0.75,0.575945554734,,0.0400169387514,1,0.650199773105,,-0.0082276279945,0.5,0.00216361969731,,0.00822897795684,1,0.53774580489,,0.00942551324195,1
2018-07-06,SH_A,NON_ST,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.00640037410361,,-0.0133669699037,0.25,0.500094701148,,-0.0160807391631,0.5,0.0335205992509,,-0.0179499889844,0.25,0.00575815738964,,-0.00717438367992,0.25,0.00671785028791,,-0.0027194094115,0.25,1,,0,0.75,0.573766564707,,0.0410107004224,1,0.652561378723,,-0.00958301758609,0.5,0.00365285443035,,0.00935066844503,1,0.535030980208,,0.0050594160288,1
2018-07-06,SZ_A,ALL_STATUS,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.0292107336439,,0.0103712876375,0.75,0.513206209945,,-0.00183497817939,0.75,0.0645161290323,,0.0140574134359,0.75,0.0173724212812,,0.00364087304915,0.75,0.014657980456,,0.00195629834137,1,1,,0,0.75,0.511948677004,,-0.0239799389789,0.5,0.658325895046,,-0.000101506053833,0.75,-0.0135259373461,,-0.00746057908662,0.5,0.522901898879,,-0.0054183927696,0.5
2018-07-06,SZ_A,NON_ST,2018-07-06T15:00:00+08:00,2018-08-03,2018-08-03T15:00:00+08:00,0.0312484373603,,0.011481093353,0.75,0.513125649896,,-0.00304979041586,0.75,0.0654205607477,,0.0139499725124,0.75,0.0170423309511,,0.00410978988152,0.75,0.0109950522265,,0.00155779252709,1,1,,0,0.75,0.509444323404,,-0.0233115408798,0.5,0.661556008117,,-0.000588388191961,0.75,-0.0140482993118,,-0.00835048529713,0.5,0.521424844175,,-0.00854672000376,0.5
2018-07-09,ALL_A,ALL_STATUS,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.0117294791689,,0,0.5,0.51205046905,,0,0.75,0.205882352941,,0,0.5,0.0329218106996,,0,0.5,0.00685871056241,,0,0.75,1,,0,0.875,0.54841050165,,0,0.75,0.514902086847,,0,0.75,-0.0111161918693,,0,1,0.509643955806,,0,0.5
2018-07-09,ALL_A,NON_ST,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.0120588972411,,0,0.5,0.512218940491,,0,1,0.205074562815,,0,0.5,0.0314245810056,,0,0.5,0.00593575418994,,0,0.75,1,,0,0.875,0.545778946941,,0,0.75,0.516623022407,,0,0.75,-0.0138592234092,,0,0.5,0.508166113204,,0,0.5
2018-07-09,CHINEXT_BOARD,ALL_STATUS,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.0341394804477,,0.0224100012788,1,0.500219640968,,-0.0118308280821,0.25,0.244791666667,,0.0389093137255,1,0.0432766615147,,0.0103548508151,1,0.00463678516229,,-0.00222192540013,0.25,0.916519532,,-0.0834804679996,0.25,0.454231449385,,-0.0941790522656,0.25,0.493743959042,,-0.0211581278044,0.25,-0.0336019811841,,-0.0224857893148,0.25,0.4760755153,,-0.0335684405058,0.25
2018-07-09,CHINEXT_BOARD,NON_ST,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.0341394804477,,0.0220805832066,1,0.500219640968,,-0.0119992995234,0.25,0.244791666667,,0.0397171038515,1,0.0432766615147,,0.0118520805091,1,0.00463678516229,,-0.00129896902766,0.5,0.916519532,,-0.0834804679996,0.25,0.454231449385,,-0.0915474975562,0.25,0.493743959042,,-0.0228790633647,0.25,-0.0336019811841,,-0.0197427577749,0.25,0.4760755153,,-0.0320905979043,0.25
2018-07-09,SH_A,ALL_STATUS,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.000496524730523,,-0.0112329544384,0.25,0.501879354274,,-0.0101711147759,0.5,0.197259032379,,-0.00862332056213,0.25,0.0271028037383,,-0.00581900696127,0.25,0.00467289719626,,-0.00218581336615,0.5,1,,0,0.875,0.595395008331,,0.046984506681,1,0.503961006469,,-0.0109410803775,0.5,-0.01285637756,,-0.0017401856907,0.5,0.511740017623,,0.00209606181711,0.75
2018-07-09,SH_A,NON_ST,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.00212000605295,,-0.00993889118817,0.25,0.507733507813,,-0.00448543267789,0.5,0.194444444444,,-0.0106301183707,0.25,0.0240153698367,,-0.00740921116889,0.25,0.00384245917387,,-0.00209329501607,0.25,1,,0,0.875,0.590463662682,,0.0446847157412,1,0.509258900808,,-0.0073641215993,0.5,-0.00980142514492,,0.00405779826429,1,0.511075016587,,0.00290890338306,1
2018-07-09,SZ_A,ALL_STATUS,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.0166063559678,,0.00487687679888,0.75,0.512534276324,,0.000483807274372,1,0.211538461538,,0.00565610859728,0.75,0.0362946912243,,0.00337288052468,0.75,0.00812567713976,,0.00126696657735,1,0.990265327157,,-0.0097346728428,0.5,0.521083004314,,-0.0273274973357,0.5,0.516547967611,,0.00164588076495,1,-0.0121304996506,,-0.00101430778134,0.75,0.513718032558,,0.00407407675223,1
2018-07-09,SZ_A,NON_ST,2018-07-09T15:00:00+08:00,2018-08-06,2018-08-06T15:00:00+08:00,0.0206493078084,,0.00859041056729,0.75,0.511453723718,,-0.00076521677375,0.75,0.211382113821,,0.00630755100599,0.75,0.0356555128908,,0.00423093188525,0.75,0.00713110257817,,0.00119534838822,1,0.988809205418,,-0.0111907945818,0.5,0.518545616508,,-0.0272333304323,0.5,0.51761355917,,0.000990536763012,1,-0.0120575298196,,0.00180169358959,0.75,0.510792114732,,0.00262600152817,0.75
2018-07-10,ALL_A,ALL_STATUS,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.012671503851,,0,0.5,0.518368797481,,0,0.75,0.0576923076923,,0,0.5,0.022641509434,,0,0.5,0.00480274442539,,0,0.75,0.979552508528,,0,0.75,0.52770012767,,0,0.75,0.723342036315,,0,0.75,-0.0151893767066,,0,0.75,0.506182719946,,0,0.75
2018-07-10,ALL_A,NON_ST,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.0133126656054,,0,0.5,0.518191715816,,0,0.75,0.0575539568345,,0,0.5,0.0206077541041,,0,0.5,0.00384212364652,,0,0.75,0.978168125469,,0,0.75,0.524819062472,,0,0.75,0.726020768115,,0,0.75,-0.0161698759767,,0,0.75,0.506449586366,,0,0.75
2018-07-10,CHINEXT_BOARD,ALL_STATUS,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.0389771116026,,0.0263056077515,1,0.514069573791,,-0.00429922369059,0.5,0.0730303030303,,0.015337995338,1,0.037037037037,,0.0143955276031,1,0.00308641975309,,-0.0017163246723,0.5,0.830041972106,,-0.149510536421,0.25,0.427482887226,,-0.100217240444,0.25,0.682598421271,,-0.0407436150438,0.25,-0.0391035217988,,-0.0239141450923,0.25,0.482274181269,,-0.0239085386767,0.25
2018-07-10,CHINEXT_BOARD,NON_ST,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.0389771116026,,0.0256644459972,1,0.514069573791,,-0.00412214202543,0.5,0.0730303030303,,0.0154763461958,1,0.037037037037,,0.016429282933,1,0.00308641975309,,-0.000755703893438,0.5,0.830041972106,,-0.148126153363,0.25,0.427482887226,,-0.0973361752463,0.25,0.682598421271,,-0.0434223468436,0.25,-0.0391035217988,,-0.0229336458222,0.25,0.482274181269,,-0.0241754050966,0.25
2018-07-10,SH_A,ALL_STATUS,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.00444379580747,,-0.00822770804358,0.25,0.496505289323,,-0.0218635081581,0.25,0.05,,-0.00769230769231,0.25,0.0177902621723,,-0.00485124726168,0.25,0.00280898876404,,-0.00199375566134,0.25,1,,0.0204474914723,1,0.57027179576,,0.0425716680902,1,0.746089681329,,0.0227476450135,1,-0.0014425896762,,0.0137467870304,1,0.504686975814,,-0.00149574413206,0.5
2018-07-10,SH_A,NON_ST,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.00717186437533,,-0.0061408012301,0.25,0.503756058626,,-0.0144356571903,0.25,0.0497512437811,,-0.00780271305344,0.25,0.0153994225217,,-0.00520833158243,0.25,0.00192492781521,,-0.00191719583132,0.25,1,,0.0218318745311,1,0.564910723074,,0.0400916606017,1,0.749724283502,,0.0237035153866,1,0.000384141818507,,0.0165540177952,1,0.50571555448,,-0.000734031885938,0.5
2018-07-10,SZ_A,ALL_STATUS,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.0159096149449,,0.00323811109388,0.75,0.518612948294,,0.000244150812668,1,0.0618556701031,,0.00416336241079,0.75,0.0254466702761,,0.00280516084216,0.75,0.00595560368165,,0.00115285925626,1,0.950601322844,,-0.0289511856841,0.5,0.504140904028,,-0.0235592236422,0.5,0.70444005666,,-0.0189019796553,0.5,-0.0192748809094,,-0.00408550420285,0.5,0.512449373723,,0.00626665377662,1
2018-07-10,SZ_A,NON_ST,2018-07-10T15:00:00+08:00,2018-08-07,2018-08-07T15:00:00+08:00,0.0170736212808,,0.00376095567536,0.75,0.519597852346,,0.00140613653016,1,0.0617920325824,,0.00423807574788,0.75,0.0235745614035,,0.00296680729942,0.75,0.00493421052632,,0.00109208687979,1,0.949089466413,,-0.029078659056,0.5,0.502575261116,,-0.0222438013563,0.5,0.707071579974,,-0.0189491881416,0.5,-0.0211405266851,,-0.0049706507084,0.5,0.511851166738,,0.00540158037182,1
2018-07-11,ALL_A,ALL_STATUS,2018-07-11T15:00:00+08:00,2018-08-08,2018-08-08T15:00:00+08:00,0.0164727913831,,0,0.5,0.518719631862,,0,1,-0.276690729483,,0,0.75,0.0103021978022,,0,0.5,0.0271291208791,,0,0.5,1,,0,0.875,0.508733184376,,0,0.75,0.390337167973,,0,0.75,-0.0218585006507,,0,0.75,0.506042806371,,0,0.75
2018-07-11,ALL_A,NON_ST,2018-07-11T15:00:00+08:00,2018-08-08,2018-08-08T15:00:00+08:00,0.0160667277181,,0,0.5,0.521658654448,,0,1,-0.275532377227,,0,0.75,0.00944055944056,,0,0.5,0.0199300699301,,0,0.5,1,,0,0.875,0.505589925155,,0,0.75,0.392586778705,,0,0.75,-0.0230859970995,,0,0.75,0.507663728775,,0,1
