signal_date,absolute_market_state,complete_stocks,stock_p10,stock_p90,positive_stock_fraction,cross_sectional_dispersion,synchronization,complete_industries,common_industries,industry_persistence,absolute_market_state_state,absolute_market_state_prior_q1,absolute_market_state_prior_q2,cross_sectional_dispersion_state,cross_sectional_dispersion_prior_q1,cross_sectional_dispersion_prior_q2,synchronization_state,synchronization_prior_q1,synchronization_prior_q2,industry_persistence_state,industry_persistence_prior_q1,industry_persistence_prior_q2,year,block,cohort_id,trades,absolute_trade_return,winner_rate,severe_loss_rate,cohort_payoff,selected_industry_return,broad_proxy_return,relative_to_industry,relative_to_broad
2018-11-06,-0.06547076065,3328,-0.1257629083,0.07615862751,0.3131009615,0.2019215358,0.3737980769,128,128,0.6187454221,MEDIUM,-0.08296725856,-0.04368185146,LOW,0.2096830691,0.2229180095,MEDIUM,0.3369896405,0.6447922938,LOW,0.6847627876,0.7675334188,2018,early,2018-11-06,10,0.04296033453,0.7,0,0.04296033453,0.01948963219,-0.02549199068,0.02347070234,0.06845232521
2018-11-13,0.0997317824,3330,0.0005372090842,0.2661895057,0.9018018018,0.2656522966,0.8036036036,128,128,0.5609263413,HIGH,-0.08105781253,-0.04469973264,HIGH,0.2088938684,0.2227093986,HIGH,0.3376661569,0.635338223,LOW,0.6757519227,0.7661199872,2018,early,2018-11-13,10,-0.005155631711,0.6,0.1,-0.005155631711,-0.04337109807,-0.07827069886,0.03821546636,0.07311506715
2018-11-20,0.05490695825,3332,-0.009716402275,0.2239815667,0.8784513806,0.233697969,0.7569027611,128,128,0.8109549533,HIGH,-0.0791483665,-0.04355827099,HIGH,0.2092884687,0.2231605631,HIGH,0.3383426733,0.6626913379,HIGH,0.6752369072,0.7646855735,2018,early,2018-11-20,10,-0.03946263857,0.3,0.2,-0.03946263857,-0.06769986651,-0.08553836638,0.02823722794,0.04607572781
2018-11-27,0.02257495438,3333,-0.02989095829,0.1945082892,0.8106810681,0.2243992475,0.6213621362,128,128,0.6383560703,HIGH,-0.07723892047,-0.04331111003,HIGH,0.2096830691,0.2236456704,MEDIUM,0.3390191898,0.698489426,LOW,0.6754944149,0.7675334188,2018,early,2018-11-27,10,0.04949384422,0.7,0.1,0.04949384422,-0.008703586713,-0.065148821,0.05819743093,0.1146426652
2018-12-04,0.01019961039,3334,-0.04072509129,0.150428468,0.7681463707,0.1911535593,0.5362927415,128,128,0.7439170939,HIGH,-0.07656676744,-0.04192343089,LOW,0.2097534265,0.2241480551,MEDIUM,0.3506121522,0.6805903819,MEDIUM,0.6749793994,0.7661199872,2018,early,2018-12-04,10,-0.07237333723,0.3,0.5,-0.07237333723,-0.1023230947,-0.1136322371,0.02994975743,0.04125889984
2018-12-11,-0.0551439117,3335,-0.09744301002,0.07623998532,0.3289355322,0.1736829953,0.3421289355,128,128,0.574562809,MEDIUM,-0.07589461442,-0.03886245935,LOW,0.2092884687,0.2238968627,LOW,0.3622051145,0.6626913379,LOW,0.6752369072,0.7646855735,2018,early,2018-12-11,10,-0.01992572565,0.4,0,-0.01992572565,-0.02287901107,-0.04915342214,0.002953285423,0.02922769649
2018-12-18,-0.06954719759,3336,-0.1220473716,0.04571318724,0.2053357314,0.1677605589,0.5893285372,128,128,0.7507439114,MEDIUM,-0.0752224614,-0.04122959132,LOW,0.2084992681,0.2236456704,MEDIUM,0.3421289355,0.6447922938,MEDIUM,0.674342306,0.7632511597,2018,early,2018-12-18,10,0.007319124331,0.6,0,0.007319124331,0.00330103342,-0.03402442265,0.004018090911,0.04134354698
2018-12-25,-0.05565636861,3338,-0.1147105055,0.06345319239,0.2657279808,0.1781636979,0.4685440383,128,128,0.6941494232,MEDIUM,-0.0733307068,-0.04192343089,LOW,0.2056461645,0.2234031168,MEDIUM,0.352685316,0.6369822413,MEDIUM,0.6749793994,0.761816746,2018,early,2018-12-25,10,0.03400992185,0.7,0,0.03400992185,0.03579310272,-0.01206926174,-0.001783180864,0.04607918359
2019-01-03,-0.09889905689,3342,-0.1655220509,0.003988522669,0.1062238181,0.1695105736,0.7875523639,128,128,0.6163591833,LOW,-0.07143895219,-0.04261727046,LOW,0.2034535871,0.2231605631,HIGH,0.3632416965,0.6291721887,LOW,0.6752369072,0.7604166667,2019,early,2019-01-03,10,0.006730649432,0.3,0.2,0.006730649432,0.03171617237,-0.0372212764,-0.02498552293,0.04395192584
2019-01-10,-0.03641389077,3342,-0.09773259889,0.06552324276,0.3303411131,0.1632558417,0.3393177738,128,128,0.6826817433,HIGH,-0.0752224614,-0.04331111003,LOW,0.2019215358,0.2229180095,LOW,0.3737980769,0.6447922938,MEDIUM,0.674342306,0.7590165873,2019,early,2019-01-10,10,0.07086666425,0.8,0,0.07086666425,-0.01886224194,0.01206667645,0.0897289062,0.05879998781
2019-01-17,-0.01621193203,3343,-0.07837221837,0.09151000845,0.5219862399,0.1698822268,0.04397247981,128,128,0.7378513551,HIGH,-0.0733307068,-0.04192343089,LOW,0.2008672934,0.2227093986,LOW,0.352685316,0.6369822413,MEDIUM,0.6749793994,0.757616508,2019,early,2019-01-17,10,0.4420685806,1,0,0.4420685806,0.4453211667,0.03775305388,-0.003252586144,0.4043155267
2019-01-24,0.006683047469,3345,-0.05267009054,0.1186001207,0.6941704036,0.1712702113,0.3883408072,128,128,0.5943680187,HIGH,-0.07143895219,-0.0396243578,LOW,0.2001580271,0.2225007877,MEDIUM,0.3411918816,0.6291721887,LOW,0.6752369072,0.7553256424,2019,early,2019-01-24,10,0.2397423062,1,0,0.2397423062,0.261222797,0.09552690269,-0.02148049081,0.1442154035
2019-01-31,-0.03224952559,3348,-0.1231977246,0.1059260754,0.4214456392,0.2291238,0.1571087216,128,128,0.4752792529,HIGH,-0.06954719759,-0.03641389077,HIGH,0.1997937368,0.2222921768,LOW,0.3421289355,0.6213621362,LOW,0.674342306,0.7530347769,2019,early,2019-01-31,10,0.1760786673,1,0,0.1760786673,0.3010794414,0.2315701319,-0.1250007741,-0.0554914646
2019-02-14,0.01213647241,3351,-0.06302876481,0.144432194,0.6675619218,0.2074609589,0.3351238436,128,128,0.8300391412,HIGH,-0.06818838528,-0.03489009387,MEDIUM,0.199975882,0.2227093986,LOW,0.3402548277,0.619718118,HIGH,0.6730681194,0.7507439114,2019,early,2019-02-14,10,0.1541057893,1,0,0.1541057893,0.1280666349,0.07218698242,0.02603915444,0.0819188069
2019-02-21,0.03510887898,3356,-0.02079402516,0.1800123305,0.8301549464,0.2008063556,0.6603098927,128,128,0.7158029665,HIGH,-0.06682957296,-0.03350197214,MEDIUM,0.2001580271,0.2225007877,HIGH,0.3392182458,0.6180740998,MEDIUM,0.6737052127,0.7553256424,2019,early,2019-02-21,10,0.1779601281,1,0,0.1779601281,0.1963417148,0.09230901826,-0.0183815867,0.08565110983
2019-02-28,0.09323129502,3359,0.04261378879,0.2550306929,0.9618934207,0.2124169041,0.9237868413,128,128,0.6428195385,HIGH,-0.06547076065,-0.03224952559,MEDIUM,0.2003401722,0.2222921768,HIGH,0.3393177738,0.6213621362,LOW,0.674342306,0.7530347769,2019,early,2019-02-28,10,0.0888159724,0.9,0,0.0888159724,0.0570754789,-0.02332710909,0.0317404935,0.1121430815
2019-03-07,0.2355638656,3364,0.1542909934,0.5449589707,0.9961355529,0.3906679773,0.9922711058,128,128,0.5189869072,HIGH,-0.06544784466,-0.02911177851,HIGH,0.2004955667,0.2221892414,HIGH,0.3402548277,0.6369822413,LOW,0.6730681194,0.7507439114,2019,early,2019-03-07,10,0.1448437574,1,0,0.1448437574,0.04144060332,-0.0204001014,0.103403154,0.1652438588
2019-03-14,0.08627821258,3365,0.05097304957,0.3272813374,0.9658246657,0.2763082878,0.9316493314,128,128,0.8693920527,HIGH,-0.06542492866,-0.02424262681,HIGH,0.2006509612,0.2225007877,HIGH,0.3411918816,0.6499648268,HIGH,0.6703442593,0.7484683056,2019,early,2019-03-14,10,0.06077041599,1,0,0.06077041599,0.0642611399,0.001320611234,-0.003490723904,0.05944980476
2019-03-21,0.1079149789,3368,0.07151443291,0.3584928442,0.9777315914,0.2869784113,0.9554631829,128,128,0.6916659037,HIGH,-0.06540201266,-0.01764207049,HIGH,0.2008063556,0.2229180095,HIGH,0.3421289355,0.6603098927,MEDIUM,0.6717061893,0.7530347769,2019,early,2019-03-21,10,0.1104369609,0.9,0,0.1104369609,0.05418986659,-0.02480050366,0.05624709428,0.1352374645
2019-03-28,-0.007009213955,3368,-0.03549774775,0.2220710638,0.7592042755,0.2575688116,0.5184085511,128,128,0.430186779,HIGH,-0.06500220482,-0.01668864485,HIGH,0.2011780823,0.2234031168,MEDIUM,0.352685316,0.6857629149,LOW,0.6730681194,0.7507439114,2019,early,2019-03-28,10,0.02398081728,0.4,0,0.02398081728,-0.002855332941,-0.04879383526,0.02683615023,0.07277465255
2019-04-04,-0.004063098294,3370,-0.05257549192,0.2129967013,0.7474777448,0.2655721932,0.4949554896,128,128,0.5585286578,HIGH,-0.06460239697,-0.01574352901,HIGH,0.2015498091,0.2238968627,MEDIUM,0.3632416965,0.6730364038,LOW,0.6703442593,0.7484683056,2019,early,2019-04-04,10,-0.1323380591,0,0.8,-0.1323380591,-0.1399949316,-0.2001017622,0.007656872459,0.06776370301
2019-04-12,0.01629048665,3372,-0.03634852802,0.2326950957,0.7983392645,0.2690436237,0.5966785291,128,128,0.6783556125,HIGH,-0.06420258913,-0.01480672298,HIGH,0.2019215358,0.2243992475,MEDIUM,0.3737980769,0.6603098927,MEDIUM,0.660261399,0.7461926997,2019,early,2019-04-12,10,-0.1049745593,0.2,0.7,-0.1049745593,-0.1065601686,-0.1534266555,0.001585609269,0.04845209615
2019-04-19,-0.01447104901,3375,-0.06590030382,0.1865275732,0.6699259259,0.252427877,0.3398518519,128,128,0.696478438,MEDIUM,-0.06297899251,-0.01425552148,HIGH,0.2026875614,0.2270672435,LOW,0.3786456537,0.6551373598,MEDIUM,0.6689823292,0.7439170939,2019,early,2019-04-19,10,-0.1062389129,0.2,0.7,-0.1062389129,-0.1684806265,-0.1846155658,0.06224171358,0.07837665288
2019-04-26,-0.0408316744,3380,-0.09934804582,0.1437294458,0.476035503,0.2430774916,0.04792899408,128,128,0.5709233657,MEDIUM,-0.06175539589,-0.01430733959,HIGH,0.2034535871,0.2284634317,LOW,0.3632416965,0.6499648268,LOW,0.6703442593,0.741895181,2019,early,2019-04-26,10,-0.08614266259,0.1,0.3,-0.08614266259,-0.07010516349,-0.1192155105,-0.01603749911,0.03307284794
2019-05-08,-0.1857402419,3380,-0.2451663839,-0.02816773484,0.07426035503,0.2169986491,0.8514792899,128,128,0.5419566014,LOW,-0.06053179927,-0.01447104901,MEDIUM,0.2042196127,0.2285878121,HIGH,0.3421289355,0.6447922938,LOW,0.660261399,0.739873268,2019,early,2019-05-08,10,0.007865292489,0.8,0.1,0.007865292489,-0.05530723896,-0.06053301288,0.06317253145,0.06839830536
2019-05-15,-0.1407002734,3383,-0.2004184046,0.01510169129,0.1173514632,0.2155200959,0.7652970736,128,128,0.7464463926,LOW,-0.06297899251,-0.01458294033,MEDIUM,0.2053000614,0.2285256219,HIGH,0.352685316,0.6551373598,HIGH,0.6428195385,0.7378513551,2019,early,2019-05-15,10,-0.01129155937,0.5,0.2,-0.01129155937,0.03270174596,-0.06641652724,-0.04399330532,0.05512496787
2019-05-22,-0.1717111868,3385,-0.2427416341,-0.0100250659,0.08921713442,0.2327165682,0.8215657312,128,128,0.7475450925,LOW,-0.06460239697,-0.01469483166,HIGH,0.2063805101,0.2284634317,HIGH,0.3632416965,0.6730364038,HIGH,0.6515404688,0.741895181,2019,early,2019-05-22,10,0.08757405106,0.8,0,0.08757405106,0.107276431,-0.03852635396,-0.01970237992,0.126100405
2019-05-29,-0.1039866932,3384,-0.1701772365,0.04404828589,0.1781914894,0.2142255224,0.6436170213,128,128,0.7886090002,LOW,-0.06540201266,-0.01480672298,MEDIUM,0.2074609589,0.2285878121,MEDIUM,0.3737980769,0.698489426,HIGH,0.660261399,0.7447601935,2019,early,2019-05-29,10,0.05770857847,0.8,0.1,0.05770857847,0.02812310573,-0.0366327731,0.02958547275,0.09434135158
2019-06-05,-0.04880854326,3383,-0.1179244944,0.1087416714,0.3733372746,0.2266661658,0.2533254508,128,128,0.5279939572,MEDIUM,-0.06544784466,-0.015275126,MEDIUM,0.2078070619,0.2285256219,LOW,0.3786456537,0.6857629149,LOW,0.6689823292,0.7464463926,2019,early,2019-06-05,10,0.07294485781,0.7,0,0.07294485781,0.0007531759559,-0.003428419894,0.07219168186,0.07637327771
2019-06-13,-0.05424011649,3388,-0.1240843637,0.08256247264,0.3237898465,0.2066468363,0.352420307,128,128,0.8285570408,MEDIUM,-0.06542492866,-0.01574352901,LOW,0.208153165,0.2284634317,LOW,0.3632416965,0.6730364038,HIGH,0.6515404688,0.745603293,2019,early,2019-06-13,10,-0.05097005621,0.3,0.4,-0.05097005621,-0.1500302003,-0.06198409617,0.09906014409,0.01101403996
2019-06-20,-0.02328877623,3397,-0.08889379472,0.09875493906,0.5086841331,0.1876487338,0.01736826612,128,128,0.710973265,MEDIUM,-0.06540201266,-0.01621193203,LOW,0.2074609589,0.2284012415,LOW,0.352420307,0.6603098927,MEDIUM,0.660261399,0.7468126259,2019,early,2019-06-20,10,-0.03132038356,0.3,0.1,-0.03132038356,-0.06327301796,-0.06956312217,0.0319526344,0.03824273861
2019-06-27,-0.01987844058,3401,-0.07164480323,0.1069735951,0.5680682152,0.1786183984,0.1361364305,128,128,0.6577549899,MEDIUM,-0.06500220482,-0.01668864485,LOW,0.2069182105,0.227822883,LOW,0.3455593927,0.6551373598,LOW,0.6689823292,0.7464463926,2019,early,2019-06-27,10,-0.0004395614114,0.5,0,-0.0004395614114,-0.03857177967,-0.07025248594,0.03813221826,0.06981292453
2019-07-04,0.01446763762,3404,-0.03685520335,0.1445355217,0.7952408931,0.1813907251,0.5904817861,128,128,0.5355475188,HIGH,-0.06460239697,-0.01716535767,LOW,0.2058377618,0.2272445244,MEDIUM,0.3413699076,0.6499648268,LOW,0.6614974364,0.745603293,2019,early,2019-07-04,10,-0.03725474528,0.3,0.2,-0.03725474528,-0.04397388979,-0.07233966955,0.006719144514,0.03508492427
2019-07-11,-0.04111404222,3399,-0.1020906548,0.09406834329,0.3974698441,0.196158998,0.2050603119,128,128,0.7298171123,MEDIUM,-0.06420258913,-0.01621193203,LOW,0.2042196127,0.2266661658,LOW,0.3421289355,0.6447922938,MEDIUM,0.6527765061,0.7447601935,2019,early,2019-07-11,10,-0.07654129397,0,0.2,-0.07654129397,-0.07573965672,-0.08708241122,-0.0008016372517,0.01054111725
2019-07-18,-0.05149604965,3408,-0.1049922496,0.08059632359,0.330399061,0.1855885732,0.3392018779,128,128,0.7026242904,MEDIUM,-0.06297899251,-0.01668864485,LOW,0.2026875614,0.2259105264,LOW,0.3406108797,0.6444005363,MEDIUM,0.6577549899,0.7439170939,2019,early,2019-07-18,10,-0.09098492772,0,0.2,-0.09098492772,-0.04726312893,-0.07906783938,-0.04372179879,-0.01191708834
2019-07-25,-0.05877523854,3413,-0.1155762855,0.07640107166,0.2809844711,0.1919773572,0.4380310577,128,128,0.782148416,MEDIUM,-0.06175539589,-0.01716535767,LOW,0.2015498091,0.2251548869,MEDIUM,0.3396738258,0.6440087788,HIGH,0.6614974364,0.741895181,2019,early,2019-07-25,10,-0.007744890104,0.4,0,-0.007744890104,-0.02347149259,-0.04811548206,0.01572660249,0.04037059196
2019-08-01,-0.06454787728,3415,-0.1204934716,0.0662427318,0.250658858,0.1867362034,0.498682284,128,128,0.7889408991,LOW,-0.06053179927,-0.01764207049,LOW,0.2008063556,0.2243992475,MEDIUM,0.3398518519,0.6436170213,HIGH,0.6652398828,0.7447601935,2019,early,2019-08-01,10,0.04712219619,0.7,0,0.04712219619,0.004490266689,-0.04576392099,0.0426319295,0.09288611718
2019-08-08,-0.08656126585,3416,-0.1346991115,0.05412527594,0.1926229508,0.1888243874,0.6147540984,128,128,0.7130390496,LOW,-0.06297899251,-0.01838752718,LOW,0.2004955667,0.2241480551,MEDIUM,0.3406108797,0.6361987263,MEDIUM,0.6689823292,0.7464463926,2019,early,2019-08-08,10,0.1015758199,0.8,0,0.1015758199,0.06506743203,0.03594562646,0.0365083879,0.06563019346
2019-08-15,-0.08087734362,3419,-0.1245038348,0.07996893106,0.226381983,0.2044727658,0.5472360339,128,128,0.7998077275,LOW,-0.06431768518,-0.01913298388,MEDIUM,0.2001580271,0.2238968627,MEDIUM,0.3413699076,0.6287804312,HIGH,0.6703442593,0.745603293,2019,early,2019-08-15,10,0.1533171585,0.9,0,0.1533171585,0.1098036096,0.05300336619,0.04351354884,0.1003137923
2019-08-22,-0.04778834386,3447,-0.0867024759,0.1067052884,0.3672758921,0.1934077643,0.2654482158,128,128,0.7613360648,MEDIUM,-0.06454787728,-0.01987844058,LOW,0.2003401722,0.2236456704,LOW,0.3421289355,0.6213621362,HIGH,0.6717061893,0.7468126259,2019,early,2019-08-22,10,0.1177951273,0.9,0,0.1177951273,0.0685570909,-0.0008499006271,0.0492380364,0.1186450279
2019-08-29,-0.04038291313,3451,-0.07503607504,0.112565445,0.4224862359,0.1876015201,0.1550275283,128,128,0.7723345083,MEDIUM,-0.06443278123,-0.02101521913,LOW,0.199975882,0.2234031168,LOW,0.3406108797,0.619718118,HIGH,0.6730681194,0.7475450925,2019,early,2019-08-29,10,-0.02480180243,0.3,0.5,-0.02480180243,-0.05046195577,-0.04993300289,0.02566015334,0.02513120046
2019-09-05,0.04171643478,3457,0.002791737765,0.208817382,0.9071449233,0.2060256442,0.8142898467,128,128,0.6622756821,HIGH,-0.06431768518,-0.02215199768,MEDIUM,0.1997750114,0.2231605631,HIGH,0.3396738258,0.6180740998,LOW,0.6737052127,0.7496776384,2019,early,2019-09-05,10,-0.01344280049,0.3,0,-0.01344280049,-0.01738520115,-0.0661304194,0.003942400661,0.05268761891
2019-09-12,0.06164611219,3459,0.02140553791,0.2277154487,0.9366869037,0.2063099108,0.8733738075,128,128,0.7715791522,HIGH,-0.06420258913,-0.01987844058,MEDIUM,0.1997937368,0.2229180095,HIGH,0.3398518519,0.6213621362,HIGH,0.6717061893,0.7486113654,2019,early,2019-09-12,10,-0.042715879,0.1,0.1,-0.042715879,-0.06139439746,-0.1038796312,0.01867851846,0.06116375217
2019-09-20,0.01181862948,3460,-0.02015914154,0.1585848978,0.8283236994,0.1787440393,0.6566473988,128,128,0.6857375023,HIGH,-0.06297899251,-0.01838752718,LOW,0.199975882,0.2227093986,HIGH,0.3406108797,0.6361987263,MEDIUM,0.6730681194,0.7507439114,2019,early,2019-09-20,10,-0.01237898742,0.2,0,-0.01237898742,-0.03924919195,-0.08359924915,0.02687020453,0.07122026174
2019-09-27,-0.03468567929,3464,-0.07195622435,0.1195775829,0.476039261,0.1915338073,0.04792147806,128,128,0.6751968504,MEDIUM,-0.06175539589,-0.01716535767,LOW,0.1997750114,0.2225007877,LOW,0.3413699076,0.6440087788,MEDIUM,0.6737052127,0.7496776384,2019,early,2019-09-27,10,0.05186308801,1,0,0.05186308801,0.04602577453,-0.04055190417,0.005837313479,0.09241499218
2019-10-11,-0.0463210031,3467,-0.09302108189,0.09554144166,0.3637150274,0.1885625236,0.2725699452,128,128,0.6648965391,MEDIUM,-0.06053179927,-0.01764207049,LOW,0.1997375605,0.2222921768,LOW,0.3398518519,0.6436170213,LOW,0.674342306,0.7486113654,2019,early,2019-10-11,10,-0.006118821895,0.4,0,-0.006118821895,-0.002664568278,-0.05146338492,-0.003454253618,0.04534456303
2019-10-18,-0.08233724481,3468,-0.1416589044,0.05900634807,0.2058823529,0.2006652525,0.5882352941,128,128,0.7747207471,LOW,-0.05994627903,-0.01838752718,MEDIUM,0.1980018425,0.2221892414,MEDIUM,0.3394957998,0.6361987263,HIGH,0.6730681194,0.7475450925,2019,early,2019-10-18,10,-0.03157228849,0.3,0.2,-0.03157228849,-0.07440986867,-0.06445851222,0.04283758018,0.03288622373
2019-10-25,-0.06245767846,3470,-0.1321061253,0.06136160515,0.2547550432,0.1934677304,0.4904899135,128,128,0.7726892968,LOW,-0.06175539589,-0.01913298388,LOW,0.1988697015,0.2220863061,MEDIUM,0.3396738258,0.6287804312,HIGH,0.6737052127,0.7496776384,2019,early,2019-10-25,10,-0.1065485296,0,0.5,-0.1065485296,-0.0667440854,-0.06861519493,-0.03980444421,-0.03793333468
