sequence_id,target_year,block_id,market_view,market_sequence_rank,symbol,h10_cont_tested_days,h10_cont_recovered_days,h10_cont_recovery_speed_endpoint_rate,h10_cont_recovery_speed_ols_slope,h10_cont_recovery_speed_theil_sen_slope,h10_cont_recovery_volume_intensity_endpoint_rate,h10_cont_recovery_volume_intensity_ols_slope,h10_cont_recovery_volume_intensity_theil_sen_slope,h10_cont_first_test_position_endpoint_rate,h10_cont_time_of_low_endpoint_rate,h10_cont_close_location_endpoint_rate,h10_cont_open_to_close_return_endpoint_rate,h10_cont_minute_realized_volatility_endpoint_rate,h10_cont_volume_herfindahl_endpoint_rate,h10_cont_opening_30_volume_share_endpoint_rate,h10_cont_closing_30_volume_share_endpoint_rate,h10_cont_signed_test_geometry_endpoint_rate,h10_cont_closing_level_state_endpoint_rate,h10_auction_tested_days,h10_auction_recovered_days,h10_auction_recovery_speed_endpoint_rate,h10_auction_recovery_speed_ols_slope,h10_auction_recovery_speed_theil_sen_slope,h10_auction_recovery_volume_intensity_endpoint_rate,h10_auction_recovery_volume_intensity_ols_slope,h10_auction_recovery_volume_intensity_theil_sen_slope,h10_auction_first_test_position_endpoint_rate,h10_auction_time_of_low_endpoint_rate,h10_auction_close_location_endpoint_rate,h10_auction_open_to_close_return_endpoint_rate,h10_auction_minute_realized_volatility_endpoint_rate,h10_auction_volume_herfindahl_endpoint_rate,h10_auction_opening_30_volume_share_endpoint_rate,h10_auction_closing_30_volume_share_endpoint_rate,h10_auction_signed_test_geometry_endpoint_rate,h10_auction_closing_level_state_endpoint_rate,h20_cont_tested_days,h20_cont_recovered_days,h20_auction_tested_days,h20_auction_recovered_days,h40_cont_tested_days,h40_cont_recovered_days,h40_auction_tested_days,h40_auction_recovered_days,h20_cont_recovery_speed_endpoint_rate,h20_cont_recovery_speed_ols_slope,h20_cont_recovery_speed_theil_sen_slope,h20_cont_recovery_volume_intensity_endpoint_rate,h20_cont_recovery_volume_intensity_ols_slope,h20_cont_recovery_volume_intensity_theil_sen_slope,h20_cont_first_test_position_endpoint_rate,h20_cont_time_of_low_endpoint_rate,h20_cont_close_location_endpoint_rate,h20_cont_open_to_close_return_endpoint_rate,h20_cont_minute_realized_volatility_endpoint_rate,h20_cont_volume_herfindahl_endpoint_rate,h20_cont_opening_30_volume_share_endpoint_rate,h20_cont_closing_30_volume_share_endpoint_rate,h20_cont_signed_test_geometry_endpoint_rate,h20_cont_closing_level_state_endpoint_rate,h20_auction_recovery_speed_endpoint_rate,h20_auction_recovery_speed_ols_slope,h20_auction_recovery_speed_theil_sen_slope,h20_auction_recovery_volume_intensity_endpoint_rate,h20_auction_recovery_volume_intensity_ols_slope,h20_auction_recovery_volume_intensity_theil_sen_slope,h20_auction_first_test_position_endpoint_rate,h20_auction_time_of_low_endpoint_rate,h20_auction_close_location_endpoint_rate,h20_auction_open_to_close_return_endpoint_rate,h20_auction_minute_realized_volatility_endpoint_rate,h20_auction_volume_herfindahl_endpoint_rate,h20_auction_opening_30_volume_share_endpoint_rate,h20_auction_closing_30_volume_share_endpoint_rate,h20_auction_signed_test_geometry_endpoint_rate,h20_auction_closing_level_state_endpoint_rate,h40_cont_recovery_speed_endpoint_rate,h40_cont_recovery_speed_ols_slope,h40_cont_recovery_speed_theil_sen_slope,h40_cont_recovery_volume_intensity_endpoint_rate,h40_cont_recovery_volume_intensity_ols_slope,h40_cont_recovery_volume_intensity_theil_sen_slope,h40_cont_first_test_position_endpoint_rate,h40_cont_time_of_low_endpoint_rate,h40_cont_close_location_endpoint_rate,h40_cont_open_to_close_return_endpoint_rate,h40_cont_minute_realized_volatility_endpoint_rate,h40_cont_volume_herfindahl_endpoint_rate,h40_cont_opening_30_volume_share_endpoint_rate,h40_cont_closing_30_volume_share_endpoint_rate,h40_cont_signed_test_geometry_endpoint_rate,h40_cont_closing_level_state_endpoint_rate,h40_auction_recovery_speed_endpoint_rate,h40_auction_recovery_speed_ols_slope,h40_auction_recovery_speed_theil_sen_slope,h40_auction_recovery_volume_intensity_endpoint_rate,h40_auction_recovery_volume_intensity_ols_slope,h40_auction_recovery_volume_intensity_theil_sen_slope,h40_auction_first_test_position_endpoint_rate,h40_auction_time_of_low_endpoint_rate,h40_auction_close_location_endpoint_rate,h40_auction_open_to_close_return_endpoint_rate,h40_auction_minute_realized_volatility_endpoint_rate,h40_auction_volume_herfindahl_endpoint_rate,h40_auction_opening_30_volume_share_endpoint_rate,h40_auction_closing_30_volume_share_endpoint_rate,h40_auction_signed_test_geometry_endpoint_rate,h40_auction_closing_level_state_endpoint_rate
2018|01|CHINEXT_BOARD|03|300124.SZ,2018,1,CHINEXT_BOARD,3,300124.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|CHINEXT_BOARD|04|300533.SZ,2018,1,CHINEXT_BOARD,4,300533.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|CHINEXT_BOARD|05|300112.SZ,2018,1,CHINEXT_BOARD,5,300112.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|CHINEXT_BOARD|06|300449.SZ,2018,1,CHINEXT_BOARD,6,300449.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|CHINEXT_BOARD|07|300082.SZ,2018,1,CHINEXT_BOARD,7,300082.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|CHINEXT_BOARD|08|300041.SZ,2018,1,CHINEXT_BOARD,8,300041.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|CHINEXT_BOARD|09|300255.SZ,2018,1,CHINEXT_BOARD,9,300255.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|CHINEXT_BOARD|10|300096.SZ,2018,1,CHINEXT_BOARD,10,300096.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|01|600756.SH,2018,1,SH_A,1,600756.SH,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|02|603368.SH,2018,1,SH_A,2,603368.SH,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|03|600567.SH,2018,1,SH_A,3,600567.SH,2,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|04|600425.SH,2018,1,SH_A,4,600425.SH,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|05|601818.SH,2018,1,SH_A,5,601818.SH,2,2,0,0,0,-0.70882870046509949,-0.70882870046509949,-0.70882870046509949,0.30125523012552302,0.93723849372384938,-0.60713695753929375,-0.018901440800204172,0.0023306352661961877,0.0010163410756921527,-0.067611724837112253,0.10214135261780963,-0.0071145978698974321,-0.011837123567693064,2,2,0,0,0,-0.66551654587903708,-0.66551654587903708,-0.66551654587903708,0.29999999999999999,0.93333333333333335,-0.60713695753929375,-0.016520513847092744,0.0023161948954175289,0.00089730274677847152,-0.07412550513758874,0.10503227903574569,-0.0071145978698974321,-0.011837123567693064,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|06|600390.SH,2018,1,SH_A,6,600390.SH,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|07|600569.SH,2018,1,SH_A,7,600569.SH,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|08|603968.SH,2018,1,SH_A,8,603968.SH,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|09|600503.SH,2018,1,SH_A,9,600503.SH,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SH_A|10|600227.SH,2018,1,SH_A,10,600227.SH,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|01|000301.SZ,2018,1,SZ_A,1,000301.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|02|000972.SZ,2018,1,SZ_A,2,000972.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|03|300239.SZ,2018,1,SZ_A,3,300239.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|04|002829.SZ,2018,1,SZ_A,4,002829.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|05|000697.SZ,2018,1,SZ_A,5,000697.SZ,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|06|000668.SZ,2018,1,SZ_A,6,000668.SZ,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|07|002513.SZ,2018,1,SZ_A,7,002513.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|08|300175.SZ,2018,1,SZ_A,8,300175.SZ,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|09|002376.SZ,2018,1,SZ_A,9,002376.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|01|SZ_A|10|002570.SZ,2018,1,SZ_A,10,002570.SZ,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|02|ALL_A|01|300384.SZ,2018,2,ALL_A,1,300384.SZ,3,3,1.3333333333333333,1.4285714285714286,1.3333333333333333,0.88935036630099906,0.89925056241542778,0.88935036630099906,-0.18688981868898188,0.009762900976290104,0.01572183482156711,0.00042714481278956679,0.0030871605324368999,-0.00063191591959119164,-0.065097628250841352,0.017820378663864905,-0.008197615892199436,-0.006896204439887847,3,3,1.3333333333333333,1.4285714285714286,1.3333333333333333,0.88839506161123427,0.90224317358479433,0.88839506161123427,-0.18611111111111112,0.0097222222222222241,0.01572183482156711,0.00018822054216482975,0.0031471350231960667,-0.00064562866576350507,-0.060478584513609497,0.017529544363770855,-0.008197615892199436,-0.006896204439887847,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|02|ALL_A|02|600888.SH,2018,2,ALL_A,2,600888.SH,2,2,0.5,0.5,0.5,-2.7199591900573559,-2.7199591900573559,-2.7199591900573559,-0.41213389121338911,-0.41004184100418406,0.3529416714584227,0.0061759706511522738,0.0014928578650213915,-0.003661937092013675,0.044570161965582722,-0.050812563755389242,-0.0035970824520641931,0.0071909584287279671,2,2,0.5,0.5,0.5,-2.7238383912678046,-2.7238383912678046,-2.7238383912678046,-0.41041666666666665,-0.40833333333333333,0.3529416714584227,0.0052910001739151502,0.0013165832284437722,-0.00364690636004653,0.04474487298369885,-0.050787097102219722,-0.0035970824520641931,0.0071909584287279671,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|02|ALL_A|03|002183.SZ,2018,2,ALL_A,3,002183.SZ,3,3,-0.33333333333333331,-0.35714285714285715,-0.33333333333333331,-1.8646163632647239,-1.6086206088940829,-1.8646163632647239,0.2510460251046025,0.0027894002789400352,0.033333333333333597,0.0022084745703502642,-0.0010918840229531997,-0.00055833804213575465,-0.055366920429748952,0.04367093022977403,-4.2127538553889586e-05,0.00093395742613688881,3,3,-0.33333333333333331,-0.35714285714285715,-0.33333333333333331,-1.8629928447001227,-1.6067350949315304,-1.8629928447001227,0.25,0.0027777777777777679,0.033333333333333597,0.0022084745703502642,-0.0011274091569225101,-0.00052872958037127971,-0.044989049859357068,0.04381361604087506,-4.2127538553889586e-05,0.00093395742613688881,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|02|ALL_A|04|002583.SZ,2018,2,ALL_A,4,002583.SZ,3,3,1.5,1.5,1.5,0.67120507208108815,0.67120507208108815,0.67120507208108815,-0.25732217573221755,-0.23221757322175732,0.34128826438480625,0.00832797787401518,-0.00024741032469876613,-0.00057927813684142742,0.017947635352094718,-0.050757018015273173,-0.0036911553352605431,0.0094419406416901275,3,3,1.5,1.5,1.5,0.67418548446687754,0.67418548446687754,0.67418548446687754,-0.25624999999999998,-0.23125000000000001,0.34128826438480625,0.0070317114920500079,-0.00029790100162819209,-0.00056551189387348683,0.016614431762866769,-0.050389697045234355,-0.0036911553352605431,0.0094419406416901275,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|02|ALL_A|05|300483.SZ,2018,2,ALL_A,5,300483.SZ,2,2,0,0,0,0.66737440666943382,0.66737440666943382,0.66737440666943382,-0.87447698744769875,-0.63598326359832646,0.55070209473814535,0.019126105485638534,0.003338436232655187,0.0072843190681468432,0.073338102286345908,0.055485784115570147,-0.013876447539200698,0.001812115049103058,2,2,0,0,0,0.65640172639264094,0.65640172639264094,0.65640172639264094,-0.87083333333333335,-0.6333333333333333,0.55070209473814535,0.020716588800998248,0.0014120242957667284,0.0071852734167072007,0.074330902818063899,0.054859906334210673,-0.013876447539200698,0.001812115049103058,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018|02|ALL_A|06|603260.SH,2018,2,ALL_A,6,603260.SH,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
