candidate_id,scope,market_view,denominator,predictor,response,estimate,observations
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,CHINEXT_BOARD,ALL_STATUS,correlation_median40,opportunity_spread_h3,-0.217558005556,1293
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,CHINEXT_BOARD,NON_ST,correlation_median10,opportunity_spread_h3,-0.183342735134,1323
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,CHINEXT_BOARD,NON_ST,correlation_median40,opportunity_spread_h3,-0.215783973567,1293
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SH_A,ALL_STATUS,correlation_median10,opportunity_spread_h3,-0.204715791733,1323
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SH_A,ALL_STATUS,correlation_median40,opportunity_spread_h3,-0.251097727986,1293
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SH_A,NON_ST,correlation_median10,opportunity_spread_h3,-0.206700637727,1323
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SH_A,NON_ST,correlation_median40,opportunity_spread_h3,-0.252631882042,1293
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SZ_A,ALL_STATUS,correlation_median10,opportunity_spread_h3,-0.138550347871,1323
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SZ_A,ALL_STATUS,correlation_median40,opportunity_spread_h3,-0.160775453659,1293
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SZ_A,NON_ST,correlation_median10,opportunity_spread_h3,-0.129998994371,1323
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,neighbor_definition,SZ_A,NON_ST,correlation_median40,opportunity_spread_h3,-0.153888327929,1293
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,ALL_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.341094008665,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,ALL_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.32328907048,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,CHINEXT_BOARD,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.276319960551,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,CHINEXT_BOARD,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.271089429749,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,SH_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.581434257335,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,SH_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.557729562185,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,SZ_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.115846571096,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2020,SZ_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.0861188404776,88
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,ALL_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.105850651455,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,ALL_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.132137426303,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,CHINEXT_BOARD,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.077907616139,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,CHINEXT_BOARD,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.0898572323433,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,SH_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.0985746845363,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,SH_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.125995166916,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,SZ_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.0885668509287,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2021,SZ_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.122541955999,243
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,ALL_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.0827847703183,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,ALL_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.0821069040558,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,CHINEXT_BOARD,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.0850519357662,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,CHINEXT_BOARD,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.0810486279333,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,SH_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.145028113767,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,SH_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.146666579183,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,SZ_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.0285122837708,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2022,SZ_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,0.0326590834313,242
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,ALL_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.340026345382,237
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,ALL_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.347878293455,237
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,CHINEXT_BOARD,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.475934674366,237
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,CHINEXT_BOARD,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.476946140613,237
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,SH_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.348699928567,237
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,SH_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.358603751413,237
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,SZ_A,ALL_STATUS,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.336309667364,237
CO_MOVEMENT__OPPORTUNITY_COMPRESSION,pit_year_2023,SZ_A,NON_ST,correlation_median20_pit_3y_pct,opportunity_spread_h3,-0.341826704773,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,ALL_A,ALL_STATUS,downside_extreme_participation_70,terminal_mean_log_return_h5,0.091478827969,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,ALL_A,NON_ST,downside_extreme_participation_70,terminal_mean_log_return_h5,0.0854793657953,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_70,terminal_mean_log_return_h5,0.0694920590304,1331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,CHINEXT_BOARD,NON_ST,downside_extreme_participation_70,terminal_mean_log_return_h5,0.0658825492736,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,SH_A,ALL_STATUS,downside_extreme_participation_70,terminal_mean_log_return_h5,0.0777963256052,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,SH_A,NON_ST,downside_extreme_participation_70,terminal_mean_log_return_h5,0.0719244372059,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,SZ_A,ALL_STATUS,downside_extreme_participation_70,terminal_mean_log_return_h5,0.0967788817158,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_absolute,SZ_A,NON_ST,downside_extreme_participation_70,terminal_mean_log_return_h5,0.0908649368111,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,ALL_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.102991612541,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,ALL_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0972832949277,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0853681374872,828
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,CHINEXT_BOARD,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0518984341434,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,SH_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0634882079638,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,SH_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0591824178912,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,SZ_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.126694593902,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_3y,SZ_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.123826009552,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,ALL_A,ALL_STATUS,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.105504453991,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,ALL_A,NON_ST,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.0976988564738,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.0816928865143,828
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,CHINEXT_BOARD,NON_ST,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.0614776934349,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,SH_A,ALL_STATUS,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.0664899808311,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,SH_A,NON_ST,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.0601885175368,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,SZ_A,ALL_STATUS,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.127727885955,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,coordinate_pit_expanding,SZ_A,NON_ST,downside_extreme_participation_70_pit_expanding_pct,terminal_mean_log_return_h5,0.121812250954,829
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,ALL_A,ALL_STATUS,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0734996842667,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,ALL_A,ALL_STATUS,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0952930741832,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,ALL_A,NON_ST,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0731843075214,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,ALL_A,NON_ST,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0884606780125,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0613741293574,1331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0689038383015,1331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,CHINEXT_BOARD,NON_ST,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0618312990458,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,CHINEXT_BOARD,NON_ST,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0588076862112,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SH_A,ALL_STATUS,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0613701959913,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SH_A,ALL_STATUS,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0740303067243,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SH_A,NON_ST,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0584406474965,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SH_A,NON_ST,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0712523103342,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SZ_A,ALL_STATUS,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0780785438638,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SZ_A,ALL_STATUS,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0986764321102,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SZ_A,NON_ST,downside_extreme_participation_50,terminal_mean_log_return_h5,0.0803614724116,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,neighbor_definition,SZ_A,NON_ST,downside_extreme_participation_90,terminal_mean_log_return_h5,0.0850175843725,1332
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,ALL_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.269284272811,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,ALL_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.26327906111,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0760986696448,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,CHINEXT_BOARD,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0796645702306,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,SH_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.277934520661,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,SH_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.299604224221,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,SZ_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.244391543721,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2020,SZ_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.210319559552,107
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,ALL_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0892709182065,243
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,ALL_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0751344172583,243
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.081452885241,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,CHINEXT_BOARD,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.091739670408,243
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,SH_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0431468610716,243
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,SH_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0450503850519,243
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,SZ_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.112411679526,243
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2021,SZ_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0896397162199,243
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,ALL_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0133509002712,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,ALL_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0154355366629,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0717176156501,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,CHINEXT_BOARD,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,-0.0160075056591,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,SH_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0118213178316,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,SH_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.00432131406589,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,SZ_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.014601163802,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2022,SZ_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0269647917943,242
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,ALL_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.191547372242,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,ALL_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.178227546232,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,CHINEXT_BOARD,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0230305306828,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,CHINEXT_BOARD,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0179812020663,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,SH_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0389662811458,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,SH_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.0283923097085,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,SZ_A,ALL_STATUS,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.293710908359,237
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,pit_year_2023,SZ_A,NON_ST,downside_extreme_participation_70_pit_3y_pct,terminal_mean_log_return_h5,0.288797312867,237
LEADERSHIP_CONCENTRATION__FRAGILITY,coordinate_absolute,ALL_A,ALL_STATUS,leadership_positive_mass_top10,adverse_mean_log_excursion_h3,-0.0620339365842,1332
LEADERSHIP_CONCENTRATION__FRAGILITY,coordinate_absolute,ALL_A,NON_ST,leadership_positive_mass_top10,adverse_mean_log_excursion_h3,-0.061170001535,1332
LEADERSHIP_CONCENTRATION__FRAGILITY,coordinate_absolute,CHINEXT_BOARD,ALL_STATUS,leadership_positive_mass_top10,adverse_mean_log_excursion_h3,-0.0620183671711,1332
LEADERSHIP_CONCENTRATION__FRAGILITY,coordinate_absolute,CHINEXT_BOARD,NON_ST,leadership_positive_mass_top10,adverse_mean_log_excursion_h3,-0.0621982956064,1332
LEADERSHIP_CONCENTRATION__FRAGILITY,coordinate_absolute,SH_A,ALL_STATUS,leadership_positive_mass_top10,adverse_mean_log_excursion_h3,-0.044253221354,1332
LEADERSHIP_CONCENTRATION__FRAGILITY,coordinate_absolute,SH_A,NON_ST,leadership_positive_mass_top10,adverse_mean_log_excursion_h3,-0.0429649835137,1332
